Id,Label,timeset,index,nationalpokedexnumber,species,variant,generation,rarity,type1,type2,total,hp,attack,defense,spatk,spdef,speed,image_url,vgc2022rules,monthlyusagemarch2022,usagepercentmarch2022,monthlyrankmarch2022,introductedin,type,power,acc,pp,damageclass,effect,probpercentage,increases,decreases,likesberrie,dislikesberrie,alternativeeffect,usageattributes,specificcategory,generalcategory,description,indegree,outdegree,degree,clustering
Mirror Move,Mirror Move,,,,,,,,,,,,,,,,,,,,,,1,Flying,,,20,Status,User performs the opponent's last move.,,,,,,,,,,,24,1,25,0.046667
Mirror Shot,Mirror Shot,,,,,,,,,,,,,,,,,,,,,,4,Steel,65,85,10,Special,May lower opponent's Accuracy.,30,,,,,,,,,,16,1,17,0.069853
Mist,Mist,,,,,,,,,,,,,,,,,,,,,,1,Ice,,,30,Status,User's stats cannot be changed for a period of time.,,,,,,,,,,,62,1,63,0.011521
Mist Ball,Mist Ball,,,,,,,,,,,,,,,,,,,,,,3,Psychic,70,100,5,Special,May lower opponent's Special Attack.,50,,,,,,,,,,2,1,3,0.5
Misty Explosion,Misty Explosion,,,,,,,,,,,,,,,,,,,,,,8,Fairy,100,100,5,Special,Power increases on Misty Terrain.,,,,,,,,,,,21,1,22,0.060606
Misty Terrain,Misty Terrain,,,,,,,,,,,,,,,,,,,,,,6,Fairy,,,10,Status,Protects the field from status conditions for 5 turns.,,,,,,,,,,,37,1,38,0.039829
Moonblast,Moonblast,,,,,,,,,,,,,,,,,,,,,,6,Fairy,95,100,15,Special,May lower opponent's Special Attack.,30,,,,,,,,,,54,1,55,0.032323
Moongeist Beam,Moongeist Beam,,,,,,,,,,,,,,,,,,,,,,7,Ghost,100,100,5,Special,Ignores the target's ability.,,,,,,,,,,,3,1,4,0.25
Moonlight,Moonlight,,,,,,,,,,,,,,,,,,,,,,2,Fairy,,,5,Status,User recovers HP. Amount varies with the weather.,,,,,,,,,,,27,1,28,0.02381
Morning Sun,Morning Sun,,,,,,,,,,,,,,,,,,,,,,2,Normal,,,5,Status,User recovers HP. Amount varies with the weather.,,,,,,,,,,,16,1,17,0.018382
Mud Bomb,Mud Bomb,,,,,,,,,,,,,,,,,,,,,,4,Ground,65,85,10,Special,May lower opponent's Accuracy.,30,,,,,,,,,,33,1,34,0.032086
Mud Shot,Mud Shot,,,,,,,,,,,,,,,,,,,,,,3,Ground,55,95,15,Special,Lowers opponent's Speed.,100,,,,,,,,,,131,1,132,0.011971
Mud Slap,Mud Slap,,,,,,,,,,,,,,,,,,,,,,2,Ground,20,100,10,Special,Lowers opponent's Accuracy.,100,,,,,,,,,,393,1,394,0.004211
Mud Sport,Mud Sport,,,,,,,,,,,,,,,,,,,,,,3,Ground,,,15,Status,Weakens the power of Electric-type moves.,,,,,,,,,,,52,1,53,0.014151
Muddy Water,Muddy Water,,,,,,,,,,,,,,,,,,,,,,3,Water,90,85,10,Special,May lower opponent's Accuracy.,30,,,,,,,,,,86,1,87,0.020984
Multi Attack,Multi Attack,,,,,,,,,,,,,,,,,,,,,,7,Normal,120,100,10,Physical,Type matches Memory item held.,,,,,,,,,,,1,1,2,0.5
Mystical Fire,Mystical Fire,,,,,,,,,,,,,,,,,,,,,,6,Fire,75,100,10,Special,Lowers opponent's Special Attack.,100,,,,,,,,,,46,1,47,0.037465
Nasty Plot,Nasty Plot,,,,,,,,,,,,,,,,,,,,,,4,Dark,,,20,Status,Sharply raises user's Special Attack.,,,,,,,,,,,136,1,137,0.011271
Natural Gift,Natural Gift,,,,,,,,,,,,,,,,,,,,,,4,Normal,,100,15,Physical,Power and type depend on the user's held berry.,,,,,,,,,,,485,1,486,0.003415
Nature Power,Nature Power,,,,,,,,,,,,,,,,,,,,,,3,Normal,,,20,Status,Uses a certain move based on the current terrain.,,,,,,,,,,,138,1,139,0.006517
Nature'S Madness,Nature'S Madness,,,,,,,,,,,,,,,,,,,,,,7,Fairy,,90,10,Special,Halves the foe's HP.,,,,,,,,,,,4,1,5,0.2
Needle Arm,Needle Arm,,,,,,,,,,,,,,,,,,,,,,3,Grass,60,100,15,Physical,May cause flinching.,30,,,,,,,,,,5,1,6,0.233333
Night Daze,Night Daze,,,,,,,,,,,,,,,,,,,,,,5,Dark,85,95,10,Special,May lower opponent's Accuracy.,40,,,,,,,,,,4,1,5,0.25
Night Shade,Night Shade,,,,,,,,,,,,,,,,,,,,,,1,Ghost,,100,15,Special,Inflicts damage equal to user's level.,,,,,,,,,,,44,1,45,0.030808
Night Slash,Night Slash,,,,,,,,,,,,,,,,,,,,,,4,Dark,70,100,15,Physical,High critical hit ratio.,,,,,,,,,,,83,1,84,0.007458
Nightmare,Nightmare,,,,,,,,,,,,,,,,,,,,,,2,Ghost,,100,15,Status,The sleeping opponent loses 25% of its max HP each turn.,,,,,,,,,,,71,1,72,0.00939
No Retreat,No Retreat,,,,,,,,,,,,,,,,,,,,,,8,Fighting,,,5,Status,Raises all stats but user cannot switch out.,100,,,,,,,,,,2,1,3,0.333333
Noble Roar,Noble Roar,,,,,,,,,,,,,,,,,,,,,,6,Normal,,100,30,Status,Lowers opponent's Attack and Special Attack.,100,,,,,,,,,,11,1,12,0.068182
Nuzzle,Nuzzle,,,,,,,,,,,,,,,,,,,,,,6,Electric,20,100,20,Physical,Paralyzes opponent.,100,,,,,,,,,,20,1,21,0.07381
Oblivion Wing,Oblivion Wing,,,,,,,,,,,,,,,,,,,,,,6,Flying,80,100,10,Special,User recovers most of the HP inflicted on opponent.,,,,,,,,,,,2,1,3,0.333333
Obstruct,Obstruct,,,,,,,,,,,,,,,,,,,,,,8,Dark,,100,10,Status,Protects the user and sharply lowers Defence on contact.,,,,,,,,,,,2,1,3,0.333333
Oceanic Operetta,Oceanic Operetta,,,,,,,,,,,,,,,,,,,,,,7,Water,195,,1,Special,Primarina-exclusive Z-Move.,,,,,,,,,,,0,1,1,0
Octazooka,Octazooka,,,,,,,,,,,,,,,,,,,,,,2,Water,65,85,10,Special,May lower opponent's Accuracy.,50,,,,,,,,,,4,1,5,0.2
Octolock,Octolock,,,,,,,,,,,,,,,,,,,,,,8,Fighting,,100,15,Status,"Lowers opponent's Defense and Special Defense every turn, and they cannot flee or switch out.",,,,,,,,,,,2,1,3,0.333333
Odor Sleuth,Odor Sleuth,,,,,,,,,,,,,,,,,,,,,,3,Normal,,,40,Status,"Resets opponent's Evasiveness, Normal-type and Fighting-type attacks can now hit Ghosts, and Ghost-type attacks hit Normal.",,,,,,,,,,,44,1,45,0.017677
Ominous Wind,Ominous Wind,,,,,,,,,,,,,,,,,,,,,,4,Ghost,60,100,5,Special,May raise all user's stats at once.,10,,,,,,,,,,94,1,95,0.008511
Origin Pulse,Origin Pulse,,,,,,,,,,,,,,,,,,,,,,6,Water,110,85,10,Special,Hits all adjacent opponents.,,,,,,,,,,,3,1,4,0.416667
Outrage,Outrage,,,,,,,,,,,,,,,,,,,,,,2,Dragon,120,100,10,Physical,User attacks for 2-3 turns but then becomes confused.,,,,,,,,,,,159,1,160,0.012028
Overdrive,Overdrive,,,,,,,,,,,,,,,,,,,,,,8,Electric,80,100,10,Special,,,,,,,,,,,,1,1,2,0.5
Overheat,Overheat,,,,,,,,,,,,,,,,,,,,,,3,Fire,130,90,5,Special,Sharply lowers user's Special Attack.,100,,,,,,,,,,106,1,107,0.016047
Pain Split,Pain Split,,,,,,,,,,,,,,,,,,,,,,2,Normal,,,20,Status,The user's and opponent's HP becomes the average of both.,,,,,,,,,,,120,1,121,0.007369
Parabolic Charge,Parabolic Charge,,,,,,,,,,,,,,,,,,,,,,6,Electric,65,100,20,Special,User recovers half the HP inflicted on opponent.,,,,,,,,,,,4,1,5,0.25
Parting Shot,Parting Shot,,,,,,,,,,,,,,,,,,,,,,6,Dark,,100,20,Status,Lowers opponent's Attack and Special Attack then switches out.,100,,,,,,,,,,13,1,14,0.093407
Pay Day,Pay Day,,,,,,,,,,,,,,,,,,,,,,1,Normal,40,100,20,Physical,A small amount of money is gained after the battle resolves.,,,,,,,,,,,53,1,54,0.0297
Payback,Payback,,,,,,,,,,,,,,,,,,,,,,4,Dark,50,100,10,Physical,Power doubles if the user was attacked first.,,,,,,,,,,,284,1,285,0.003978
Peck,Peck,,,,,,,,,,,,,,,,,,,,,,1,Flying,35,100,35,Physical,,,,,,,,,,,,63,1,64,0.015873
Perish Song,Perish Song,,,,,,,,,,,,,,,,,,,,,,2,Normal,,,5,Status,Any Pokémon in play when this attack is used faints in 3 turns.,,,,,,,,,,,32,1,33,0.019886
Petal Blizzard,Petal Blizzard,,,,,,,,,,,,,,,,,,,,,,6,Grass,90,100,15,Physical,Hits all adjacent Pokémon.,,,,,,,,,,,20,1,21,0.066667
Petal Dance,Petal Dance,,,,,,,,,,,,,,,,,,,,,,1,Grass,120,100,10,Special,User attacks for 2-3 turns but then becomes confused.,,,,,,,,,,,19,1,20,0.065789
Phantom Force,Phantom Force,,,,,,,,,,,,,,,,,,,,,,6,Ghost,90,100,10,Physical,"Disappears on first turn, attacks on second. Can strike through Protect/Detect.",,,,,,,,,,,29,1,30,0.041379
Photon Geyser,Photon Geyser,,,,,,,,,,,,,,,,,,,,,,7,Psychic,100,100,5,Special,"Uses Attack or Special Attack stat, whichever is higher.",,,,,,,,,,,4,1,5,0.35
Pika Papow,Pika Papow,,,,,,,,,,,,,,,,,,,,,,7,Electric,,∞,20,Special,Power increases when player's bond is stronger.,,,,,,,,,,,0,1,1,0
Pin Missile,Pin Missile,,,,,,,,,,,,,,,,,,,,,,1,Bug,25,95,20,Physical,Hits 2-5 times in one turn.,,,,,,,,,,,44,1,45,0.017677
Plasma Fists,Plasma Fists,,,,,,,,,,,,,,,,,,,,,,7,Electric,100,100,15,Physical,Changes Normal-type moves to Electric-type moves.,,,,,,,,,,,1,1,2,0.5
Play Nice,Play Nice,,,,,,,,,,,,,,,,,,,,,,6,Normal,,,20,Status,Lowers opponent's Attack. Always hits.,100,,,,,,,,,,32,1,33,0.029356
Play Rough,Play Rough,,,,,,,,,,,,,,,,,,,,,,6,Fairy,90,90,10,Physical,May lower opponent's Attack.,10,,,,,,,,,,127,1,128,0.015071
Pluck,Pluck,,,,,,,,,,,,,,,,,,,,,,4,Flying,60,100,20,Physical,"If the opponent is holding a berry, its effect is stolen by user.",,,,,,,,,,,70,1,71,0.019115
Poison Fang,Poison Fang,,,,,,,,,,,,,,,,,,,,,,3,Poison,50,100,15,Physical,May badly poison opponent.,50,,,,,,,,,,22,1,23,0.041502
Poison Gas,Poison Gas,,,,,,,,,,,,,,,,,,,,,,1,Poison,,90,40,Status,Poisons opponent.,,,,,,,,,,,20,1,21,0.071429
Poison Jab,Poison Jab,,,,,,,,,,,,,,,,,,,,,,4,Poison,80,100,20,Physical,May poison the opponent.,30,,,,,,,,,,177,1,178,0.005935
Poison Powder,Poison Powder,,,,,,,,,,,,,,,,,,,,,,1,Poison,,75,35,Status,Poisons opponent.,,,,,,,,,,,35,1,36,0.024603
Poison Sting,Poison Sting,,,,,,,,,,,,,,,,,,,,,,1,Poison,15,100,35,Physical,May poison the opponent.,30,,,,,,,,,,33,1,34,0.032977
Poison Tail,Poison Tail,,,,,,,,,,,,,,,,,,,,,,3,Poison,50,100,25,Physical,High critical hit ratio. May poison opponent.,10,,,,,,,,,,15,1,16,0.058333
Pollen Puff,Pollen Puff,,,,,,,,,,,,,,,,,,,,,,7,Bug,90,100,15,Special,Deals damage to opponent or restores HP of teammate.,,,,,,,,,,,24,1,25,0.026667
Poltergeist,Poltergeist,,,,,,,,,,,,,,,,,,,,,,8,Ghost,110,90,5,Physical,Fails if the target doesn’t have an item.,,,,,,,,,,,49,1,50,0.030204
Pound,Pound,,,,,,,,,,,,,,,,,,,,,,1,Normal,40,100,35,Physical,,,,,,,,,,,,75,1,76,0.014211
Powder,Powder,,,,,,,,,,,,,,,,,,,,,,6,Bug,,100,20,Status,Damages Pokémon using Fire type moves.,,,,,,,,,,,2,1,3,0.333333
Powder Snow,Powder Snow,,,,,,,,,,,,,,,,,,,,,,2,Ice,40,100,25,Special,May freeze opponent.,10,,,,,,,,,,32,1,33,0.046402
Power Gem,Power Gem,,,,,,,,,,,,,,,,,,,,,,4,Rock,80,100,20,Special,,,,,,,,,,,,39,1,40,0.021795
Power Split,Power Split,,,,,,,,,,,,,,,,,,,,,,5,Psychic,,,10,Status,Averages Attack and Special Attack with the target.,,,,,,,,,,,19,1,20,0.044737
Power Swap,Power Swap,,,,,,,,,,,,,,,,,,,,,,4,Psychic,,,10,Status,User and opponent swap Attack and Special Attack.,,,,,,,,,,,63,1,64,0.020089
Power Trick,Power Trick,,,,,,,,,,,,,,,,,,,,,,4,Psychic,,,10,Status,User's own Attack and Defense switch.,,,,,,,,,,,12,1,13,0.064103
Power Trip,Power Trip,,,,,,,,,,,,,,,,,,,,,,7,Dark,20,100,10,Physical,"The user boasts its strength and attacks the target. The more the user's stats are raised, the greater the move's power.",,,,,,,,,,,11,1,12,0.068182
Power Up Punch,Power Up Punch,,,,,,,,,,,,,,,,,,,,,,6,Fighting,40,100,20,Physical,Raises Attack.,100,,,,,,,,,,233,1,234,0.004402
Power Whip,Power Whip,,,,,,,,,,,,,,,,,,,,,,4,Grass,120,85,10,Physical,,,,,,,,,,,,44,1,45,0.034343
Precipice Blades,Precipice Blades,,,,,,,,,,,,,,,,,,,,,,6,Ground,120,85,10,Physical,Hits all adjacent opponents.,,,,,,,,,,,3,1,4,0.416667
Present,Present,,,,,,,,,,,,,,,,,,,,,,2,Normal,,90,15,Physical,Either deals damage or heals.,,,,,,,,,,,12,1,13,0.044872
Prismatic Laser,Prismatic Laser,,,,,,,,,,,,,,,,,,,,,,7,Psychic,160,100,10,Special,The user shoots powerful lasers using the power of a prism. The user can't move on the next turn.,,,,,,,,,,,2,1,3,0.5
Protect,Protect,,,,,,,,,,,,,,,,,,,,,,2,Normal,,,10,Status,"Protects the user, but may fail if used consecutively.",,,,,,,,,,,1197,1,1198,0.007165
Psybeam,Psybeam,,,,,,,,,,,,,,,,,,,,,,1,Psychic,65,100,20,Special,May confuse opponent.,10,,,,,,,,,,81,1,82,0.01611
Psych Up,Psych Up,,,,,,,,,,,,,,,,,,,,,,2,Normal,,,10,Status,Copies the opponent's stat changes.,,,,,,,,,,,277,1,278,0.006415
Psychic,Psychic,,,,,,,,,,,,,,,,,,,,,,1,Psychic,90,100,10,Special,May lower opponent's Special Defense.,10,,,,,,,,,,243,1,244,0.008062
Psychic Fangs,Psychic Fangs,,,,,,,,,,,,,,,,,,,,,,7,Psychic,85,100,10,Physical,The user bites the target with its psychic capabilities. This can also destroy Light Screen and Reflect.,,,,,,,,,,,41,1,42,0.023229
Psychic Terrain,Psychic Terrain,,,,,,,,,,,,,,,,,,,,,,7,Psychic,,,10,Status,Prevents priority moves from being used for 5 turns.,,,,,,,,,,,33,1,34,0.045455
Psycho Boost,Psycho Boost,,,,,,,,,,,,,,,,,,,,,,3,Psychic,140,90,5,Special,Sharply lowers user's Special Attack.,100,,,,,,,,,,0,1,1,0
Psycho Cut,Psycho Cut,,,,,,,,,,,,,,,,,,,,,,4,Psychic,70,100,20,Physical,High critical hit ratio.,,,,,,,,,,,57,1,58,0.021476
Psycho Shift,Psycho Shift,,,,,,,,,,,,,,,,,,,,,,4,Psychic,,100,10,Status,Transfers user's status condition to the opponent.,,,,,,,,,,,16,1,17,0.058824
Psyshock,Psyshock,,,,,,,,,,,,,,,,,,,,,,5,Psychic,80,100,10,Special,"Inflicts damage based on the target's Defense, not Special Defense.",,,,,,,,,,,128,1,129,0.014414
Psystrike,Psystrike,,,,,,,,,,,,,,,,,,,,,,5,Psychic,100,100,10,Special,"Inflicts damage based on the target's Defense, not Special Defense.",,,,,,,,,,,6,1,7,0.333333
Psywave,Psywave,,,,,,,,,,,,,,,,,,,,,,1,Psychic,,100,15,Special,Inflicts damage 50-150% of user's level.,,,,,,,,,,,61,1,62,0.017187
Pulverizing Pancake,Pulverizing Pancake,,,,,,,,,,,,,,,,,,,,,,7,Normal,210,,1,Physical,Snorlax-exclusive Normal type Z-Move.,,,,,,,,,,,0,1,1,0
Punishment,Punishment,,,,,,,,,,,,,,,,,,,,,,4,Dark,,100,5,Physical,Power increases when opponent's stats have been raised.,,,,,,,,,,,28,1,29,0.029557
Purify,Purify,,,,,,,,,,,,,,,,,,,,,,7,Poison,,,20,Status,"The user heals the target's status condition. If the move succeeds, it also restores the user's own HP.",,,,,,,,,,,1,1,2,0
Pursuit,Pursuit,,,,,,,,,,,,,,,,,,,,,,2,Dark,40,100,20,Physical,Double power if the opponent is switching out.,,,,,,,,,,,107,1,108,0.005192
Pyro Ball,Pyro Ball,,,,,,,,,,,,,,,,,,,,,,8,Fire,120,90,5,Physical,May burn opponent.,10,,,,,,,,,,2,1,3,0.333333
Quash,Quash,,,,,,,,,,,,,,,,,,,,,,5,Dark,,100,15,Status,Makes the target act last this turn.,,,,,,,,,,,36,1,37,0.021021
Quick Attack,Quick Attack,,,,,,,,,,,,,,,,,,,,,,1,Normal,40,100,30,Physical,User attacks first.,,,,,,,,,,,139,1,140,0.009558
Quick Guard,Quick Guard,,,,,,,,,,,,,,,,,,,,,,5,Fighting,,,15,Status,Protects the user's team from high-priority moves.,,,,,,,,,,,53,1,54,0.015374
Quiver Dance,Quiver Dance,,,,,,,,,,,,,,,,,,,,,,5,Bug,,,20,Status,"Raises user's Special Attack, Special Defense and Speed.",,,,,,,,,,,16,1,17,0.055147
Rage,Rage,,,,,,,,,,,,,,,,,,,,,,1,Normal,20,100,20,Physical,Raises user's Attack when hit.,,,,,,,,,,,173,1,174,0.006013
Rage Powder,Rage Powder,,,,,,,,,,,,,,,,,,,,,,5,Bug,,,20,Status,"Forces attacks to hit user, not team-mates.",,,,,,,,,,,19,1,20,0.042105
Rain Dance,Rain Dance,,,,,,,,,,,,,,,,,,,,,,2,Water,,,5,Status,Makes it rain for 5 turns.,,,,,,,,,,,603,1,604,0.003632
Rapid Spin,Rapid Spin,,,,,,,,,,,,,,,,,,,,,,2,Normal,50,100,40,Physical,Raises user's Speed and removes entry hazards and trap move effects.,100,,,,,,,,,,43,1,44,0.014271
Razor Leaf,Razor Leaf,,,,,,,,,,,,,,,,,,,,,,1,Grass,55,95,25,Physical,High critical hit ratio.,,,,,,,,,,,52,1,53,0.030116
Razor Shell,Razor Shell,,,,,,,,,,,,,,,,,,,,,,5,Water,75,95,10,Physical,May lower opponent's Defense.,50,,,,,,,,,,19,1,20,0.060526
Razor Wind,Razor Wind,,,,,,,,,,,,,,,,,,,,,,1,Normal,80,100,10,Special,"Charges on first turn, attacks on second. High critical hit ratio.",,,,,,,,,,,49,1,50,0.013878
Recover,Recover,,,,,,,,,,,,,,,,,,,,,,1,Normal,,,10,Status,User recovers half its max HP.,,,,,,,,,,,69,1,70,0.014286
Recycle,Recycle,,,,,,,,,,,,,,,,,,,,,,3,Normal,,,10,Status,User's used hold item is restored.,,,,,,,,,,,110,1,111,0.006552
Reflect,Reflect,,,,,,,,,,,,,,,,,,,,,,1,Psychic,,,20,Status,Halves damage from Physical attacks for 5 turns.,,,,,,,,,,,305,1,306,0.007468
Reflect Type,Reflect Type,,,,,,,,,,,,,,,,,,,,,,5,Normal,,,15,Status,User becomes the target's type.,,,,,,,,,,,11,1,12,0.022727
Refresh,Refresh,,,,,,,,,,,,,,,,,,,,,,3,Normal,,,20,Status,"Cures paralysis, poison, and burns.",,,,,,,,,,,35,1,36,0.01746
Relic Song,Relic Song,,,,,,,,,,,,,,,,,,,,,,5,Normal,75,100,10,Special,May put the target to sleep.,10,,,,,,,,,,0,1,1,0
Rest,Rest,,,,,,,,,,,,,,,,,,,,,,1,Psychic,,,10,Status,"User sleeps for 2 turns, but user is fully healed.",,,,,,,,,,,916,1,917,0.003527
Retaliate,Retaliate,,,,,,,,,,,,,,,,,,,,,,5,Normal,70,100,5,Physical,Inflicts double damage if a teammate fainted on the last turn.,,,,,,,,,,,204,1,205,0.006767
Return,Return,,,,,,,,,,,,,,,,,,,,,,2,Normal,,100,20,Physical,Power increases with higher Friendship.,,,,,,,,,,,833,1,834,0.002959
Revelation Dance,Revelation Dance,,,,,,,,,,,,,,,,,,,,,,7,Normal,90,100,15,Special,Type changes based on Oricorio's form.,,,,,,,,,,,0,1,1,0
Revenge,Revenge,,,,,,,,,,,,,,,,,,,,,,3,Fighting,60,100,10,Physical,Power increases if user was hit first.,,,,,,,,,,,101,1,102,0.013007
Reversal,Reversal,,,,,,,,,,,,,,,,,,,,,,2,Fighting,,100,15,Physical,"The lower the user's HP, the higher the power.",,,,,,,,,,,111,1,112,0.011503
Rising Voltage,Rising Voltage,,,,,,,,,,,,,,,,,,,,,,8,Electric,70,100,20,Special,Power doubles on Electric Terrain.,,,,,,,,,,,59,1,60,0.029096
Roar,Roar,,,,,,,,,,,,,,,,,,,,,,1,Normal,,,20,Status,"In battles, the opponent switches. In the wild, the Pokémon runs.",,,,,,,,,,,209,1,210,0.007587
Roar Of Time,Roar Of Time,,,,,,,,,,,,,,,,,,,,,,4,Dragon,150,90,5,Special,User must recharge next turn.,,,,,,,,,,,2,1,3,0.333333
Rock Blast,Rock Blast,,,,,,,,,,,,,,,,,,,,,,3,Rock,25,90,10,Physical,Hits 2-5 times in one turn.,,,,,,,,,,,89,1,90,0.013608
Rock Climb,Rock Climb,,,,,,,,,,,,,,,,,,,,,,4,Normal,90,85,20,Physical,May confuse opponent.,20,,,,,,,,,,110,1,111,0.007453
Rock Polish,Rock Polish,,,,,,,,,,,,,,,,,,,,,,4,Rock,,,20,Status,Sharply raises user's Speed.,,,,,,,,,,,112,1,113,0.010825
Rock Slide,Rock Slide,,,,,,,,,,,,,,,,,,,,,,1,Rock,75,90,10,Physical,May cause flinching.,30,,,,,,,,,,435,1,436,0.005262
Rock Smash,Rock Smash,,,,,,,,,,,,,,,,,,,,,,2,Fighting,40,100,15,Physical,May lower opponent's Defense.,50,,,,,,,,,,446,1,447,0.003902
Rock Throw,Rock Throw,,,,,,,,,,,,,,,,,,,,,,1,Rock,50,90,15,Physical,,,,,,,,,,,,47,1,48,0.027039
Rock Tomb,Rock Tomb,,,,,,,,,,,,,,,,,,,,,,3,Rock,60,95,15,Physical,Lowers opponent's Speed.,100,,,,,,,,,,382,1,383,0.00408
Rock Wrecker,Rock Wrecker,,,,,,,,,,,,,,,,,,,,,,4,Rock,150,90,5,Physical,User must recharge next turn.,,,,,,,,,,,4,1,5,0.3
Role Play,Role Play,,,,,,,,,,,,,,,,,,,,,,3,Psychic,,,10,Status,User copies the opponent's Ability.,,,,,,,,,,,132,1,133,0.006949
Rolling Kick,Rolling Kick,,,,,,,,,,,,,,,,,,,,,,1,Fighting,60,85,15,Physical,May cause flinching.,30,,,,,,,,,,5,1,6,0.133333
Rollout,Rollout,,,,,,,,,,,,,,,,,,,,,,2,Rock,30,90,20,Physical,Doubles in power each turn for 5 turns.,,,,,,,,,,,175,1,176,0.005455
Roost,Roost,,,,,,,,,,,,,,,,,,,,,,4,Flying,,,10,Status,User recovers half of its max HP and loses the Flying type temporarily.,,,,,,,,,,,128,1,129,0.010417
Rototiller,Rototiller,,,,,,,,,,,,,,,,,,,,,,6,Ground,,,10,Status,Raises Attack and Special Attack of Grass-types.,100,,,,,,,,,,18,1,19,0.040936
Round,Round,,,,,,,,,,,,,,,,,,,,,,5,Normal,60,100,15,Special,Power increases if teammates use it in the same turn.,,,,,,,,,,,920,1,921,0.003595
Sacred Fire,Sacred Fire,,,,,,,,,,,,,,,,,,,,,,2,Fire,100,95,5,Physical,May burn opponent.,50,,,,,,,,,,3,1,4,0.25
Sacred Sword,Sacred Sword,,,,,,,,,,,,,,,,,,,,,,5,Fighting,90,100,15,Physical,Ignores opponent's stat changes.,,,,,,,,,,,13,1,14,0.071429
Safeguard,Safeguard,,,,,,,,,,,,,,,,,,,,,,2,Normal,,,25,Status,The user's party is protected from status conditions.,,,,,,,,,,,278,1,279,0.007272
Sand Attack,Sand Attack,,,,,,,,,,,,,,,,,,,,,,1,Ground,,100,15,Status,Lowers opponent's Accuracy.,,,,,,,,,,,101,1,102,0.01058
Sand Tomb,Sand Tomb,,,,,,,,,,,,,,,,,,,,,,3,Ground,35,85,15,Physical,"Traps opponent, damaging them for 4-5 turns.",100,,,,,,,,,,71,1,72,0.016041
Sandstorm,Sandstorm,,,,,,,,,,,,,,,,,,,,,,2,Rock,,,10,Status,Creates a sandstorm for 5 turns.,,,,,,,,,,,204,1,205,0.006576
Sappy Seed,Sappy Seed,,,,,,,,,,,,,,,,,,,,,,7,Grass,90,100,15,Physical,Drains HP from opponent each turn.,100,,,,,,,,,,0,1,1,0
Scald,Scald,,,,,,,,,,,,,,,,,,,,,,5,Water,80,100,15,Special,May burn opponent.,30,,,,,,,,,,165,1,166,0.012085
Scale Shot,Scale Shot,,,,,,,,,,,,,,,,,,,,,,8,Dragon,25,90,20,Physical,Hits 2-5 times in one turn. Boosts user's Speed but lowers its Defense.,,,,,,,,,,,60,1,61,0.018306
Scary Face,Scary Face,,,,,,,,,,,,,,,,,,,,,,2,Normal,,100,10,Status,Sharply lowers opponent's Speed.,,,,,,,,,,,174,1,175,0.012611
Scorching Sands,Scorching Sands,,,,,,,,,,,,,,,,,,,,,,8,Ground,70,100,10,Special,May burn the target.,,,,,,,,,,,68,1,69,0.023231
Scratch,Scratch,,,,,,,,,,,,,,,,,,,,,,1,Normal,40,100,35,Physical,,,,,,,,,,,,99,1,100,0.010808
Screech,Screech,,,,,,,,,,,,,,,,,,,,,,1,Normal,,85,40,Status,Sharply lowers opponent's Defense.,,,,,,,,,,,205,1,206,0.005754
Searing Shot,Searing Shot,,,,,,,,,,,,,,,,,,,,,,5,Fire,100,100,5,Special,May burn opponent.,30,,,,,,,,,,1,1,2,0.5
Searing Sunraze Smash,Searing Sunraze Smash,,,,,,,,,,,,,,,,,,,,,,7,Steel,200,,1,Physical,Solgaleo-exclusive Z-Move.,,,,,,,,,,,0,1,1,0
Secret Power,Secret Power,,,,,,,,,,,,,,,,,,,,,,3,Normal,70,100,20,Physical,Effects of the attack vary with the location.,30,,,,,,,,,,742,1,743,0.002726
Secret Sword,Secret Sword,,,,,,,,,,,,,,,,,,,,,,5,Fighting,85,100,10,Special,"Inflicts damage based on the target's Defense, not Special Defense.",,,,,,,,,,,0,1,1,0
Seed Bomb,Seed Bomb,,,,,,,,,,,,,,,,,,,,,,4,Grass,80,100,15,Physical,,,,,,,,,,,,153,1,154,0.010186
Seed Flare,Seed Flare,,,,,,,,,,,,,,,,,,,,,,4,Grass,120,85,5,Special,May lower opponent's Special Defense.,40,,,,,,,,,,0,1,1,0
Seismic Toss,Seismic Toss,,,,,,,,,,,,,,,,,,,,,,1,Fighting,,100,20,Physical,Inflicts damage equal to user's level.,,,,,,,,,,,153,1,154,0.006409
Self Destruct,Self Destruct,,,,,,,,,,,,,,,,,,,,,,1,Normal,200,100,5,Physical,User faints.,,,,,,,,,,,97,1,98,0.008837
Shadow Ball,Shadow Ball,,,,,,,,,,,,,,,,,,,,,,2,Ghost,80,100,15,Special,May lower opponent's Special Defense.,20,,,,,,,,,,338,1,339,0.007122
Shadow Bone,Shadow Bone,,,,,,,,,,,,,,,,,,,,,,7,Ghost,85,100,10,Physical,May lower opponent's Defense.,20,,,,,,,,,,2,1,3,0.333333
Shadow Claw,Shadow Claw,,,,,,,,,,,,,,,,,,,,,,4,Ghost,70,100,15,Physical,High critical hit ratio.,,,,,,,,,,,191,1,192,0.007608
Shadow Force,Shadow Force,,,,,,,,,,,,,,,,,,,,,,4,Ghost,120,100,5,Physical,"Disappears on first turn, attacks on second. Can strike through Protect/Detect.",,,,,,,,,,,2,1,3,0.333333
