#,Name,Species,Variant,Generation,Rarity,Evolves_from,Has_gender_diff,Type1,Type2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,image_url,VGC2022_rules,Monthly Usage (k),Usage Percent (%),Monthly Rank
245,Suicune,Suicune,,2,Legendary,,False,Water,,580,100,75,115,90,115,85,https://img.pokemondb.net/sprites/sword-shield/icon/suicune.png,Permitted,28,0,77
246,Larvitar,Larvitar,,2,Common,,False,Rock,Ground,300,50,64,50,45,50,41,https://img.pokemondb.net/sprites/sword-shield/icon/larvitar.png,Permitted,,,
247,Pupitar,Pupitar,,2,Common,Larvitar,False,Rock,Ground,410,70,84,70,65,70,51,https://img.pokemondb.net/sprites/sword-shield/icon/pupitar.png,Permitted,,,
248,Mega Tyranitar,Tyranitar,Mega,6,Common,Tyranitar,False,Rock,Dark,700,100,164,150,95,120,71,https://img.pokemondb.net/sprites/sword-shield/icon/tyranitar-mega.png,Banned,,,
248,Tyranitar,Tyranitar,,2,Common,Pupitar,False,Rock,Dark,600,100,134,110,95,100,61,https://img.pokemondb.net/sprites/sword-shield/icon/tyranitar.png,Permitted,24,0,118
249,Lugia,Lugia,,2,Legendary,,False,Psychic,Flying,680,106,90,130,90,154,110,https://img.pokemondb.net/sprites/sword-shield/icon/lugia.png,Restricted (players can include two Restricted Pokémon in their team),27,0,75
250,Ho-oh,Ho-oh,,2,Legendary,,False,Fire,Flying,680,106,130,90,110,154,90,https://img.pokemondb.net/sprites/sword-shield/icon/ho-oh.png,Restricted (players can include two Restricted Pokémon in their team),75,1,47
251,Celebi,Celebi,,2,Mythical,,False,Psychic,Grass,600,100,100,100,100,100,100,https://img.pokemondb.net/sprites/sword-shield/icon/celebi.png,Banned,,,
252,Treecko,Treecko,,3,Common,,False,Grass,,310,40,45,35,65,55,70,https://img.pokemondb.net/sprites/sword-shield/icon/treecko.png,Permitted,,,
253,Grovyle,Grovyle,,3,Common,Treecko,False,Grass,,405,50,65,45,85,65,95,https://img.pokemondb.net/sprites/sword-shield/icon/grovyle.png,Permitted,,,
254,Mega Sceptile,Sceptile,Mega,6,Common,Sceptile,False,Grass,Dragon,630,70,110,75,145,85,145,https://img.pokemondb.net/sprites/sword-shield/icon/sceptile-mega.png,Banned,,,
254,Sceptile,Sceptile,,3,Common,Grovyle,False,Grass,,530,70,85,65,105,85,120,https://img.pokemondb.net/sprites/sword-shield/icon/sceptile.png,Permitted,5,0,146
255,Torchic,Torchic,,3,Common,,True,Fire,,310,45,60,40,70,50,45,https://img.pokemondb.net/sprites/sword-shield/icon/torchic.png,Permitted,,,
256,Combusken,Combusken,,3,Common,Torchic,True,Fire,Fighting,405,60,85,60,85,60,55,https://img.pokemondb.net/sprites/sword-shield/icon/combusken.png,Permitted,,,
257,Blaziken,Blaziken,,3,Common,Combusken,True,Fire,Fighting,530,80,120,70,110,70,80,https://img.pokemondb.net/sprites/sword-shield/icon/blaziken.png,Permitted,6,0,225
257,Mega Blaziken,Blaziken,Mega,6,Common,Blaziken,True,Fire,Fighting,630,80,160,80,130,80,100,https://img.pokemondb.net/sprites/sword-shield/icon/blaziken-mega.png,Banned,,,
258,Mudkip,Mudkip,,3,Common,,False,Water,,310,50,70,50,50,50,40,https://img.pokemondb.net/sprites/sword-shield/icon/mudkip.png,Permitted,,,
259,Marshtomp,Marshtomp,,3,Common,Mudkip,False,Water,Ground,405,70,85,70,60,70,50,https://img.pokemondb.net/sprites/sword-shield/icon/marshtomp.png,Permitted,,,
260,Mega Swampert,Swampert,Mega,6,Common,Swampert,False,Water,Ground,635,100,150,110,95,110,70,https://img.pokemondb.net/sprites/sword-shield/icon/swampert-mega.png,Banned,,,
260,Swampert,Swampert,,3,Common,Marshtomp,False,Water,Ground,535,100,110,90,85,90,60,https://img.pokemondb.net/sprites/sword-shield/icon/swampert.png,Permitted,7,0,114
261,Poochyena,Poochyena,,3,Common,,False,Dark,,220,35,55,35,30,30,35,https://img.pokemondb.net/sprites/sword-shield/icon/poochyena.png,,,,
262,Mightyena,Mightyena,,3,Common,Poochyena,False,Dark,,420,70,90,70,60,60,70,https://img.pokemondb.net/sprites/sword-shield/icon/mightyena.png,,,,
263,Zigzagoon,Zigzagoon,,3,Common,,False,Normal,,240,38,30,41,30,41,60,https://img.pokemondb.net/sprites/sword-shield/icon/zigzagoon.png,,,,
263,Galarian Zigzagoon,Zigzagoon,Galarian,8,Common,,False,Dark,Normal,240,38,30,41,30,41,60,https://img.pokemondb.net/sprites/sword-shield/icon/zigzagoon-galarian.png,Permitted,,,
264,Linoone,Linoone,,3,Common,Zigzagoon,False,Normal,,420,78,70,61,50,61,100,https://img.pokemondb.net/sprites/sword-shield/icon/linoone.png,Permitted,,,
264,Galarian Linoone,Linoone,Galarian,8,Common,Zigzagoon,False,Dark,Normal,420,78,70,61,50,61,100,https://img.pokemondb.net/sprites/sword-shield/icon/linoone-galarian.png,Permitted,,,
265,Wurmple,Wurmple,,3,Common,,False,Bug,,195,45,45,35,20,30,20,https://img.pokemondb.net/sprites/sword-shield/icon/wurmple.png,,,,
266,Silcoon,Silcoon,,3,Common,Wurmple,False,Bug,,205,50,35,55,25,25,15,https://img.pokemondb.net/sprites/sword-shield/icon/silcoon.png,,,,
267,Beautifly,Beautifly,,3,Common,Silcoon,True,Bug,Flying,395,60,70,50,100,50,65,https://img.pokemondb.net/sprites/sword-shield/icon/beautifly.png,,,,
268,Cascoon,Cascoon,,3,Common,Wurmple,False,Bug,,205,50,35,55,25,25,15,https://img.pokemondb.net/sprites/sword-shield/icon/cascoon.png,,,,
269,Dustox,Dustox,,3,Common,Cascoon,True,Bug,Poison,385,60,50,70,50,90,65,https://img.pokemondb.net/sprites/sword-shield/icon/dustox.png,,,,
270,Lotad,Lotad,,3,Common,,False,Water,Grass,220,40,30,30,40,50,30,https://img.pokemondb.net/sprites/sword-shield/icon/lotad.png,Permitted,,,
271,Lombre,Lombre,,3,Common,Lotad,False,Water,Grass,340,60,50,50,60,70,50,https://img.pokemondb.net/sprites/sword-shield/icon/lombre.png,Permitted,,,
272,Ludicolo,Ludicolo,,3,Common,Lombre,True,Water,Grass,480,80,70,70,90,100,70,https://img.pokemondb.net/sprites/sword-shield/icon/ludicolo.png,Permitted,16,0,112
273,Seedot,Seedot,,3,Common,,False,Grass,,220,40,40,50,30,30,30,https://img.pokemondb.net/sprites/sword-shield/icon/seedot.png,Permitted,,,
274,Nuzleaf,Nuzleaf,,3,Common,Seedot,True,Grass,Dark,340,70,70,40,60,40,60,https://img.pokemondb.net/sprites/sword-shield/icon/nuzleaf.png,Permitted,,,
275,Shiftry,Shiftry,,3,Common,Nuzleaf,True,Grass,Dark,480,90,100,60,90,60,80,https://img.pokemondb.net/sprites/sword-shield/icon/shiftry.png,Permitted,3,0,142
276,Taillow,Taillow,,3,Common,,False,Normal,Flying,270,40,55,30,30,30,85,https://img.pokemondb.net/sprites/sword-shield/icon/taillow.png,,,,
277,Swellow,Swellow,,3,Common,Taillow,False,Normal,Flying,455,60,85,60,75,50,125,https://img.pokemondb.net/sprites/sword-shield/icon/swellow.png,,,,
278,Wingull,Wingull,,3,Common,,False,Water,Flying,270,40,30,30,55,30,85,https://img.pokemondb.net/sprites/sword-shield/icon/wingull.png,Permitted,,,
279,Pelipper,Pelipper,,3,Common,Wingull,False,Water,Flying,440,60,50,100,95,70,65,https://img.pokemondb.net/sprites/sword-shield/icon/pelipper.png,Permitted,8,0,126
280,Ralts,Ralts,,3,Common,,False,Psychic,Fairy,198,28,25,25,45,35,40,https://img.pokemondb.net/sprites/sword-shield/icon/ralts.png,Permitted,,,
281,Kirlia,Kirlia,,3,Common,Ralts,False,Psychic,Fairy,278,38,35,35,65,55,50,https://img.pokemondb.net/sprites/sword-shield/icon/kirlia.png,Permitted,,,
282,Gardevoir,Gardevoir,,3,Common,Kirlia,False,Psychic,Fairy,518,68,65,65,125,115,80,https://img.pokemondb.net/sprites/sword-shield/icon/gardevoir.png,Permitted,-,-,-
282,Mega Gardevoir,Gardevoir,Mega,6,Common,Gardevoir,False,Psychic,Fairy,618,68,85,65,165,135,100,https://img.pokemondb.net/sprites/sword-shield/icon/gardevoir-mega.png,Banned,,,
283,Surskit,Surskit,,3,Common,,False,Bug,Water,269,40,30,32,50,52,65,https://img.pokemondb.net/sprites/sword-shield/icon/surskit.png,,,,
284,Masquerain,Masquerain,,3,Common,Surskit,False,Bug,Flying,454,70,60,62,100,82,80,https://img.pokemondb.net/sprites/sword-shield/icon/masquerain.png,,,,
285,Shroomish,Shroomish,,3,Common,,False,Grass,,295,60,40,60,40,60,35,https://img.pokemondb.net/sprites/sword-shield/icon/shroomish.png,,,,
286,Breloom,Breloom,,3,Common,Shroomish,False,Grass,Fighting,460,60,130,80,60,60,70,https://img.pokemondb.net/sprites/sword-shield/icon/breloom.png,,,,
287,Slakoth,Slakoth,,3,Common,,False,Normal,,280,60,60,60,35,35,30,https://img.pokemondb.net/sprites/sword-shield/icon/slakoth.png,,,,
288,Vigoroth,Vigoroth,,3,Common,Slakoth,False,Normal,,440,80,80,80,55,55,90,https://img.pokemondb.net/sprites/sword-shield/icon/vigoroth.png,,,,
289,Slaking,Slaking,,3,Common,Vigoroth,False,Normal,,670,150,160,100,95,65,100,https://img.pokemondb.net/sprites/sword-shield/icon/slaking.png,,,,
290,Nincada,Nincada,,3,Common,,False,Bug,Ground,266,31,45,90,30,30,40,https://img.pokemondb.net/sprites/sword-shield/icon/nincada.png,Permitted,,,
291,Ninjask,Ninjask,,3,Common,Nincada,False,Bug,Flying,456,61,90,45,50,50,160,https://img.pokemondb.net/sprites/sword-shield/icon/ninjask.png,Permitted,-,-,-
292,Shedinja,Shedinja,,3,Common,Nincada,False,Bug,Ghost,236,1,90,45,30,30,40,https://img.pokemondb.net/sprites/sword-shield/icon/shedinja.png,Permitted,42,4,30
293,Whismur,Whismur,,3,Common,,False,Normal,,240,64,51,23,51,23,28,https://img.pokemondb.net/sprites/sword-shield/icon/whismur.png,Permitted,,,
294,Loudred,Loudred,,3,Common,Whismur,False,Normal,,360,84,71,43,71,43,48,https://img.pokemondb.net/sprites/sword-shield/icon/loudred.png,Permitted,,,
295,Exploud,Exploud,,3,Common,Loudred,False,Normal,,490,104,91,63,91,73,68,https://img.pokemondb.net/sprites/sword-shield/icon/exploud.png,Permitted,-,-,-
296,Makuhita,Makuhita,,3,Common,,False,Fighting,,237,72,60,30,20,30,25,https://img.pokemondb.net/sprites/sword-shield/icon/makuhita.png,,,,
297,Hariyama,Hariyama,,3,Common,Makuhita,False,Fighting,,474,144,120,60,40,60,50,https://img.pokemondb.net/sprites/sword-shield/icon/hariyama.png,,,,
298,Azurill,Azurill,,3,Baby,,False,Normal,Fairy,190,50,20,40,20,40,20,https://img.pokemondb.net/sprites/sword-shield/icon/azurill.png,Permitted,,,
299,Nosepass,Nosepass,,3,Common,,False,Rock,,375,30,45,135,45,90,30,https://img.pokemondb.net/sprites/sword-shield/icon/nosepass.png,,,,
300,Skitty,Skitty,,3,Common,,False,Normal,,260,50,45,45,35,35,50,https://img.pokemondb.net/sprites/sword-shield/icon/skitty.png,,,,
301,Delcatty,Delcatty,,3,Common,Skitty,False,Normal,,400,70,65,65,55,55,90,https://img.pokemondb.net/sprites/sword-shield/icon/delcatty.png,,,,
302,Mega Sableye,Sableye,Mega,6,Common,Sableye,False,Dark,Ghost,480,50,85,125,85,115,20,https://img.pokemondb.net/sprites/sword-shield/icon/sableye-mega.png,Banned,,,
302,Sableye,Sableye,,3,Common,,False,Dark,Ghost,380,50,75,75,65,65,50,https://img.pokemondb.net/sprites/sword-shield/icon/sableye.png,Permitted,47,2,41
303,Mawile,Mawile,,3,Common,,False,Steel,Fairy,380,50,85,85,55,55,50,https://img.pokemondb.net/sprites/sword-shield/icon/mawile.png,Permitted,,,
303,Mega Mawile,Mawile,Mega,6,Common,Mawile,False,Steel,Fairy,480,50,105,125,55,95,50,https://img.pokemondb.net/sprites/sword-shield/icon/mawile-mega.png,Banned,,,
304,Aron,Aron,,3,Common,,False,Steel,Rock,330,50,70,100,40,40,30,https://img.pokemondb.net/sprites/sword-shield/icon/aron.png,Permitted,,,
305,Lairon,Lairon,,3,Common,Aron,False,Steel,Rock,430,60,90,140,50,50,40,https://img.pokemondb.net/sprites/sword-shield/icon/lairon.png,Permitted,,,
306,Aggron,Aggron,,3,Common,Lairon,False,Steel,Rock,530,70,110,180,60,60,50,https://img.pokemondb.net/sprites/sword-shield/icon/aggron.png,Permitted,,,
306,Mega Aggron,Aggron,Mega,6,Common,Aggron,False,Steel,,630,70,140,230,60,80,50,https://img.pokemondb.net/sprites/sword-shield/icon/aggron-mega.png,Banned,,,
307,Meditite,Meditite,,3,Common,,True,Fighting,Psychic,280,30,40,55,40,55,60,https://img.pokemondb.net/sprites/sword-shield/icon/meditite.png,,,,
308,Medicham,Medicham,,3,Common,Meditite,True,Fighting,Psychic,410,60,60,75,60,75,80,https://img.pokemondb.net/sprites/sword-shield/icon/medicham.png,,,,
308,Mega Medicham,Medicham,Mega,6,Common,Medicham,True,Fighting,Psychic,510,60,100,85,80,85,100,https://img.pokemondb.net/sprites/sword-shield/icon/medicham-mega.png,Banned,,,
309,Electrike,Electrike,,3,Common,,False,Electric,,295,40,45,40,65,40,65,https://img.pokemondb.net/sprites/sword-shield/icon/electrike.png,Permitted,,,
310,Manectric,Manectric,,3,Common,Electrike,False,Electric,,475,70,75,60,105,60,105,https://img.pokemondb.net/sprites/sword-shield/icon/manectric.png,Permitted,3,0,216
310,Mega Manectric,Manectric,Mega,6,Common,Manectric,False,Electric,,575,70,75,80,135,80,135,https://img.pokemondb.net/sprites/sword-shield/icon/manectric-mega.png,Banned,,,
311,Plusle,Plusle,,3,Common,,False,Electric,,405,60,50,40,85,75,95,https://img.pokemondb.net/sprites/sword-shield/icon/plusle.png,,,,
312,Minun,Minun,,3,Common,,False,Electric,,405,60,40,50,75,85,95,https://img.pokemondb.net/sprites/sword-shield/icon/minun.png,,,,
313,Volbeat,Volbeat,,3,Common,,False,Bug,,430,65,73,75,47,85,85,https://img.pokemondb.net/sprites/sword-shield/icon/volbeat.png,,,,
314,Illumise,Illumise,,3,Common,,False,Bug,,430,65,47,75,73,85,85,https://img.pokemondb.net/sprites/sword-shield/icon/illumise.png,,,,
315,Roselia,Roselia,,3,Common,Budew,True,Grass,Poison,400,50,60,45,100,80,65,https://img.pokemondb.net/sprites/sword-shield/icon/roselia.png,Permitted,,,
316,Gulpin,Gulpin,,3,Common,,True,Poison,,302,70,43,53,43,53,40,https://img.pokemondb.net/sprites/sword-shield/icon/gulpin.png,,,,
317,Swalot,Swalot,,3,Common,Gulpin,True,Poison,,467,100,73,83,73,83,55,https://img.pokemondb.net/sprites/sword-shield/icon/swalot.png,,,,
318,Carvanha,Carvanha,,3,Common,,False,Water,Dark,305,45,90,20,65,20,65,https://img.pokemondb.net/sprites/sword-shield/icon/carvanha.png,Permitted,,,
319,Mega Sharpedo,Sharpedo,Mega,6,Common,Sharpedo,False,Water,Dark,560,70,140,70,110,65,105,https://img.pokemondb.net/sprites/sword-shield/icon/sharpedo-mega.png,Banned,,,
319,Sharpedo,Sharpedo,,3,Common,Carvanha,False,Water,Dark,460,70,120,40,95,40,95,https://img.pokemondb.net/sprites/sword-shield/icon/sharpedo.png,Permitted,-,-,-
320,Wailmer,Wailmer,,3,Common,,False,Water,,400,130,70,35,70,35,60,https://img.pokemondb.net/sprites/sword-shield/icon/wailmer.png,Permitted,,,
321,Wailord,Wailord,,3,Common,Wailmer,False,Water,,500,170,90,45,90,45,60,https://img.pokemondb.net/sprites/sword-shield/icon/wailord.png,Permitted,,,
322,Numel,Numel,,3,Common,,True,Fire,Ground,305,60,60,40,65,45,35,https://img.pokemondb.net/sprites/sword-shield/icon/numel.png,,,,
323,Camerupt,Camerupt,,3,Common,Numel,True,Fire,Ground,460,70,100,70,105,75,40,https://img.pokemondb.net/sprites/sword-shield/icon/camerupt.png,,,,
323,Mega Camerupt,Camerupt,Mega,6,Common,Camerupt,True,Fire,Ground,560,70,120,100,145,105,20,https://img.pokemondb.net/sprites/sword-shield/icon/camerupt-mega.png,Banned,,,
324,Torkoal,Torkoal,,3,Common,,False,Fire,,470,70,85,140,85,70,20,https://img.pokemondb.net/sprites/sword-shield/icon/torkoal.png,Permitted,63,3,33
325,Spoink,Spoink,,3,Common,,False,Psychic,,330,60,25,35,70,80,60,https://img.pokemondb.net/sprites/sword-shield/icon/spoink.png,,,,
326,Grumpig,Grumpig,,3,Common,Spoink,False,Psychic,,470,80,45,65,90,110,80,https://img.pokemondb.net/sprites/sword-shield/icon/grumpig.png,,,,
327,Spinda,Spinda,,3,Common,,False,Normal,,360,60,60,60,60,60,60,https://img.pokemondb.net/sprites/sword-shield/icon/spinda.png,,,,
328,Trapinch,Trapinch,,3,Common,,False,Ground,,290,45,100,45,45,45,10,https://img.pokemondb.net/sprites/sword-shield/icon/trapinch.png,Permitted,,,
329,Vibrava,Vibrava,,3,Common,Trapinch,False,Ground,Dragon,340,50,70,50,50,50,70,https://img.pokemondb.net/sprites/sword-shield/icon/vibrava.png,Permitted,,,
330,Flygon,Flygon,,3,Common,Vibrava,False,Ground,Dragon,520,80,100,80,80,80,100,https://img.pokemondb.net/sprites/sword-shield/icon/flygon.png,Permitted,-,-,-
331,Cacnea,Cacnea,,3,Common,,False,Grass,,335,50,85,40,85,40,35,https://img.pokemondb.net/sprites/sword-shield/icon/cacnea.png,,,,
332,Cacturne,Cacturne,,3,Common,Cacnea,True,Grass,Dark,475,70,115,60,115,60,55,https://img.pokemondb.net/sprites/sword-shield/icon/cacturne.png,,,,
333,Swablu,Swablu,,3,Common,,False,Normal,Flying,310,45,40,60,40,75,50,https://img.pokemondb.net/sprites/sword-shield/icon/swablu.png,Permitted,,,
334,Altaria,Altaria,,3,Common,Swablu,False,Dragon,Flying,490,75,70,90,70,105,80,https://img.pokemondb.net/sprites/sword-shield/icon/altaria.png,Permitted,3,0,157
334,Mega Altaria,Altaria,Mega,6,Common,Altaria,False,Dragon,Fairy,590,75,110,110,110,105,80,https://img.pokemondb.net/sprites/sword-shield/icon/altaria-mega.png,Banned,,,
335,Zangoose,Zangoose,,3,Common,,False,Normal,,458,73,115,60,60,60,90,https://img.pokemondb.net/sprites/sword-shield/icon/zangoose.png,,,,
336,Seviper,Seviper,,3,Common,,False,Poison,,458,73,100,60,100,60,65,https://img.pokemondb.net/sprites/sword-shield/icon/seviper.png,,,,
337,Lunatone,Lunatone,,3,Common,,False,Rock,Psychic,460,90,55,65,95,85,70,https://img.pokemondb.net/sprites/sword-shield/icon/lunatone.png,Permitted,,,
338,Solrock,Solrock,,3,Common,,False,Rock,Psychic,460,90,95,85,55,65,70,https://img.pokemondb.net/sprites/sword-shield/icon/solrock.png,Permitted,,,
339,Barboach,Barboach,,3,Common,,False,Water,Ground,288,50,48,43,46,41,60,https://img.pokemondb.net/sprites/sword-shield/icon/barboach.png,Permitted,,,
340,Whiscash,Whiscash,,3,Common,Barboach,False,Water,Ground,468,110,78,73,76,71,60,https://img.pokemondb.net/sprites/sword-shield/icon/whiscash.png,Permitted,,,
341,Corphish,Corphish,,3,Common,,False,Water,,308,43,80,65,50,35,35,https://img.pokemondb.net/sprites/sword-shield/icon/corphish.png,Permitted,,,
342,Crawdaunt,Crawdaunt,,3,Common,Corphish,False,Water,Dark,468,63,120,85,90,55,55,https://img.pokemondb.net/sprites/sword-shield/icon/crawdaunt.png,Permitted,-,-,-
343,Baltoy,Baltoy,,3,Common,,False,Ground,Psychic,300,40,40,55,40,70,55,https://img.pokemondb.net/sprites/sword-shield/icon/baltoy.png,Permitted,,,
344,Claydol,Claydol,,3,Common,Baltoy,False,Ground,Psychic,500,60,70,105,70,120,75,https://img.pokemondb.net/sprites/sword-shield/icon/claydol.png,Permitted,-,-,-
345,Lileep,Lileep,,3,Common,,False,Rock,Grass,355,66,41,77,61,87,23,https://img.pokemondb.net/sprites/sword-shield/icon/lileep.png,Permitted,,,
346,Cradily,Cradily,,3,Common,Lileep,False,Rock,Grass,495,86,81,97,81,107,43,https://img.pokemondb.net/sprites/sword-shield/icon/cradily.png,Permitted,11,0,169
347,Anorith,Anorith,,3,Common,,False,Rock,Bug,355,45,95,50,40,50,75,https://img.pokemondb.net/sprites/sword-shield/icon/anorith.png,Permitted,,,
348,Armaldo,Armaldo,,3,Common,Anorith,False,Rock,Bug,495,75,125,100,70,80,45,https://img.pokemondb.net/sprites/sword-shield/icon/armaldo.png,Permitted,,,
349,Feebas,Feebas,,3,Common,,False,Water,,200,20,15,20,10,55,80,https://img.pokemondb.net/sprites/sword-shield/icon/feebas.png,Permitted,,,
350,Milotic,Milotic,,3,Common,Feebas,True,Water,,540,95,60,79,100,125,81,https://img.pokemondb.net/sprites/sword-shield/icon/milotic.png,Permitted,30,0,102
351,Castform,Castform,,3,Common,,False,Normal,,420,70,70,70,70,70,70,https://img.pokemondb.net/sprites/sword-shield/icon/castform.png,,,,
351,Castform Sunny Form,Castform,Sunny Form,3,Common,,False,Fire,,420,70,70,70,70,70,70,https://img.pokemondb.net/sprites/sword-shield/icon/castform-sunny.png,,,,
351,Castform Rainy Form,Castform,Rainy Form,3,Common,,False,Water,,420,70,70,70,70,70,70,https://img.pokemondb.net/sprites/sword-shield/icon/castform-rainy.png,,,,
351,Castform Snowy Form,Castform,Snowy Form,3,Common,,False,Ice,,420,70,70,70,70,70,70,https://img.pokemondb.net/sprites/sword-shield/icon/castform-snowy.png,,,,
352,Kecleon,Kecleon,,3,Common,,False,Normal,,440,60,90,70,60,120,40,https://img.pokemondb.net/sprites/sword-shield/icon/kecleon.png,,,,
353,Shuppet,Shuppet,,3,Common,,False,Ghost,,295,44,75,35,63,33,45,https://img.pokemondb.net/sprites/sword-shield/icon/shuppet.png,,,,
354,Mega Banette,Banette,Mega,6,Common,Banette,False,Ghost,,555,64,165,75,93,83,75,https://img.pokemondb.net/sprites/sword-shield/icon/banette-mega.png,Banned,,,
354,Banette,Banette,,3,Common,Shuppet,False,Ghost,,455,64,115,65,83,63,65,https://img.pokemondb.net/sprites/sword-shield/icon/banette.png,,,,
355,Duskull,Duskull,,3,Common,,False,Ghost,,295,20,40,90,30,90,25,https://img.pokemondb.net/sprites/sword-shield/icon/duskull.png,Permitted,,,
356,Dusclops,Dusclops,,3,Common,Duskull,False,Ghost,,455,40,70,130,60,130,25,https://img.pokemondb.net/sprites/sword-shield/icon/dusclops.png,Permitted,88,4,32
357,Tropius,Tropius,,3,Common,,False,Grass,Flying,460,99,68,83,72,87,51,https://img.pokemondb.net/sprites/sword-shield/icon/tropius.png,,,,
358,Chimecho,Chimecho,,3,Common,Chingling,False,Psychic,,455,75,50,80,95,90,65,https://img.pokemondb.net/sprites/sword-shield/icon/chimecho.png,,,,
359,Absol,Absol,,3,Common,,False,Dark,,465,65,130,60,75,60,75,https://img.pokemondb.net/sprites/sword-shield/icon/absol.png,Permitted,,,
359,Mega Absol,Absol,Mega,6,Common,Absol,False,Dark,,565,65,150,60,115,60,115,https://img.pokemondb.net/sprites/sword-shield/icon/absol-mega.png,Banned,,,
360,Wynaut,Wynaut,,3,Baby,,False,Psychic,,260,95,23,48,23,48,23,https://img.pokemondb.net/sprites/sword-shield/icon/wynaut.png,Permitted,,,
361,Snorunt,Snorunt,,3,Common,,False,Ice,,300,50,50,50,50,50,50,https://img.pokemondb.net/sprites/sword-shield/icon/snorunt.png,Permitted,,,
362,Mega Glalie,Glalie,Mega,6,Common,Glalie,False,Ice,,580,80,120,80,120,80,100,https://img.pokemondb.net/sprites/sword-shield/icon/glalie-mega.png,Banned,,,
362,Glalie,Glalie,,3,Common,Snorunt,False,Ice,,480,80,80,80,80,80,80,https://img.pokemondb.net/sprites/sword-shield/icon/glalie.png,Permitted,,,
363,Spheal,Spheal,,3,Common,,False,Ice,Water,290,70,40,50,55,50,25,https://img.pokemondb.net/sprites/sword-shield/icon/spheal.png,Permitted,,,
364,Sealeo,Sealeo,,3,Common,Spheal,False,Ice,Water,410,90,60,70,75,70,45,https://img.pokemondb.net/sprites/sword-shield/icon/sealeo.png,Permitted,,,
365,Walrein,Walrein,,3,Common,Sealeo,False,Ice,Water,530,110,80,90,95,90,65,https://img.pokemondb.net/sprites/sword-shield/icon/walrein.png,Permitted,,,
366,Clamperl,Clamperl,,3,Common,,False,Water,,345,35,64,85,74,55,32,https://img.pokemondb.net/sprites/sword-shield/icon/clamperl.png,,,,
367,Huntail,Huntail,,3,Common,Clamperl,False,Water,,485,55,104,105,94,75,52,https://img.pokemondb.net/sprites/sword-shield/icon/huntail.png,,,,
368,Gorebyss,Gorebyss,,3,Common,Clamperl,False,Water,,485,55,84,105,114,75,52,https://img.pokemondb.net/sprites/sword-shield/icon/gorebyss.png,,,,
369,Relicanth,Relicanth,,3,Common,,True,Water,Rock,485,100,90,130,45,65,55,https://img.pokemondb.net/sprites/sword-shield/icon/relicanth.png,Permitted,,,
370,Luvdisc,Luvdisc,,3,Common,,False,Water,,330,43,30,55,40,65,97,https://img.pokemondb.net/sprites/sword-shield/icon/luvdisc.png,,,,
371,Bagon,Bagon,,3,Common,,False,Dragon,,300,45,75,60,40,30,50,https://img.pokemondb.net/sprites/sword-shield/icon/bagon.png,Permitted,,,
372,Shelgon,Shelgon,,3,Common,Bagon,False,Dragon,,420,65,95,100,60,50,50,https://img.pokemondb.net/sprites/sword-shield/icon/shelgon.png,Permitted,,,
373,Mega Salamence,Salamence,Mega,6,Common,Salamence,False,Dragon,Flying,700,95,145,130,120,90,120,https://img.pokemondb.net/sprites/sword-shield/icon/salamence-mega.png,Banned,,,
373,Salamence,Salamence,,3,Common,Shelgon,False,Dragon,Flying,600,95,135,80,110,80,100,https://img.pokemondb.net/sprites/sword-shield/icon/salamence.png,Permitted,8,0,106
374,Beldum,Beldum,,3,Common,,False,Steel,Psychic,300,40,55,80,35,60,30,https://img.pokemondb.net/sprites/sword-shield/icon/beldum.png,Permitted,,,
375,Metang,Metang,,3,Common,Beldum,False,Steel,Psychic,420,60,75,100,55,80,50,https://img.pokemondb.net/sprites/sword-shield/icon/metang.png,Permitted,,,
376,Mega Metagross,Metagross,Mega,6,Common,Metagross,False,Steel,Psychic,700,80,145,150,105,110,110,https://img.pokemondb.net/sprites/sword-shield/icon/metagross-mega.png,Banned,,,
376,Metagross,Metagross,,3,Common,Metang,False,Steel,Psychic,600,80,135,130,95,90,70,https://img.pokemondb.net/sprites/sword-shield/icon/metagross.png,Permitted,27,1,68
377,Regirock,Regirock,,3,Legendary,,False,Rock,,580,80,100,200,50,100,50,https://img.pokemondb.net/sprites/sword-shield/icon/regirock.png,Permitted,,,
378,Regice,Regice,,3,Legendary,,False,Ice,,580,80,50,100,100,200,50,https://img.pokemondb.net/sprites/sword-shield/icon/regice.png,Permitted,,,
379,Registeel,Registeel,,3,Legendary,,False,Steel,,580,80,75,150,75,150,50,https://img.pokemondb.net/sprites/sword-shield/icon/registeel.png,Permitted,3,0,183
380,Mega Latias,Latias,Mega,6,Legendary,Latias,False,Dragon,Psychic,700,80,100,120,140,150,110,https://img.pokemondb.net/sprites/sword-shield/icon/latias-mega.png,Banned,,,
380,Latias,Latias,,3,Legendary,,False,Dragon,Psychic,600,80,80,90,110,130,110,https://img.pokemondb.net/sprites/sword-shield/icon/latias.png,Permitted,6,0,165
381,Latios,Latios,,3,Legendary,,False,Dragon,Psychic,600,80,90,80,130,110,110,https://img.pokemondb.net/sprites/sword-shield/icon/latios.png,Permitted,,,
381,Mega Latios,Latios,Mega,6,Legendary,Latios,False,Dragon,Psychic,700,80,130,100,160,120,110,https://img.pokemondb.net/sprites/sword-shield/icon/latios-mega.png,Banned,,,
