Move,Use_Percentage (%),Pokemon,Name
Energy Ball,11.243%,Celesteela,Energy Ball
Energy Ball,34.295%,Ludicolo,Energy Ball
Energy Ball,14.182%,Primarina,Energy Ball
Energy Ball,10.810%,Chandelure,Energy Ball
Energy Ball,9.565%,Sceptile,Energy Ball
Energy Ball,24.574%,Cherrim,Energy Ball
Energy Ball,82.448%,Exeggutor,Energy Ball
Energy Ball,8.132%,Latias,Energy Ball
Energy Ball,40.742%,Cradily,Energy Ball
Energy Ball,31.880%,Abomasnow,Energy Ball
Energy Ball,51.566%,Vikavolt,Energy Ball
Energy Ball,8.593%,Cresselia,Energy Ball
Energy Ball,49.345%,Xurkitree,Energy Ball
Energy Ball,27.188%,Gengar,Energy Ball
Energy Ball,48.861%,Palossand,Energy Ball
Energy Ball,39.051%,Drampa,Energy Ball
Energy Ball,12.871%,Lilligant,Energy Ball
Energy Ball,6.404%,Virizion,Energy Ball
Energy Ball,10.686%,Alakazam,Energy Ball
Energy Ball,3.159%,Ninetales,Energy Ball
Energy Ball,39.791%,Shiinotic,Energy Ball
Energy Ball,42.136%,Vileplume,Energy Ball
Energy Ball,11.911%,Reuniclus,Energy Ball
Energy Ball,3.868%,Sigilyph,Energy Ball
Energy Ball,16.411%,Galvantula,Energy Ball
Energy Ball,9.454%,Maractus,Energy Ball
Energy Ball,15.806%,Orbeetle,Energy Ball
Energy Ball,90.038%,Beheeyem,Energy Ball
Speed Swap,5.031%,Calyrex Shadow Rider,Speed Swap
Speed Swap,17.598%,Bronzong,Speed Swap
Speed Swap,44.941%,Pheromosa,Speed Swap
Speed Swap,11.351%,Alolan Raichu,Speed Swap
Speed Swap,14.679%,Alakazam,Speed Swap
Speed Swap,82.033%,Ribombee,Speed Swap
Imprison,4.292%,Calyrex Shadow Rider,Imprison
Imprison,78.776%,Indeedee Male,Imprison
Imprison,61.233%,Chandelure,Imprison
Imprison,5.103%,Runerigus,Imprison
Imprison,26.181%,Alakazam,Imprison
Imprison,10.982%,Gallade,Imprison
Imprison,56.075%,Gourgeist Small Size,Imprison
Imprison,2.375%,Galarian Slowbro,Imprison
Imprison,17.167%,Gourgeist Super Size,Imprison
Imprison,72.714%,Claydol,Imprison
Imprison,83.492%,Gardevoir,Imprison
Imprison,82.149%,Sigilyph,Imprison
Imprison,6.387%,Decidueye,Imprison
Imprison,70.952%,Orbeetle,Imprison
Imprison,99.986%,Gourgeist Large Size,Imprison
Fly,71.796%,Thundurus Incarnate Forme,Fly
Fly,90.761%,Landorus Therian Forme,Fly
Fly,69.188%,Dragapult,Fly
Fly,79.577%,Landorus Incarnate Forme,Fly
Fly,53.503%,Thundurus Therian Forme,Fly
Fly,73.574%,Flapple,Fly
Brick Break,43.333%,Thundurus Incarnate Forme,Brick Break
Brick Break,11.325%,Barraskewda,Brick Break
Brick Break,18.977%,Metagross,Brick Break
Brick Break,19.779%,Hitmontop,Brick Break
Brick Break,12.437%,Galarian Zapdos,Brick Break
Brick Break,9.178%,Alolan Marowak,Brick Break
Brick Break,23.397%,Kingler,Brick Break
Brick Break,9.384%,Garchomp,Brick Break
Brick Break,33.477%,Excadrill,Brick Break
Brick Break,85.023%,Toxicroak,Brick Break
Brick Break,11.856%,Riolu,Brick Break
Brick Break,40.760%,Darmanitan Standard Mode,Brick Break
Brick Break,12.060%,Obstagoon,Brick Break
Brick Break,22.399%,Scrafty,Brick Break
Brick Break,29.947%,Hawlucha,Brick Break
Brick Break,5.075%,Miltank,Brick Break
Brick Break,11.859%,Crawdaunt,Brick Break
Brick Break,22.150%,Dusknoir,Brick Break
Brick Break,30.089%,Drapion,Brick Break
Brick Break,6.829%,Marowak,Brick Break
Brick Break,5.937%,Bewear,Brick Break
Brick Break,35.236%,Scyther,Brick Break
Brick Break,31.389%,Sandslash,Brick Break
Eerie Impulse,24.899%,Thundurus Incarnate Forme,Eerie Impulse
Eerie Impulse,34.166%,Porygon2,Eerie Impulse
Eerie Impulse,19.148%,Zapdos,Eerie Impulse
Eerie Impulse,12.494%,Raichu,Eerie Impulse
Eerie Impulse,17.358%,Wash Rotom,Eerie Impulse
Eerie Impulse,29.587%,Raikou,Eerie Impulse
Eerie Impulse,11.179%,Emolga,Eerie Impulse
Eerie Impulse,84.456%,Charjabug,Eerie Impulse
Eerie Impulse,13.650%,Dedenne,Eerie Impulse
Superpower,18.700%,Thundurus Incarnate Forme,Superpower
Superpower,49.018%,Darmanitan Galarian Standard Mode,Superpower
Superpower,5.114%,Snorlax,Superpower
Superpower,86.111%,Scizor,Superpower
Superpower,17.602%,Tyranitar,Superpower
Superpower,46.658%,Gigalith,Superpower
Superpower,99.995%,Lurantis,Superpower
Superpower,15.490%,Dragonite,Superpower
Superpower,10.719%,Kabutops,Superpower
Superpower,4.833%,Rhyperior,Superpower
Superpower,31.615%,Durant,Superpower
Superpower,27.442%,Goodra,Superpower
Superpower,52.894%,Beartic,Superpower
Superpower,10.187%,Copperajah,Superpower
Superpower,99.825%,Malamar,Superpower
Superpower,19.787%,Stoutland,Superpower
Superpower,9.104%,Flygon,Superpower
Superpower,92.253%,Druddigon,Superpower
Superpower,95.825%,Flareon,Superpower
Superpower,18.661%,Scolipede,Superpower
Crunch,12.792%,Thundurus Incarnate Forme,Crunch
Crunch,51.432%,Entei,Crunch
Crunch,34.666%,Barraskewda,Crunch
Crunch,50.063%,Dracovish,Crunch
Crunch,4.787%,Zekrom,Crunch
Crunch,4.810%,Salamence,Crunch
Crunch,41.823%,Tyranitar,Crunch
Crunch,16.509%,Gyarados,Crunch
Crunch,9.381%,Centiskorch,Crunch
Crunch,25.266%,Scrafty,Crunch
Crunch,56.664%,Silvally,Crunch
Crunch,9.039%,Hippowdon,Crunch
Crunch,92.529%,Sharpedo,Crunch
Crunch,40.591%,Crawdaunt,Crunch
Crunch,4.615%,Stoutland,Crunch
Crunch,8.457%,Lycanroc Midday Form,Crunch
Crunch,9.385%,Lycanroc Midnight Form,Crunch
Rain Dance,6.781%,Thundurus Incarnate Forme,Rain Dance
Rain Dance,12.390%,Tornadus Incarnate Forme,Rain Dance
Rain Dance,29.453%,Raikou,Rain Dance
Rain Dance,18.753%,Klefki,Rain Dance
Rain Dance,76.317%,Luxray,Rain Dance
Rain Dance,12.436%,Magneton,Rain Dance
Iron Tail,6.068%,Thundurus Incarnate Forme,Iron Tail
Iron Tail,31.525%,Zygarde Complete Forme,Iron Tail
Iron Tail,14.640%,Rhyperior,Iron Tail
Iron Tail,32.068%,Leafeon,Iron Tail
Iron Tail,19.472%,Goodra,Iron Tail
Iron Tail,6.811%,Haxorus,Iron Tail
Iron Tail,67.686%,Flareon,Iron Tail
Iron Tail,72.916%,Lycanroc Midnight Form,Iron Tail
Grass Knot,3.807%,Thundurus Incarnate Forme,Grass Knot
Grass Knot,5.611%,Tapu Fini,Grass Knot
Grass Knot,8.981%,Landorus Incarnate Forme,Grass Knot
Grass Knot,12.263%,Tapu Koko,Grass Knot
Grass Knot,67.783%,Thundurus Therian Forme,Grass Knot
Grass Knot,9.451%,Mewtwo,Grass Knot
Grass Knot,10.546%,Pikachu,Grass Knot
Grass Knot,74.485%,Nihilego,Grass Knot
Grass Knot,9.419%,Cherrim,Grass Knot
Grass Knot,43.084%,Alolan Exeggutor,Grass Knot
Grass Knot,31.718%,Xurkitree,Grass Knot
Grass Knot,4.069%,Zoroark,Grass Knot
Grass Knot,8.070%,Alolan Raichu,Grass Knot
Grass Knot,14.653%,Wigglytuff,Grass Knot
Earthquake,93.103%,Landorus Therian Forme,Earthquake
Earthquake,94.249%,Solgaleo,Earthquake
Earthquake,11.265%,Seismitoad,Earthquake
Earthquake,56.709%,Ho-oh,Earthquake
Earthquake,10.442%,Rayquaza,Earthquake
Earthquake,7.915%,Celesteela,Earthquake
Earthquake,15.203%,Metagross,Earthquake
Earthquake,68.895%,Dusk Mane Necrozma,Earthquake
Earthquake,13.781%,Dracovish,Earthquake
Earthquake,28.743%,Darmanitan Galarian Standard Mode,Earthquake
Earthquake,22.506%,Snorlax,Earthquake
Earthquake,14.967%,Mewtwo,Earthquake
Earthquake,8.314%,Salamence,Earthquake
Earthquake,8.787%,Tyranitar,Earthquake
Earthquake,9.243%,Gyarados,Earthquake
Earthquake,85.835%,Garchomp,Earthquake
Earthquake,6.087%,Kangaskhan,Earthquake
Earthquake,64.961%,Krookodile,Earthquake
Earthquake,51.834%,Excadrill,Earthquake
Earthquake,3.346%,Sceptile,Earthquake
Earthquake,87.034%,Greedent,Earthquake
Earthquake,6.962%,Lucario,Earthquake
Earthquake,38.584%,Dragonite,Earthquake
Earthquake,46.316%,Darmanitan Standard Mode,Earthquake
Earthquake,7.812%,Aerodactyl,Earthquake
Earthquake,8.013%,Drednaw,Earthquake
Earthquake,60.126%,Rhyperior,Earthquake
Earthquake,91.903%,Electivire,Earthquake
Earthquake,24.515%,Abomasnow,Earthquake
Earthquake,11.244%,Diggersby,Earthquake
Earthquake,27.481%,Giratina Altered Forme,Earthquake
Earthquake,6.812%,Wishiwashi Solo Form,Earthquake
Earthquake,39.568%,Terrakion,Earthquake
Earthquake,9.506%,Tauros,Earthquake
Earthquake,90.913%,Dugtrio,Earthquake
Earthquake,88.250%,Tyrantrum,Earthquake
Earthquake,19.388%,Blaziken,Earthquake
Earthquake,90.029%,Haxorus,Earthquake
Earthquake,18.830%,Dhelmise,Earthquake
Earthquake,30.158%,Runerigus,Earthquake
Earthquake,7.637%,Copperajah,Earthquake
Earthquake,16.175%,Hippowdon,Earthquake
Earthquake,13.202%,Sandaconda,Earthquake
Earthquake,6.948%,Heracross,Earthquake
Earthquake,10.443%,Claydol,Earthquake
Earthquake,17.880%,Flygon,Earthquake
Earthquake,94.413%,Crustle,Earthquake
Earthquake,22.497%,Dusknoir,Earthquake
Earthquake,11.409%,Drapion,Earthquake
Earthquake,57.458%,Passimian,Earthquake
Earthquake,38.828%,Marowak,Earthquake
Earthquake,22.622%,Alolan Sandslash,Earthquake
Earthquake,15.219%,Golurk,Earthquake
Earthquake,10.365%,Hitmonlee,Earthquake
Earthquake,21.901%,Scolipede,Earthquake
Earthquake,21.783%,Sandslash,Earthquake
Earthquake,30.194%,Steelix,Earthquake
Earth Power,7.275%,Landorus Therian Forme,Earth Power
Earth Power,98.795%,Gastrodon,Earth Power
Earth Power,72.407%,Palkia,Earth Power
Earth Power,63.727%,Venusaur,Earth Power
Earth Power,87.838%,Dialga,Earth Power
Earth Power,23.092%,Torkoal,Earth Power
Earth Power,97.707%,White Kyurem,Earth Power
Earth Power,7.535%,Seismitoad,Earth Power
Earth Power,7.211%,Ho-oh,Earth Power
Earth Power,55.012%,Rayquaza,Earth Power
Earth Power,86.059%,Reshiram,Earth Power
Earth Power,95.189%,Lugia,Earth Power
Earth Power,99.472%,Landorus Incarnate Forme,Earth Power
Earth Power,16.312%,Dusk Mane Necrozma,Earth Power
Earth Power,93.957%,Hydreigon,Earth Power
Earth Power,64.629%,Zekrom,Earth Power
Earth Power,17.636%,Cradily,Earth Power
Earth Power,90.586%,Heatran,Earth Power
Earth Power,39.411%,Abomasnow,Earth Power
Earth Power,34.199%,Giratina Altered Forme,Earth Power
Earth Power,4.834%,Black Kyurem,Earth Power
Earth Power,98.134%,Palossand,Earth Power
Earth Power,63.529%,Cursola,Earth Power
Earth Power,73.564%,Flygon,Earth Power
Yawn,96.989%,Gastrodon,Yawn
Yawn,59.178%,Blastoise,Yawn
Yawn,64.405%,Torkoal,Yawn
Yawn,41.331%,Togekiss,Yawn
Yawn,97.716%,Umbreon,Yawn
Yawn,38.753%,Liepard,Yawn
Yawn,25.288%,Meowstic Male,Yawn
Yawn,35.127%,Snorlax,Yawn
Yawn,95.446%,Swampert,Yawn
Yawn,27.775%,Slowbro,Yawn
Yawn,13.558%,Oranguru,Yawn
Yawn,67.568%,Accelgor,Yawn
Yawn,50.966%,Glaceon,Yawn
Yawn,36.712%,Togetic,Yawn
Yawn,23.968%,Sylveon,Yawn
Yawn,79.920%,Slurpuff,Yawn
Yawn,72.347%,Hippowdon,Yawn
Yawn,3.095%,Vaporeon,Yawn
Yawn,43.566%,Golduck,Yawn
Yawn,9.179%,Galarian Slowbro,Yawn
Yawn,27.732%,Stoutland,Yawn
Yawn,11.079%,Jolteon,Yawn
Icy Wind,14.347%,Gastrodon,Icy Wind
Icy Wind,24.594%,Porygon2,Icy Wind
Icy Wind,66.041%,Tornadus Incarnate Forme,Icy Wind
Icy Wind,19.769%,Blastoise,Icy Wind
Icy Wind,28.331%,Kingdra,Icy Wind
Icy Wind,15.553%,Tapu Fini,Icy Wind
Icy Wind,7.153%,Lapras,Icy Wind
Icy Wind,50.314%,Pheromosa,Icy Wind
Icy Wind,24.124%,Clefairy,Icy Wind
Icy Wind,6.221%,Lugia,Icy Wind
Icy Wind,23.790%,Suicune,Icy Wind
Icy Wind,68.313%,Weavile,Icy Wind
Icy Wind,94.652%,Alolan Persian,Icy Wind
Icy Wind,22.098%,Milotic,Icy Wind
Icy Wind,54.360%,Inteleon,Icy Wind
Icy Wind,96.540%,Sneasel,Icy Wind
Icy Wind,83.058%,Politoed,Icy Wind
Icy Wind,31.843%,Ludicolo,Icy Wind
Icy Wind,46.024%,Alolan Ninetales,Icy Wind
Icy Wind,21.906%,Gyarados,Icy Wind
Icy Wind,47.103%,Froslass,Icy Wind
Icy Wind,32.440%,Latias,Icy Wind
Icy Wind,44.255%,Obstagoon,Icy Wind
Icy Wind,6.896%,Kabutops,Icy Wind
Icy Wind,11.067%,Articuno,Icy Wind
Icy Wind,29.963%,Cresselia,Icy Wind
Icy Wind,3.256%,Black Kyurem,Icy Wind
Icy Wind,20.968%,Gengar,Icy Wind
Icy Wind,36.281%,Glaceon,Icy Wind
Icy Wind,95.431%,Mime Galarian Mr. Mime,Icy Wind
Icy Wind,94.663%,Qwilfish,Icy Wind
Icy Wind,10.359%,Starmie,Icy Wind
Icy Wind,15.352%,Vaporeon,Icy Wind
Icy Wind,33.614%,Golduck,Icy Wind
Icy Wind,14.187%,Vanilluxe,Icy Wind
Icy Wind,7.753%,Seaking,Icy Wind
Icy Wind,12.633%,Tentacruel,Icy Wind
Icy Wind,34.512%,Lickilicky,Icy Wind
Blast Burn,88.243%,Charizard,Blast Burn
Hurricane,80.422%,Charizard,Hurricane
Hurricane,94.991%,Tornadus Incarnate Forme,Hurricane
Hurricane,96.628%,Zapdos,Hurricane
Hurricane,70.551%,Kingdra,Hurricane
Hurricane,46.563%,Rayquaza,Hurricane
Hurricane,40.218%,Galarian Moltres,Hurricane
Hurricane,53.419%,Mewtwo,Hurricane
Hurricane,68.782%,Salamence,Hurricane
Hurricane,87.905%,Galarian Articuno,Hurricane
Hurricane,95.722%,Pelipper,Hurricane
Hurricane,99.632%,Moltres,Hurricane
Hurricane,24.625%,Butterfree,Hurricane
Hurricane,4.825%,Dragonite,Hurricane
Hurricane,67.066%,Articuno,Hurricane
Hurricane,99.147%,Mantine,Hurricane
Hurricane,42.069%,Noivern,Hurricane
Hurricane,19.818%,Decidueye,Hurricane
Hurricane,90.912%,Noctowl,Hurricane
Ancient Power,48.995%,Charizard,Ancient Power
Ancient Power,18.699%,Regidrago,Ancient Power
Ancient Power,9.454%,Galarian Moltres,Ancient Power
Ancient Power,11.213%,Mewtwo,Ancient Power
Ancient Power,17.990%,Galarian Articuno,Ancient Power
Ancient Power,41.541%,Cradily,Ancient Power
Ancient Power,7.799%,Stonjourner,Ancient Power
Ancient Power,7.294%,Giratina Altered Forme,Ancient Power
Ancient Power,7.549%,Tangrowth,Ancient Power
Heat Wave,38.932%,Charizard,Heat Wave
Heat Wave,32.104%,Yveltal,Heat Wave
Heat Wave,73.258%,Zapdos,Heat Wave
Heat Wave,47.296%,Torkoal,Heat Wave
Heat Wave,5.624%,Ho-oh,Heat Wave
Heat Wave,92.384%,Coalossal,Heat Wave
Heat Wave,14.955%,Reshiram,Heat Wave
Heat Wave,48.540%,Arcanine,Heat Wave
Heat Wave,80.857%,Volcarona,Heat Wave
Heat Wave,11.510%,Salamence,Heat Wave
Heat Wave,51.684%,Moltres,Heat Wave
Heat Wave,85.717%,Chandelure,Heat Wave
Heat Wave,9.772%,Blacephalon,Heat Wave
Heat Wave,55.981%,Heatran,Heat Wave
Heat Wave,65.534%,Blaziken,Heat Wave
Heat Wave,6.116%,Togetic,Heat Wave
Heat Wave,68.342%,Turtonator,Heat Wave
Heat Wave,60.429%,Salazzle,Heat Wave
Heat Wave,79.378%,Ninetales,Heat Wave
Heat Wave,7.061%,Noivern,Heat Wave
Heat Wave,5.764%,Noctowl,Heat Wave
Solar Beam,16.248%,Charizard,Solar Beam
Solar Beam,11.089%,Torkoal,Solar Beam
Solar Beam,91.809%,Coalossal,Solar Beam
Solar Beam,45.992%,Reshiram,Solar Beam
Solar Beam,21.127%,Talonflame,Solar Beam
Solar Beam,9.887%,Heliolisk,Solar Beam
Solar Beam,29.069%,Moltres,Solar Beam
Solar Beam,42.024%,Blacephalon,Solar Beam
Solar Beam,26.833%,Heatran,Solar Beam
Solar Beam,9.170%,Lilligant,Solar Beam
Solar Beam,67.830%,Ninetales,Solar Beam
Solar Beam,26.849%,Vileplume,Solar Beam
Air Slash,15.085%,Charizard,Air Slash
Air Slash,9.320%,Ho-oh,Air Slash
Air Slash,37.443%,Togekiss,Air Slash
Air Slash,7.546%,Rayquaza,Air Slash
Air Slash,61.181%,Celesteela,Air Slash
Air Slash,49.827%,Galarian Moltres,Air Slash
Air Slash,77.367%,Inteleon,Air Slash
Air Slash,10.656%,Galarian Articuno,Air Slash
Air Slash,9.359%,Shiftry,Air Slash
Air Slash,29.785%,Articuno,Air Slash
Air Slash,10.333%,Virizion,Air Slash
Air Slash,43.865%,Emolga,Air Slash
Air Slash,41.919%,Noivern,Air Slash
Air Slash,4.597%,Flygon,Air Slash
Air Slash,19.737%,Sigilyph,Air Slash
Air Slash,7.721%,Decidueye,Air Slash
Air Slash,100.000%,Fan Rotom,Air Slash
Air Slash,6.991%,Dunsparce,Air Slash
Helping Hand,11.829%,Charizard,Helping Hand
Helping Hand,92.200%,Indeedee Female,Helping Hand
Helping Hand,65.191%,Whimsicott,Helping Hand
Helping Hand,37.541%,Blastoise,Helping Hand
Helping Hand,12.099%,Urshifu Single Strike Style,Helping Hand
Helping Hand,38.375%,Dusclops,Helping Hand
Helping Hand,70.022%,Raichu,Helping Hand
Helping Hand,11.312%,White Kyurem,Helping Hand
Helping Hand,14.095%,Sableye,Helping Hand
Helping Hand,5.870%,Urshifu Rapid Strike Style,Helping Hand
Helping Hand,96.715%,Gothitelle,Helping Hand
Helping Hand,27.471%,Heat Rotom,Helping Hand
Helping Hand,82.768%,Togekiss,Helping Hand
Helping Hand,61.219%,Indeedee Male,Helping Hand
Helping Hand,16.849%,Comfey,Helping Hand
Helping Hand,50.981%,Lapras,Helping Hand
Helping Hand,15.329%,Arcanine,Helping Hand
Helping Hand,13.612%,Zamazenta Crowned Shield,Helping Hand
Helping Hand,94.232%,Clefairy,Helping Hand
Helping Hand,31.096%,Mienshao,Helping Hand
Helping Hand,19.984%,Suicune,Helping Hand
Helping Hand,63.509%,Tsareena,Helping Hand
Helping Hand,26.015%,Hitmontop,Helping Hand
Helping Hand,21.211%,Shuckle,Helping Hand
Helping Hand,15.918%,Milotic,Helping Hand
Helping Hand,18.586%,Wash Rotom,Helping Hand
Helping Hand,83.949%,Politoed,Helping Hand
Helping Hand,37.300%,Pikachu,Helping Hand
Helping Hand,7.865%,Togedemaru,Helping Hand
Helping Hand,91.494%,Cherrim,Helping Hand
Helping Hand,22.874%,Riolu,Helping Hand
Helping Hand,47.122%,Latias,Helping Hand
Helping Hand,84.697%,Clefable,Helping Hand
Helping Hand,11.151%,Rhyperior,Helping Hand
Helping Hand,52.563%,Cresselia,Helping Hand
Helping Hand,98.721%,Mr. Rime,Helping Hand
Helping Hand,93.038%,Wishiwashi Solo Form,Helping Hand
Helping Hand,46.678%,Boltund,Helping Hand
Helping Hand,12.270%,Luxray,Helping Hand
Helping Hand,8.793%,Mow Rotom,Helping Hand
Helping Hand,14.692%,Cinccino,Helping Hand
Helping Hand,83.865%,Blissey,Helping Hand
Helping Hand,41.362%,Mime Galarian Mr. Mime,Helping Hand
Helping Hand,32.767%,Lilligant,Helping Hand
Helping Hand,25.791%,Togetic,Helping Hand
Helping Hand,11.101%,Sylveon,Helping Hand
Helping Hand,15.470%,Slurpuff,Helping Hand
Helping Hand,54.204%,Emolga,Helping Hand
Helping Hand,46.642%,Ribombee,Helping Hand
Helping Hand,76.087%,Vaporeon,Helping Hand
Helping Hand,35.364%,Mr. Mime,Helping Hand
Helping Hand,51.443%,Lopunny,Helping Hand
Helping Hand,46.579%,Aromatisse,Helping Hand
Helping Hand,7.956%,Stoutland,Helping Hand
Helping Hand,18.880%,Dedenne,Helping Hand
Helping Hand,9.929%,Reuniclus,Helping Hand
Helping Hand,16.909%,Maractus,Helping Hand
Helping Hand,12.679%,Lickilicky,Helping Hand
Spore,99.938%,Amoonguss,Spore
Spore,90.823%,Shiinotic,Spore
Rage Powder,99.642%,Amoonguss,Rage Powder
Rage Powder,95.946%,Volcarona,Rage Powder
Rage Powder,81.326%,Butterfree,Rage Powder
Rage Powder,81.004%,Tangrowth,Rage Powder
Rage Powder,99.843%,Tangela,Rage Powder
Pollen Puff,46.926%,Amoonguss,Pollen Puff
Pollen Puff,79.360%,Butterfree,Pollen Puff
Pollen Puff,82.623%,Cherrim,Pollen Puff
Pollen Puff,28.564%,Lilligant,Pollen Puff
Pollen Puff,74.437%,Ribombee,Pollen Puff
Pollen Puff,15.559%,Shiinotic,Pollen Puff
Pollen Puff,94.130%,Eldegoss,Pollen Puff
Giga Drain,19.295%,Amoonguss,Giga Drain
Giga Drain,37.765%,Comfey,Giga Drain
Giga Drain,21.747%,Celesteela,Giga Drain
Giga Drain,9.256%,Araquanid,Giga Drain
Giga Drain,7.311%,Hatterene,Giga Drain
Giga Drain,20.100%,Ludicolo,Giga Drain
Giga Drain,5.021%,Sceptile,Giga Drain
Giga Drain,9.123%,Exeggutor,Giga Drain
Giga Drain,51.129%,Cradily,Giga Drain
Giga Drain,39.789%,Appletun,Giga Drain
Giga Drain,16.091%,Abomasnow,Giga Drain
Giga Drain,7.043%,Palossand,Giga Drain
Giga Drain,13.245%,Lilligant,Giga Drain
Giga Drain,14.508%,Shiinotic,Giga Drain
Giga Drain,6.226%,Roserade,Giga Drain
Giga Drain,38.126%,Tangrowth,Giga Drain
Giga Drain,78.716%,Polteageist,Giga Drain
Giga Drain,84.389%,Eldegoss,Giga Drain
Giga Drain,12.843%,Vileplume,Giga Drain
Giga Drain,29.145%,Cursola,Giga Drain
Giga Drain,47.490%,Maractus,Giga Drain
Giga Drain,36.659%,Tentacruel,Giga Drain
Seed Bomb,8.792%,Amoonguss,Seed Bomb
Seed Bomb,23.825%,Calyrex Ice Rider,Seed Bomb
Seed Bomb,8.034%,Celesteela,Seed Bomb
Seed Bomb,15.054%,Perrserker,Seed Bomb
Seed Bomb,8.633%,Morpeko Full Belly Mode,Seed Bomb
Seed Bomb,77.473%,Gourgeist Super Size,Seed Bomb
Seed Bomb,9.689%,Passimian,Seed Bomb
Hex,7.764%,Amoonguss,Hex
Hex,36.398%,Pincurchin,Hex
Hex,13.924%,Galarian Corsola,Hex
Follow Me,99.822%,Indeedee Female,Follow Me
Follow Me,96.579%,Togekiss,Follow Me
Follow Me,98.900%,Clefairy,Follow Me
Follow Me,93.001%,Clefable,Follow Me
Follow Me,97.204%,Togetic,Follow Me
Mystical Fire,6.706%,Indeedee Female,Mystical Fire
Mystical Fire,24.637%,Eternatus,Mystical Fire
Mystical Fire,8.853%,Alcremie,Mystical Fire
Mystical Fire,82.513%,Hatterene,Mystical Fire
Mystical Fire,13.225%,Blacephalon,Mystical Fire
Mystical Fire,82.886%,Clefable,Mystical Fire
Mystical Fire,78.219%,Sylveon,Mystical Fire
Mystical Fire,10.513%,Gardevoir,Mystical Fire
Safeguard,6.623%,Indeedee Female,Safeguard
Safeguard,17.912%,Mimikyu,Safeguard
Safeguard,20.675%,Araquanid,Safeguard
Safeguard,50.625%,Arcanine,Safeguard
Safeguard,12.189%,Slowking,Safeguard
Safeguard,9.596%,Cherrim,Safeguard
Safeguard,28.664%,Altaria,Safeguard
Safeguard,15.124%,Klefki,Safeguard
Shadow Ball,5.046%,Indeedee Female,Shadow Ball
Shadow Ball,37.299%,Porygon2,Shadow Ball
Shadow Ball,58.798%,Tapu Lele,Shadow Ball
Shadow Ball,3.444%,Dragapult,Shadow Ball
Shadow Ball,21.544%,Indeedee Male,Shadow Ball
Shadow Ball,96.691%,Spectrier,Shadow Ball
Shadow Ball,33.412%,Chansey,Shadow Ball
Shadow Ball,37.892%,Mewtwo,Shadow Ball
Shadow Ball,7.617%,Wash Rotom,Shadow Ball
Shadow Ball,25.858%,Galarian Articuno,Shadow Ball
Shadow Ball,6.399%,Drifblim,Shadow Ball
Shadow Ball,83.892%,Chandelure,Shadow Ball
Shadow Ball,61.221%,Aegislash Shield Forme,Shadow Ball
Shadow Ball,59.488%,Jellicent,Shadow Ball
Shadow Ball,83.472%,Blacephalon,Shadow Ball
Shadow Ball,21.757%,Abomasnow,Shadow Ball
Shadow Ball,25.445%,Giratina Altered Forme,Shadow Ball
Shadow Ball,85.180%,Gengar,Shadow Ball
Shadow Ball,79.464%,Palossand,Shadow Ball
Shadow Ball,6.661%,Sylveon,Shadow Ball
Shadow Ball,22.829%,Alakazam,Shadow Ball
Shadow Ball,63.942%,Cofagrigus,Shadow Ball
Shadow Ball,6.284%,Vaporeon,Shadow Ball
Shadow Ball,97.519%,Polteageist,Shadow Ball
Shadow Ball,5.630%,Noivern,Shadow Ball
Shadow Ball,44.096%,Jolteon,Shadow Ball
Shadow Ball,99.079%,Cursola,Shadow Ball
Shadow Ball,8.167%,Reuniclus,Shadow Ball
Shadow Ball,29.555%,Exploud,Shadow Ball
Shadow Ball,26.019%,Galarian Corsola,Shadow Ball
Shadow Ball,27.833%,Decidueye,Shadow Ball
Tailwind,99.572%,Whimsicott,Tailwind
Tailwind,99.854%,Tornadus Incarnate Forme,Tailwind
Tailwind,98.844%,Suicune,Tailwind
Tailwind,99.903%,Talonflame,Tailwind
Tailwind,16.811%,Galarian Articuno,Tailwind
Tailwind,78.914%,Pelipper,Tailwind
Tailwind,99.749%,Drifblim,Tailwind
Tailwind,66.780%,Butterfree,Tailwind
Tailwind,99.835%,Altaria,Tailwind
Tailwind,62.371%,Mandibuzz,Tailwind
Tailwind,77.583%,Latias,Tailwind
Tailwind,87.621%,Aerodactyl,Tailwind
Tailwind,85.309%,Articuno,Tailwind
Tailwind,77.586%,Corviknight,Tailwind
Tailwind,17.024%,Mantine,Tailwind
Tailwind,99.060%,Crobat,Tailwind
Tailwind,29.340%,Braviary,Tailwind
Tailwind,94.412%,Unfezant,Tailwind
Tailwind,70.608%,Noivern,Tailwind
Tailwind,89.620%,Sigilyph,Tailwind
Moonblast,55.759%,Whimsicott,Moonblast
Moonblast,86.398%,Xerneas,Moonblast
Moonblast,6.572%,Lunala,Moonblast
Moonblast,80.347%,Tapu Fini,Moonblast
Moonblast,91.882%,Tapu Lele,Moonblast
Moonblast,31.046%,Clefairy,Moonblast
Moonblast,20.629%,Alolan Ninetales,Moonblast
Moonblast,85.870%,Primarina,Moonblast
Moonblast,5.137%,Clefable,Moonblast
Moonblast,15.395%,Cresselia,Moonblast
Moonblast,7.977%,Sylveon,Moonblast
Moonblast,53.771%,Ribombee,Moonblast
Moonblast,83.586%,Shiinotic,Moonblast
Moonblast,7.134%,Aromatisse,Moonblast
Moonblast,26.089%,Gardevoir,Moonblast
Switcheroo,19.612%,Whimsicott,Switcheroo
