,#,Name,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed
921,768,Golisopod,NA,NA,2.0,NA,NA,NA
922,769,Sandygast,NA,NA,1.0,NA,NA,NA
923,770,Palossand,NA,NA,2.0,NA,NA,NA
924,771,Pyukumuku,NA,NA,NA,NA,2.0,NA
925,772,Type: Null,2.0,NA,NA,NA,NA,NA
926,773,Silvally,3.0,NA,NA,NA,NA,NA
927,774,Minior Meteor Form,NA,NA,1.0,NA,1.0,NA
928,774,Minior Core Form,NA,1.0,NA,1.0,NA,NA
929,775,Komala,NA,2.0,NA,NA,NA,NA
930,776,Turtonator,NA,NA,2.0,NA,NA,NA
931,777,Togedemaru,NA,2.0,NA,NA,NA,NA
932,778,Mimikyu,NA,NA,NA,NA,2.0,NA
933,779,Bruxish,NA,2.0,NA,NA,NA,NA
934,780,Drampa,NA,NA,NA,2.0,NA,NA
935,781,Dhelmise,NA,2.0,NA,NA,NA,NA
936,782,Jangmo-o,NA,NA,1.0,NA,NA,NA
937,783,Hakamo-o,NA,NA,2.0,NA,NA,NA
938,784,Kommo-o,NA,NA,3.0,NA,NA,NA
939,785,Tapu Koko,NA,NA,NA,NA,NA,3.0
940,786,Tapu Lele,NA,NA,NA,3.0,NA,NA
941,787,Tapu Bulu,NA,3.0,NA,NA,NA,NA
942,788,Tapu Fini,NA,NA,NA,NA,3.0,NA
943,789,Cosmog,1.0,NA,NA,NA,NA,NA
944,790,Cosmoem,NA,NA,1.0,NA,1.0,NA
945,791,Solgaleo,NA,3.0,NA,NA,NA,NA
946,792,Lunala,NA,NA,NA,3.0,NA,NA
947,793,Nihilego,NA,NA,NA,NA,3.0,NA
948,794,Buzzwole,NA,1.0,2.0,NA,NA,NA
949,795,Pheromosa,NA,NA,NA,NA,NA,3.0
950,796,Xurkitree,NA,NA,NA,3.0,NA,NA
951,797,Celesteela,NA,1.0,1.0,1.0,NA,NA
952,798,Kartana,NA,3.0,NA,NA,NA,NA
953,799,Guzzlord,3.0,NA,NA,NA,NA,NA
954,800,Necrozma,NA,1.0,NA,2.0,NA,NA
955,800,Necrozma Dusk Mane Necrozma,NA,3.0,NA,NA,NA,NA
956,800,Necrozma Dawn Wings Necrozma,NA,NA,NA,3.0,NA,NA
957,800,Necrozma Ultra Necrozma,NA,1.0,NA,1.0,NA,1.0
958,801,Magearna,NA,NA,NA,3.0,NA,NA
959,802,Marshadow,NA,2.0,NA,NA,NA,1.0
960,803,Poipole,NA,NA,NA,NA,NA,1.0
961,804,Naganadel,NA,NA,NA,3.0,NA,NA
962,805,Stakataka,NA,NA,3.0,NA,NA,NA
963,806,Blacephalon,NA,NA,NA,3.0,NA,NA
964,807,Zeraora,NA,NA,NA,NA,NA,3.0
965,808,Meltan,NA,1.0,NA,NA,NA,NA
966,809,Melmetal,NA,3.0,NA,NA,NA,NA
967,810,Grookey,NA,1.0,NA,NA,NA,NA
968,811,Thwackey,NA,2.0,NA,NA,NA,NA
969,812,Rillaboom,NA,3.0,NA,NA,NA,NA
970,813,Scorbunny,NA,NA,NA,NA,NA,1.0
971,814,Raboot,NA,NA,NA,NA,NA,2.0
972,815,Cinderace,NA,NA,NA,NA,NA,3.0
973,816,Sobble,NA,NA,NA,NA,1.0,1.0
974,817,Drizzile,NA,NA,NA,2.0,NA,NA
975,818,Inteleon,NA,NA,NA,NA,NA,3.0
976,819,Skwovet,1.0,NA,NA,NA,NA,NA
977,820,Greedent,2.0,NA,NA,NA,NA,NA
978,821,Rookidee,NA,NA,NA,NA,NA,1.0
979,822,Corvisquire,NA,NA,NA,NA,NA,2.0
980,823,Corviknight,NA,NA,3.0,NA,NA,NA
981,824,Blipbug,NA,NA,NA,NA,1.0,NA
982,825,Dottler,NA,NA,NA,NA,2.0,NA
983,826,Orbeetle,NA,NA,NA,NA,3.0,NA
984,827,Nickit,NA,NA,NA,NA,1.0,NA
985,828,Thievul,NA,NA,NA,NA,2.0,NA
986,829,Gossifleur,NA,NA,NA,NA,1.0,NA
987,830,Eldegoss,NA,NA,NA,NA,2.0,NA
988,831,Wooloo,NA,NA,1.0,NA,NA,NA
989,832,Dubwool,NA,NA,2.0,NA,NA,NA
990,833,Chewtle,NA,1.0,NA,NA,NA,NA
991,834,Drednaw,NA,2.0,NA,NA,NA,NA
992,835,Yamper,1.0,NA,NA,NA,NA,NA
993,836,Boltund,NA,NA,NA,NA,NA,2.0
994,837,Rolycoly,NA,NA,1.0,NA,NA,NA
995,838,Carkol,NA,NA,2.0,NA,NA,NA
996,839,Coalossal,NA,NA,3.0,NA,NA,NA
997,840,Applin,NA,NA,1.0,NA,NA,NA
998,841,Flapple,NA,2.0,NA,NA,NA,NA
999,842,Appletun,2.0,NA,NA,NA,NA,NA
1000,843,Silicobra,NA,NA,1.0,NA,NA,NA
1001,844,Sandaconda,NA,NA,2.0,NA,NA,NA
1002,845,Cramorant,NA,NA,NA,NA,2.0,NA
1003,846,Arrokuda,NA,NA,NA,NA,NA,1.0
1004,847,Barraskewda,NA,NA,NA,NA,NA,2.0
1005,848,Toxel,NA,NA,NA,1.0,NA,NA
1006,849,Toxtricity Low Key Form,NA,NA,NA,2.0,NA,NA
1007,849,Toxtricity Amped Form,NA,NA,NA,2.0,NA,NA
1008,850,Sizzlipede,NA,1.0,NA,NA,NA,NA
1009,851,Centiskorch,NA,2.0,NA,NA,NA,NA
1010,852,Clobbopus,NA,1.0,NA,NA,NA,NA
1011,853,Grapploct,NA,2.0,NA,NA,NA,NA
1012,854,Sinistea,NA,NA,NA,1.0,NA,NA
1013,855,Polteageist,NA,NA,NA,2.0,NA,NA
1014,856,Hatenna,NA,NA,NA,1.0,NA,NA
1015,857,Hattrem,NA,NA,NA,2.0,NA,NA
1016,858,Hatterene,NA,NA,NA,3.0,NA,NA
1017,859,Impidimp,NA,NA,NA,1.0,NA,NA
1018,860,Morgrem,NA,NA,NA,2.0,NA,NA
1019,861,Grimmsnarl,NA,3.0,NA,NA,NA,NA
1020,862,Obstagoon,NA,NA,3.0,NA,NA,NA
1021,863,Perrserker,NA,2.0,NA,NA,NA,NA
1022,864,Cursola,NA,NA,NA,2.0,NA,NA
1023,865,Sirfetch'd,NA,2.0,NA,NA,NA,NA
1024,866,Mr. Rime,NA,NA,NA,3.0,NA,NA
1025,867,Runerigus,NA,NA,2.0,NA,NA,NA
1026,868,Milcery,NA,NA,NA,NA,1.0,NA
1027,869,Alcremie,NA,NA,NA,NA,2.0,NA
1028,870,Falinks,NA,2.0,NA,NA,1.0,NA
1029,871,Pincurchin,NA,2.0,NA,NA,NA,NA
1030,872,Snom,NA,NA,NA,1.0,NA,NA
1031,873,Frosmoth,NA,NA,NA,2.0,NA,NA
1032,874,Stonjourner,NA,NA,2.0,NA,NA,NA
1033,875,Eiscue Ice Face,NA,NA,2.0,NA,NA,NA
1034,875,Eiscue Noice Face,NA,NA,2.0,NA,NA,NA
1035,876,Indeedee Male,NA,NA,NA,2.0,NA,NA
1036,876,Indeedee Female,NA,NA,NA,NA,2.0,NA
1037,877,Morpeko Full Belly Mode,NA,NA,NA,NA,NA,2.0
1038,877,Morpeko Hangry Mode,NA,NA,NA,NA,NA,2.0
1039,878,Cufant,NA,1.0,NA,NA,NA,NA
1040,879,Copperajah,NA,2.0,NA,NA,NA,NA
1041,880,Dracozolt,NA,2.0,NA,NA,NA,NA
1042,881,Arctozolt,NA,2.0,NA,NA,NA,NA
1043,882,Dracovish,NA,NA,2.0,NA,NA,NA
1044,883,Arctovish,NA,NA,2.0,NA,NA,NA
1045,884,Duraludon,NA,NA,NA,2.0,NA,NA
1046,885,Dreepy,NA,NA,NA,NA,NA,1.0
1047,886,Drakloak,NA,NA,NA,NA,NA,2.0
1048,887,Dragapult,NA,NA,NA,NA,NA,3.0
1049,888,Zacian Crowned Sword,NA,NA,NA,NA,NA,3.0
1050,888,Zacian Hero of Many Battles,NA,NA,NA,NA,NA,3.0
1051,889,Zamazenta Crowned Shield,NA,NA,NA,NA,NA,3.0
1052,889,Zamazenta Hero of Many Battles,NA,NA,NA,NA,NA,3.0
1053,890,Eternatus,3.0,NA,NA,NA,NA,NA
1054,890,Eternatus Eternamax,3.0,NA,NA,NA,NA,NA
1055,891,Kubfu,NA,1.0,NA,NA,NA,NA
1056,892,Urshifu Single Strike Style,NA,3.0,NA,NA,NA,NA
1057,892,Urshifu Rapid Strike Style,NA,3.0,NA,NA,NA,NA
1058,893,Zarude,NA,3.0,NA,NA,NA,NA
1059,894,Regieleki,NA,NA,NA,NA,NA,3.0
1060,895,Regidrago,3.0,NA,NA,NA,NA,NA
1061,896,Glastrier,NA,3.0,NA,NA,NA,NA
1062,897,Spectrier,NA,NA,NA,3.0,NA,NA
1063,898,Calyrex,3.0,NA,NA,NA,NA,NA
1064,898,Calyrex Ice Rider,NA,3.0,NA,NA,NA,NA
1065,898,Calyrex Shadow Rider,NA,NA,NA,3.0,NA,NA
1066,899,Wyrdeer,NA,NA,NA,NA,NA,NA
1067,900,Kleavor,NA,NA,NA,NA,NA,NA
1068,901,Ursaluna,NA,NA,NA,NA,NA,NA
1069,902,Basculegion Male,NA,NA,NA,NA,NA,NA
1070,902,Basculegion Female,NA,NA,NA,NA,NA,NA
1071,903,Sneasler,NA,NA,NA,NA,NA,NA
1072,904,Overqwil,NA,NA,NA,NA,NA,NA
1073,905,Enamorus Incarnate Forme,NA,NA,NA,NA,NA,NA
1074,905,Enamorus Therian Forme,NA,NA,NA,NA,NA,NA
1075,906,Sprigatito,NA,NA,NA,NA,NA,NA
