,level_0,level_1,Name_x,Exact,Score,Name_y,Attributes,Category_x,Effect_x,Name,Category_y,Effect_y,sprite_url
390,988,461,1.0,1,2.0,Pearl String,[],Loot,Sell to Ore Collector for 25000 Pokédollars.,Pearl String,General items,Very large pearls that sparkle in a pretty silver color. A maniac will buy them for a high price.,https://img.pokemondb.net/sprites/items/pearl-string.png
391,989,463,1.0,1,2.0,Pecha Berry,['holdable-active'],Medicine,Held: Consumed when poisoned to cure poison.,Pecha Berry,Berries,"If held by a Pokémon, it recovers from poison.",https://img.pokemondb.net/sprites/items/pecha-berry.png
392,990,465,1.0,1,2.0,Permit,[],Gameplay,Grants access to the Nature Preserve.,Permit,General items,A permit that is needed to enter the Nature Preserve. Not many know about it.,https://img.pokemondb.net/sprites/items/permit.png
393,991,466,1.0,1,2.0,Persim Berry,['holdable-active'],Medicine,Held: Consumed when confused to cure confusion.,Persim Berry,Berries,"If held by a Pokémon, it recovers from confusion.",https://img.pokemondb.net/sprites/items/persim-berry.png
394,992,467,1.0,1,2.0,Petaya Berry,['holdable-active'],In A Pinch,Held: Consumed at 1/4 max HP to boost Special Attack.,Petaya Berry,Berries,Raises Special Attack when HP is low.,https://img.pokemondb.net/sprites/items/petaya-berry.png
395,993,468,1.0,1,2.0,Pewter Crunchies,[],Status Cures,,Pewter Crunchies,Medicine,Heals all major status conditions.,https://img.pokemondb.net/s.png
396,995,469,1.0,1,2.0,Pidgeotite,[],Mega Stones,Held: Allows Pidgeot to Mega Evolve into Mega Pidgeot.,Pidgeotite,Hold items,Enables Pidgeot to Mega Evolve during battle.,https://img.pokemondb.net/sprites/items/pidgeotite.png
397,1002,472,1.0,1,2.0,Pinap Berry,[],Baking Only,Used for creating PokéBlocks and Poffins.,Pinap Berry,Berries,"A Berry to be used in cooking. Increases chances of getting items when a Pokémon is caught, in Pokémon Let's Go.",https://img.pokemondb.net/sprites/items/pinap-berry.png
398,1003,473,1.0,1,2.0,Pink Apricorn,[],Apricorn Box,Used to make a Love Ball.,Pink Apricorn,General items,"A pink Apricorn. It has a nice, sweet scent.",https://img.pokemondb.net/sprites/items/pink-apricorn.png
399,1004,474,1.0,1,2.0,Pink Nectar,[],Species Specific,Changes Oricorio to Pa’u Style.,Pink Nectar,Hold items,The flower nectar obtained at the flowering shrubs on Royal Avenue. It changes the form of certain species of Pokémon.,https://img.pokemondb.net/sprites/items/pink-nectar.png
400,1006,475,1.0,1,2.0,Pink Scarf,['holdable-active'],Scarves,Raises the holder's Cuteness while in a contest.,Pink Scarf,General items,Raises holder's Cute aspect in a Contest.,https://img.pokemondb.net/sprites/items/pink-scarf.png
401,1008,476,1.0,1,2.0,Pinsirite,[],Mega Stones,Held: Allows Pinsir to Mega Evolve into Mega Pinsir.,Pinsirite,Hold items,Enables Pinsir to Mega Evolve during battle.,https://img.pokemondb.net/sprites/items/pinsirite.png
402,1009,477,1.0,1,2.0,Pixie Plate,[],Plates,Held: Fairy-Type moves from holder do 20% more damage. Changes Arceus's and Judgment's type to Fairy.,Pixie Plate,Hold items,Increases power of Fairy-type moves. Changes Arceus' type to Fairy.,https://img.pokemondb.net/sprites/items/pixie-plate.png
403,1010,478,1.0,1,2.0,Plasma Card,[],Plot Advancement,Required to progress in the Plasma Frigate.,Plasma Card,Hold items,A card key needed to enter the password inside the Plasma Frigate.,https://img.pokemondb.net/sprites/items/plasma-card.png
404,1011,479,1.0,1,2.0,Plume Fossil,[],Dex Completion,Can be revived into a archen.,Plume Fossil,General items,A fossil of an ancient Pokémon that flew in the sky in ancient times. It appears to be part of its wing.,https://img.pokemondb.net/sprites/items/plume-fossil.png
405,1014,481,1.0,1,2.0,Poison Barb,"['holdable', 'holdable-active']",Type Enhancement,Held: Poison-Type moves from holder do 20% more damage.,Poison Barb,Hold items,Increases the power of Poison-type moves.,https://img.pokemondb.net/sprites/items/poison-barb.png
406,1015,482,1.0,1,2.0,Poison Gem,[],Jewels,"Held: When the holder uses a damaging poison-type move, the move has 1.5× power and this item is consumed.",Poison Gem,Hold items,Increases the power of a Poison-type move only once.,https://img.pokemondb.net/sprites/items/poison-gem.png
407,1016,483,1.0,1,2.0,Poison Memory,[],Memories,Held: Changes Silvally to its Poison form.  Changes Multi-Attack's type to Poison.,Poison Memory,Hold items,Changes Silvally and its move Multi-Attack to Poison type.,https://img.pokemondb.net/sprites/items/poison-memory.png
408,1028,488,1.0,1,2.0,Polished Mud Ball,[],Loot,,Polished Mud Ball,General items,,https://img.pokemondb.net/s.png
409,1030,489,1.0,1,2.0,Pomeg Berry,[],Effort Drop,Drops HP Effort Values by 10 and raises happiness.,Pomeg Berry,Berries,Increases Friendship but lowers HP EVs.,https://img.pokemondb.net/sprites/items/pomeg-berry.png
410,1033,491,1.0,1,2.0,Potion,"['countable', 'consumable', 'usable-overworld', 'usable-in-battle', 'holdable']",Healing,Restores 20 HP.,Potion,Medicine,Restores 20 HP.,https://img.pokemondb.net/sprites/items/potion.png
411,1035,492,1.0,1,2.0,Power Anklet,"['holdable', 'holdable-active']",Effort Training,"Held: Holder gains 4 Speed effort values, but has halved Speed in battle.",Power Anklet,Hold items,"A Pokémon held item that promotes Speed gain on leveling, but reduces the Speed stat.",https://img.pokemondb.net/sprites/items/power-anklet.png
412,1036,493,1.0,1,2.0,Power Band,"['holdable', 'holdable-active']",Effort Training,"Held: Holder gains 4 Special Defense effort values, but has halved Speed in battle.",Power Band,Hold items,"A Pokémon held item that promotes Sp. Def gain on leveling, but reduces the Speed stat.",https://img.pokemondb.net/sprites/items/power-band.png
413,1037,494,1.0,1,2.0,Power Belt,"['holdable', 'holdable-active']",Effort Training,"Held: Holder gains 4 Defense effort values, but has halved Speed in battle.",Power Belt,Hold items,"A Pokémon held item that promotes Defense gain on leveling, but reduces the Speed stat.",https://img.pokemondb.net/sprites/items/power-belt.png
414,1038,495,1.0,1,2.0,Power Bracer,"['holdable', 'holdable-active']",Effort Training,"Held: Holder gains 4 Attack effort values, but has halved Speed in battle.",Power Bracer,Hold items,"A Pokémon held item that promotes Attack gain on leveling, but reduces the Speed stat.",https://img.pokemondb.net/sprites/items/power-bracer.png
415,1039,496,1.0,1,2.0,Power Herb,"['holdable', 'holdable-active']",Held Items,Held: Both turns of a two-turn charge move happen at once. Consumed upon use.,Power Herb,Hold items,A single-use item to be held by a Pokémon. It allows the immediate use of a move that charges on the first turn.,https://img.pokemondb.net/sprites/items/power-herb.png
416,1040,497,1.0,1,2.0,Power Lens,"['holdable', 'holdable-active']",Effort Training,"Held: Holder gains 4 Special Attack effort values, but has halved Speed in battle.",Power Lens,Hold items,"A Pokémon held item that promotes Sp. Atk gain on leveling, but reduces the Speed stat.",https://img.pokemondb.net/sprites/items/power-lens.png
417,1041,498,1.0,1,2.0,Power Plant Pass,[],Plot Advancement,Permits entry to the Kalos Power Plant.,Power Plant Pass,Hold items,This pass serves as an ID card for gaining access to the power plant that lies along Route 13.,https://img.pokemondb.net/sprites/items/power-plant-pass.png
418,1043,499,1.0,1,2.0,Power Weight,"['holdable', 'holdable-active']",Effort Training,"Held: Holder gains 4 HP effort values, but has halved Speed in battle.",Power Weight,Hold items,"A Pokémon held item that promotes HP gain on leveling, but reduces the Speed stat.",https://img.pokemondb.net/sprites/items/power-weight.png
419,1044,500,1.0,1,2.0,Pp Max,"['countable', 'consumable', 'usable-overworld', 'usable-in-battle', 'holdable']",Vitamins,Raises a move's max PP by 60%.,Pp Max,Medicine,It maximally raises the top PP of a selected move that has been learned by the target Pokémon.,https://img.pokemondb.net/sprites/items/pp-max.png
420,1045,501,1.0,1,2.0,Pp Up,"['countable', 'consumable', 'usable-overworld', 'usable-in-battle', 'holdable']",Vitamins,Raises a move's max PP by 20%.,Pp Up,Medicine,It slightly raises the maximum PP of a selected move that has been learned by the target Pokémon.,https://img.pokemondb.net/sprites/items/pp-up.png
421,1046,502,1.0,1,2.0,Precooked Burger,[],Curry Ingredients,,Precooked Burger,General items,"One of the many ingredients that can be used for cooking at your camp. If you’re unsure about what to cook, you can’t go wrong with some burger.",https://img.pokemondb.net/s.png
422,1047,503,1.0,1,2.0,Premier Ball,"['countable', 'consumable', 'usable-in-battle', 'holdable']",Special Balls,Tries to catch a wild Pokémon.,Premier Ball,Pokeballs,A somewhat rare Poké Ball that has been specially made to commemorate an event of some sort.,https://img.pokemondb.net/sprites/items/premier-ball.png
423,1048,504,1.0,1,2.0,Pretty Wing,[],Loot,Sell for 100 Pokédollars.,Pretty Wing,General items,"Though this feather is beautiful, it's just a regular feather and has no effect on Pokémon.",https://img.pokemondb.net/sprites/items/pretty-wing.png
424,1051,506,1.0,1,2.0,Prism Scale,[],Evolution,Traded on a Feebas: Holder evolves into Milotic.,Prism Scale,General items,Evolves Feebas when traded holding the item.,https://img.pokemondb.net/sprites/items/prism-scale.png
425,1052,507,1.0,1,2.0,Prison Bottle,[],Gameplay,Transforms Hoopa into its Unbound form for up to three days.,Prison Bottle,Hold items,Transforms Hoopa Confined to Hoopa Unbound.,https://img.pokemondb.net/sprites/items/prison-bottle.png
426,1056,509,1.0,1,2.0,Protective Pads,[],Held Items,Held: Prevents side effects of contact moves used on the holder.,Protective Pads,Hold items,An item to be held by a Pokémon. These pads protect the holder from effects caused by making direct contact with the target.,https://img.pokemondb.net/sprites/items/protective-pads.png
427,1057,510,1.0,1,2.0,Protector,[],Evolution,Traded on a Rhydon: Holder evolves into Rhyperior.,Protector,General items,Evolves Rhydon when traded holding the item.,https://img.pokemondb.net/sprites/items/protector.png
428,1058,511,1.0,1,2.0,Protein,"['countable', 'consumable', 'usable-overworld', 'usable-in-battle', 'holdable']",Vitamins,Raises Attack effort and happiness.,Protein,Medicine,Increases Attack EVs by 10.,https://img.pokemondb.net/sprites/items/protein.png
429,1059,512,1.0,1,2.0,Psychic Gem,[],Jewels,"Held: When the holder uses a damaging psychic-type move, the move has 1.5× power and this item is consumed.",Psychic Gem,Hold items,Increases the power of a Psychic-type move only once.,https://img.pokemondb.net/sprites/items/psychic-gem.png
430,1060,513,1.0,1,2.0,Psychic Memory,[],Memories,Held: Changes Silvally to its Psychic form.  Changes Multi-Attack's type to Psychic.,Psychic Memory,Hold items,Changes Silvally and its move Multi-Attack to Psychic type.,https://img.pokemondb.net/sprites/items/psychic-memory.png
431,1061,514,1.0,1,2.0,Psychic Seed,[],Held Items,Held: Consumed on Psychic Terrain and raises the holder's Special Defense by one stage.,Psychic Seed,Hold items,An item to be held by a Pokémon. It boosts Sp. Def on Psychic Terrain. It can only be used once.,https://img.pokemondb.net/sprites/items/psychic-seed.png
432,1065,516,1.0,1,2.0,Pungent Root,[],Curry Ingredients,,Pungent Root,General items,"One of the many ingredients that can be used for cooking at your camp. Though carelessly picked, these herbs can add a fragrant accent to a dish.",https://img.pokemondb.net/s.png
433,1066,517,1.0,1,2.0,Pure Incense,['holdable'],Training,Prevents wild encounters of level lower than your party's lead Pokémon. Breeding: Chimecho begets a Chingling Egg.,Pure Incense,Hold items,Descreases the likelihood of meeting wild Pokémon. Breeding Chimecho produces Chingling when held.,https://img.pokemondb.net/sprites/items/pure-incense.png
434,1067,518,1.0,1,2.0,Purple Nectar,[],Species Specific,Changes Oricorio to Sensu Style.,Purple Nectar,Hold items,A flower nectar obtained at Poni Meadow. It changes the form of certain species of Pokémon.,https://img.pokemondb.net/sprites/items/purple-nectar.png
435,1069,519,1.0,1,2.0,Qualot Berry,[],Effort Drop,Drops Defense Effort Values by 10 and raises happiness.,Qualot Berry,Berries,Increases Friendship but lowers Defense EVs.,https://img.pokemondb.net/sprites/items/qualot-berry.png
436,1070,520,1.0,1,2.0,Quick Ball,"['countable', 'consumable', 'usable-in-battle', 'holdable']",Special Balls,"Tries to catch a wild Pokémon. Success rate is 4× (Gen V: 5×), but only on the first turn.",Quick Ball,Pokeballs,A somewhat different Poké Ball that provides a better catch rate if it is used at the start of a wild encounter.,https://img.pokemondb.net/sprites/items/quick-ball.png
437,1071,521,1.0,1,2.0,Quick Candy,[],Vitamins,,Quick Candy,Medicine,Increases a Pokémon's Speed stat by 1.,https://img.pokemondb.net/sprites/items/quick-candy.png
438,1072,522,1.0,1,2.0,Quick Candy L,[],Vitamins,,Quick Candy L,Medicine,Increases a Pokémon's Speed stat.,https://img.pokemondb.net/sprites/items/quick-candy-l.png
439,1073,523,1.0,1,2.0,Quick Candy Xl,[],Vitamins,,Quick Candy Xl,Medicine,Increases a Pokémon's Speed stat.,https://img.pokemondb.net/sprites/items/quick-candy-xl.png
440,1074,524,1.0,1,2.0,Quick Claw,"['holdable', 'holdable-active']",Held Items,Held: Holder has a 3/16 (18.75%) chance to move first.,Quick Claw,Hold items,"An item to be held by a Pokémon. A light, sharp claw that lets the bearer move first occasionally.",https://img.pokemondb.net/sprites/items/quick-claw.png
441,1075,525,1.0,1,2.0,Quick Powder,['holdable'],Species Specific,Doubles Ditto's Speed when held. The boost is lost after transforming.,Quick Powder,Hold items,Increases Speed when held by Ditto.,https://img.pokemondb.net/sprites/items/quick-powder.png
442,1076,526,1.0,1,2.0,Quiet Mint,[],Nature Mints,,Quiet Mint,Battle items,Changes the Pokémon's stats to match the Quiet nature.,https://img.pokemondb.net/s.png
443,1077,527,1.0,1,2.0,Rabuta Berry,[],Baking Only,Used for creating PokéBlocks and Poffins.,Rabuta Berry,Berries,A Berry which is very rare in the Unova region. A maniac will buy it for a high price.,https://img.pokemondb.net/sprites/items/rabuta-berry.png
444,1079,528,1.0,1,2.0,Rage Candy Bar,[],Gameplay,HS: Traded for TM64. Gen II & Gen V: Acts as a Potion.,Rage Candy Bar,Medicine,Heals all major status conditions.,https://img.pokemondb.net/sprites/items/rage-candy-bar.png
445,1083,529,1.0,1,2.0,Rare Bone,['underground'],Loot,"Sell for 5000 Pokédollars, or to Bone Man for 10000 Pokédollars.",Rare Bone,General items,A bone that is extremely valuable for Pokémon archeology. It can be sold for a high price to shops.,https://img.pokemondb.net/sprites/items/rare-bone.png
446,1084,530,1.0,1,2.0,Rare Candy,"['countable', 'consumable', 'usable-overworld', 'usable-in-battle', 'holdable']",Vitamins,Causes a level-up and raises happiness.,Rare Candy,Medicine,A candy that is packed with energy. It raises the level of a single Pokémon by one.,https://img.pokemondb.net/sprites/items/rare-candy.png
447,1085,531,1.0,1,2.0,Rash Mint,[],Nature Mints,,Rash Mint,Battle items,Changes the Pokémon's stats to match the Rash nature.,https://img.pokemondb.net/s.png
448,1087,532,1.0,1,2.0,Rawst Berry,['holdable-active'],Medicine,Held: Consumed when burned to cure a burn.,Rawst Berry,Berries,"If held by a Pokémon, it recovers from a burn.",https://img.pokemondb.net/sprites/items/rawst-berry.png
449,1088,533,1.0,1,2.0,Razor Claw,"['holdable', 'holdable-active']",Held Items,Held: Raises the holder's critical hit ratio by one stage. Held by a Sneasel while levelling up at night: Holder evolves into Weavile.,Razor Claw,Hold items,Increases critical-hit ratio. Evolves Sneasel when held at night.,https://img.pokemondb.net/sprites/items/razor-claw.png
450,1089,534,1.0,1,2.0,Razor Fang,"['holdable', 'holdable-active']",Held Items,Held: Damaging moves gain a 10% chance to make their target flinch. Held by a Gligar while levelling up: Holder evolves into Gliscor.,Razor Fang,Hold items,May cause opponent to flinch. Evolves Gligar when held at night.,https://img.pokemondb.net/sprites/items/razor-fang.png
451,1090,535,1.0,1,2.0,Razz Berry,[],Baking Only,Used for creating PokéBlocks and Poffins.,Razz Berry,Berries,A Berry which is very rare in the Unova region. A maniac will buy it for a high price.,https://img.pokemondb.net/sprites/items/razz-berry.png
452,1091,536,1.0,1,2.0,Reaper Cloth,[],Evolution,Traded on a Dusclops: Holder evolves into Dusknoir.,Reaper Cloth,General items,Evolves Dusclops when traded holding the item.,https://img.pokemondb.net/sprites/items/reaper-cloth.png
453,1092,537,1.0,1,2.0,Red Apricorn,[],Apricorn Box,Used to make a Level Ball.,Red Apricorn,General items,A red Apricorn. It assails your nostrils.,https://img.pokemondb.net/sprites/items/red-apricorn.png
454,1093,538,1.0,1,2.0,Red Card,[],Held Items,"Held: When the holder takes damage from a move, the opponent switches out for another random party Pokémon. Consumed after use.",Red Card,Hold items,"A card with a mysterious power. When the holder is struck by a foe, the attacker is removed from battle.",https://img.pokemondb.net/sprites/items/red-card.png
455,1095,539,1.0,1,2.0,Red Flute,"['countable', 'consumable', 'usable-in-battle', 'holdable']",Flutes,Cures attraction.,Red Flute,General items,A toy flute made from red glass. A maniac will buy it for a high price.,https://img.pokemondb.net/sprites/items/red-flute.png
456,1096,540,1.0,1,2.0,Red Nectar,[],Species Specific,Changes Oricorio to Baile Style.,Red Nectar,Hold items,A flower nectar obtained at Ula'ula Meadow. It changes the form of certain species of Pokémon.,https://img.pokemondb.net/sprites/items/red-nectar.png
457,1100,541,1.0,1,2.0,Red Scarf,['holdable-active'],Scarves,Raises the holder's Coolness while in a contest.,Red Scarf,General items,Raises holder's Cool aspect in a Contest.,https://img.pokemondb.net/sprites/items/red-scarf.png
458,1101,542,1.0,1,2.0,Red Shard,['underground'],Collectibles,No effect. Can be traded for items or moves.,Red Shard,General items,A small red shard. It appears to be from some sort of implement made long ago.,https://img.pokemondb.net/sprites/items/red-shard.png
459,1105,543,1.0,1,2.0,Relaxed Mint,[],Nature Mints,,Relaxed Mint,Battle items,Changes the Pokémon's stats to match the Relaxed nature.,https://img.pokemondb.net/s.png
460,1106,544,1.0,1,2.0,Relic Band,[],Loot,Sell to Villa Owner for 100000 Pokédollars.,Relic Band,General items,"A bracelet made in a civilization about 3,000 years ago. A maniac will buy it for a high price.",https://img.pokemondb.net/sprites/items/relic-band.png
461,1107,545,1.0,1,2.0,Relic Copper,[],Loot,Sell to Villa Owner for 1000 Pokédollars.,Relic Copper,General items,"A copper coin used in a civilization about 3,000 years ago. A maniac will buy it for a high price.",https://img.pokemondb.net/sprites/items/relic-copper.png
462,1108,546,1.0,1,2.0,Relic Crown,[],Loot,Sell to Villa Owner for 300000 Pokédollars.,Relic Crown,General items,"A crown made in a civilization about 3,000 years ago. A maniac will buy it for a high price.",https://img.pokemondb.net/sprites/items/relic-crown.png
463,1109,547,1.0,1,2.0,Relic Gold,[],Loot,Sell to Villa Owner 10000 Pokédollars.,Relic Gold,General items,"A gold coin used in a civilization about 3,000 years ago. A maniac will buy it for a high price.",https://img.pokemondb.net/sprites/items/relic-gold.png
464,1110,548,1.0,1,2.0,Relic Silver,[],Loot,Sell to Villa Owner 5000 Pokédollars.,Relic Silver,General items,"A silver coin used in a civilization about 3,000 years ago. A maniac will buy it for a high price.",https://img.pokemondb.net/sprites/items/relic-silver.png
465,1111,549,1.0,1,2.0,Relic Statue,[],Loot,Sell to Villa Owner 200000 Pokédollars.,Relic Statue,General items,"A stone figure made in a civilization about 3,000 years ago. A maniac will buy it for a high price.",https://img.pokemondb.net/sprites/items/relic-statue.png
466,1112,550,1.0,1,2.0,Relic Vase,[],Loot,Sell to Villa Owner 50000 Pokédollars.,Relic Vase,General items,"A vase made in a civilization about 3,000 years ago. A maniac will buy it for a high price.",https://img.pokemondb.net/sprites/items/relic-vase.png
467,1113,552,1.0,1,2.0,Repeat Ball,"['countable', 'consumable', 'usable-in-battle', 'holdable']",Special Balls,Tries to catch a wild Pokémon.  Success rate is 3× for previously-caught Pokémon.,Repeat Ball,Pokeballs,A somewhat different Poké Ball that works especially well on Pokémon species that were previously caught.,https://img.pokemondb.net/sprites/items/repeat-ball.png
468,1114,553,1.0,1,2.0,Repel,[],Spelunking,"For 100 steps, prevents wild encounters of level lower than your party's lead Pokémon.",Repel,General items,An item that prevents weak wild Pokémon from appearing for 100 steps after its use.,https://img.pokemondb.net/sprites/items/repel.png
469,1116,554,1.0,1,2.0,Reset Urge,[],Miracle Shooter,Resets a friendly Pokémon's stat changes.,Reset Urge,Battle items,"When used, it restores any stat changes of an ally Pokémon.",https://img.pokemondb.net/sprites/items/reset-urge.png
470,1117,555,1.0,1,2.0,Resist Wing,[],Vitamins,Increases Defense effort by 1.,Resist Wing,Medicine,Increases Defense EVs by 1.,https://img.pokemondb.net/sprites/items/resist-wing.png
471,1119,556,1.0,1,2.0,Reveal Glass,[],Gameplay,"Switches Tornadus, Thundurus, and Landorus between Incarnate and Therian Forme.",Reveal Glass,General items,A looking glass that reveals the truth. It's a mysterious glass that returns a Pokémon to its original shape.,https://img.pokemondb.net/sprites/items/reveal-glass.png
472,1120,557,1.0,1,2.0,Revival Herb,"['countable', 'consumable', 'usable-overworld', 'usable-in-battle', 'holdable']",Revival,"Revives with full HP, but lowers happiness.",Revival Herb,Medicine,"Revives a Pokémon to max HP, but lowers Friendship.",https://img.pokemondb.net/sprites/items/revival-herb.png
473,1121,558,1.0,1,2.0,Revive,"['countable', 'consumable', 'usable-overworld', 'usable-in-battle', 'holdable', 'underground']",Revival,Revives with half HP.,Revive,Medicine,A medicine that revives a fainted Pokémon. It restores half the Pokémon's maximum HP.,https://img.pokemondb.net/sprites/items/revive.png
474,1123,559,1.0,1,2.0,Ribbon Sweet,[],Evolution,,Ribbon Sweet,Hold items,Evolves Milcery into Ribbon Flavor Alcremie.,https://img.pokemondb.net/s.png
475,1126,560,1.0,1,2.0,Rindo Berry,['holdable-active'],Type Protection,Held: Consumed when struck by a super-effective Grass-type attack to halve the damage.,Rindo Berry,Berries,Weakens a supereffective Grass-type attack against the holding Pokémon.,https://img.pokemondb.net/sprites/items/rindo-berry.png
476,1127,561,1.0,1,2.0,Ring Target,[],Held Items,Held: Negates the holder's type immunities. Ability immunities are not removed.,Ring Target,Hold items,Moves that would otherwise have no effect will land on the Pokémon that holds it.,https://img.pokemondb.net/sprites/items/ring-target.png
477,1132,562,1.0,1,2.0,Rock Gem,[],Jewels,"Held: When the holder uses a damaging rock-type move, the move has 1.5× power and this item is consumed.",Rock Gem,Hold items,Increases the power of a Rock-type move only once.,https://img.pokemondb.net/sprites/items/rock-gem.png
478,1133,563,1.0,1,2.0,Rock Incense,"['holdable', 'holdable-active']",Type Enhancement,Held: Rock-Type moves from holder do 20% more damage. Breeding: Sudowoodo begets a Bonsly Egg.,Rock Incense,Hold items,Increases the power of Rock-type moves. Breeding Sudowoodo produces Bonsly when held.,https://img.pokemondb.net/sprites/items/rock-incense.png
479,1134,564,1.0,1,2.0,Rock Memory,[],Memories,Held: Changes Silvally to its Rock form.  Changes Multi-Attack's type to Rock.,Rock Memory,Hold items,Changes Silvally and its move Multi-Attack to Rock type.,https://img.pokemondb.net/sprites/items/rock-memory.png
480,1137,566,1.0,1,2.0,Rocky Helmet,[],Held Items,"Held: When the holder is hit by a contact move, the attacking Pokémon takes 1/6 its max HP in damage.",Rocky Helmet,Hold items,"If the holder of this item takes damage, the attacker will also be damaged upon contact.",https://img.pokemondb.net/sprites/items/rocky-helmet.png
481,1138,567,1.0,1,2.0,Roller Skates,[],Gameplay,Allows the player to move quickly and off the grid.,Roller Skates,General items,"Attaches roller skates to the bottom of your shoes, allowing you to glide quickly around and perform tricks.",https://img.pokemondb.net/sprites/items/roller-skates.png
482,1139,568,1.0,1,2.0,Room Service,[],Held Items,,Room Service,Hold items,Lowers the Pokémon's speed during Trick Room.,https://img.pokemondb.net/s.png
483,1140,569,1.0,1,2.0,Root Fossil,['underground'],Dex Completion,Can be revived into a Lileep.,Root Fossil,General items,A fossil of an ancient Pokémon that lived in the sea. It appears to be part of a plant root.,https://img.pokemondb.net/sprites/items/root-fossil.png
484,1141,570,1.0,1,2.0,Rose Incense,"['holdable', 'holdable-active']",Type Enhancement,Held: Grass-Type moves from holder do 20% more damage. Breeding: Roselia or Roserade beget a Budew Egg.,Rose Incense,Hold items,Increases the power of Grass-type moves. Breeding Roselia or Roserade produces Budew when held.,https://img.pokemondb.net/sprites/items/rose-incense.png
485,1142,571,1.0,1,2.0,Roseli Berry,[],Type Protection,Held: Consumed when struck by a super-effective Fairy-type attack to halve the damage.,Roseli Berry,Berries,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Fairy-type attack.",https://img.pokemondb.net/sprites/items/roseli-berry.png
486,1143,572,1.0,1,2.0,Roto Bargain,[],Unused,XXX new effect for roto-bargain,Roto Bargain,Battle items,Reduces the prices of products at Poké Marts by half.,https://img.pokemondb.net/sprites/items/roto-bargain.png
487,1144,573,1.0,1,2.0,Roto Boost,[],Unused,XXX new effect for roto-boost,Roto Boost,Battle items,Raises all stats of your battling Pokémon.,https://img.pokemondb.net/sprites/items/roto-boost.png
488,1145,574,1.0,1,2.0,Roto Catch,[],Unused,XXX new effect for roto-catch,Roto Catch,Battle items,Increases the chance to catch Pokémon a lot.,https://img.pokemondb.net/sprites/items/roto-catch.png
490,1146,575,1.0,1,2.0,Roto Encounter,[],Unused,XXX new effect for roto-encounter,Roto Encounter,Battle items,Increases the chance of encountering high-level wild Pokémon a lot for a certain period of time.,https://img.pokemondb.net/sprites/items/roto-encounter.png
492,1148,577,1.0,1,2.0,Roto Friendship,[],Unused,XXX new effect for roto-friendship,Roto Friendship,Battle items,Helps Pokémon in your party grow friendly faster.,https://img.pokemondb.net/sprites/items/roto-friendship.png
494,1149,578,1.0,1,2.0,Roto Hatch,[],Unused,XXX new effect for roto-hatch,Roto Hatch,Battle items,Helps Eggs hatch faster.,https://img.pokemondb.net/sprites/items/roto-hatch.png
495,1150,579,1.0,1,2.0,Roto Hp Restore,[],Unused,XXX new effect for roto-hp-restore,Roto Hp Restore,Battle items,Fully restores the HP of your battling Pokémon.,https://img.pokemondb.net/sprites/items/roto-hp-restore.png
498,1151,580,1.0,1,2.0,Roto Pp Restore,[],Unused,XXX new effect for roto-pp-restore,Roto Pp Restore,Battle items,Fully restores the PP of your battling Pokémon.,https://img.pokemondb.net/sprites/items/roto-pp-restore.png
499,1152,581,1.0,1,2.0,Roto Prize Money,[],Unused,XXX new effect for roto-prize-money,Roto Prize Money,Battle items,Triples the prize money you receive after battle.,https://img.pokemondb.net/sprites/items/roto-prize-money.png
500,1153,582,1.0,1,2.0,Roto Stealth,[],Unused,XXX new effect for roto-stealth,Roto Stealth,Battle items,Prevents you from encountering wild Pokémon for a certain period of time.,https://img.pokemondb.net/sprites/items/roto-stealth.png
501,1159,583,1.0,1,2.0,Rowap Berry,['holdable-active'],Other,Held: Consumed to deal 1/8 attacker's max HP when holder is struck by a special attack.,Rowap Berry,Berries,"If held by a Pokémon and a special attack lands, the attacker also takes damage.",https://img.pokemondb.net/sprites/items/rowap-berry.png
502,1165,584,1.0,1,2.0,Sablenite,[],Mega Stones,Held: Allows Sableye to Mega Evolve into Mega Sableye.,Sablenite,Hold items,Enables Sableye to Mega Evolve during battle.,https://img.pokemondb.net/sprites/items/sablenite.png
503,1166,585,1.0,1,2.0,Sachet,[],Evolution,Traded on a Spritzee: Holder evolves into Aromatisse.,Sachet,General items,Evolves Spritzee when traded holding the item.,https://img.pokemondb.net/sprites/items/sachet.png
504,1167,586,1.0,1,2.0,Sacred Ash,"['countable', 'consumable', 'usable-overworld', 'usable-in-battle', 'holdable']",Revival,Revives all fainted Pokémon with full HP.,Sacred Ash,Medicine,"It revives all fainted Pokémon. In doing so, it also fully restores their HP.",https://img.pokemondb.net/sprites/items/sacred-ash.png
505,1168,587,1.0,1,2.0,Safari Ball,"['countable', 'consumable', 'usable-in-battle', 'holdable']",Standard Balls,Tries to catch a wild Pokémon in the Great Marsh or Safari Zone.  Success rate is 1.5×.,Safari Ball,Pokeballs,A special Poké Ball that is used only in the Great Marsh. It is decorated in a camouflage pattern.,https://img.pokemondb.net/sprites/items/safari-ball.png
506,1169,588,1.0,1,2.0,Safety Goggles,[],Held Items,Held: Prevents damage from powder moves and the damage from Hail and Sandstorm.,Safety Goggles,Hold items,Prevents damage from weather and powder.,https://img.pokemondb.net/sprites/items/safety-goggles.png
