,Ability,Pokemon,Hidden
1741,Shadow Tag,gothitelle,True
1742,Shadow Tag,gengar-mega,False
1743,Shed Skin,metapod,False
1744,Shed Skin,kakuna,False
1745,Shed Skin,ekans,False
1746,Shed Skin,arbok,False
1747,Shed Skin,dratini,False
1748,Shed Skin,dragonair,False
1749,Shed Skin,pupitar,False
1750,Shed Skin,silcoon,False
1751,Shed Skin,cascoon,False
1752,Shed Skin,seviper,False
1753,Shed Skin,kricketot,False
1754,Shed Skin,burmy,False
1755,Shed Skin,scraggy,False
1756,Shed Skin,scrafty,False
1757,Shed Skin,karrablast,False
1758,Shed Skin,spewpa,False
1759,Shed Skin,silicobra,False
1760,Shed Skin,sandaconda,False
1761,Shed Skin,sandaconda-gmax,False
1762,Sheer Force,nidoqueen,True
1763,Sheer Force,nidoking,True
1764,Sheer Force,krabby,True
1765,Sheer Force,kingler,True
1766,Sheer Force,tauros,True
1767,Sheer Force,totodile,True
1768,Sheer Force,croconaw,True
1769,Sheer Force,feraligatr,True
1770,Sheer Force,steelix,True
1771,Sheer Force,makuhita,True
1772,Sheer Force,hariyama,True
1773,Sheer Force,mawile,True
1774,Sheer Force,trapinch,True
1775,Sheer Force,bagon,True
1776,Sheer Force,cranidos,True
1777,Sheer Force,rampardos,True
1778,Sheer Force,timburr,False
1779,Sheer Force,gurdurr,False
1780,Sheer Force,conkeldurr,False
1781,Sheer Force,darmanitan-standard,False
1782,Sheer Force,druddigon,False
1783,Sheer Force,rufflet,False
1784,Sheer Force,braviary,False
1785,Sheer Force,landorus-incarnate,True
1786,Sheer Force,toucannon,True
1787,Sheer Force,cufant,False
1788,Sheer Force,copperajah,False
1789,Sheer Force,darmanitan-zen,False
1790,Sheer Force,camerupt-mega,False
1791,Sheer Force,kingler-gmax,True
1792,Sheer Force,copperajah-gmax,False
1793,Shell Armor,shellder,False
1794,Shell Armor,cloyster,False
1795,Shell Armor,krabby,False
1796,Shell Armor,kingler,False
1797,Shell Armor,lapras,False
1798,Shell Armor,omanyte,False
1799,Shell Armor,omastar,False
1800,Shell Armor,torkoal,True
1801,Shell Armor,corphish,False
1802,Shell Armor,crawdaunt,False
1803,Shell Armor,clamperl,False
1804,Shell Armor,turtwig,True
1805,Shell Armor,grotle,True
1806,Shell Armor,torterra,True
1807,Shell Armor,oshawott,True
1808,Shell Armor,dewott,True
1809,Shell Armor,samurott,True
1810,Shell Armor,dwebble,False
1811,Shell Armor,crustle,False
1812,Shell Armor,escavalier,False
1813,Shell Armor,shelmet,False
1814,Shell Armor,turtonator,False
1815,Shell Armor,chewtle,False
1816,Shell Armor,drednaw,False
1817,Shell Armor,slowbro-mega,False
1818,Shell Armor,kingler-gmax,False
1819,Shell Armor,lapras-gmax,False
1820,Shell Armor,drednaw-gmax,False
1821,Shield Dust,caterpie,False
1822,Shield Dust,weedle,False
1823,Shield Dust,venomoth,False
1824,Shield Dust,wurmple,False
1825,Shield Dust,dustox,False
1826,Shield Dust,scatterbug,False
1827,Shield Dust,vivillon,False
1828,Shield Dust,cutiefly,False
1829,Shield Dust,ribombee,False
1830,Shield Dust,snom,False
1831,Shield Dust,frosmoth,False
1832,Shield Dust,ribombee-totem,False
1833,Shields Down,minior-red-meteor,False
1834,Shields Down,minior-orange-meteor,False
1835,Shields Down,minior-yellow-meteor,False
1836,Shields Down,minior-green-meteor,False
1837,Shields Down,minior-blue-meteor,False
1838,Shields Down,minior-indigo-meteor,False
1839,Shields Down,minior-violet-meteor,False
1840,Shields Down,minior-red,False
1841,Shields Down,minior-orange,False
1842,Shields Down,minior-yellow,False
1843,Shields Down,minior-green,False
1844,Shields Down,minior-blue,False
1845,Shields Down,minior-indigo,False
1846,Shields Down,minior-violet,False
1847,Simple,numel,False
1848,Simple,bidoof,False
1849,Simple,bibarel,False
1850,Simple,woobat,True
1851,Simple,swoobat,True
1852,Skill Link,shellder,False
1853,Skill Link,cloyster,False
1854,Skill Link,aipom,True
1855,Skill Link,ambipom,True
1856,Skill Link,minccino,True
1857,Skill Link,cinccino,True
1858,Skill Link,pikipek,False
1859,Skill Link,trumbeak,False
1860,Skill Link,toucannon,False
1861,Skill Link,heracross-mega,False
1862,Slow Start,regigigas,False
1863,Slush Rush,cubchoo,False
1864,Slush Rush,beartic,False
1865,Slush Rush,arctozolt,True
1866,Slush Rush,arctovish,True
1867,Slush Rush,sandshrew-alola,True
1868,Slush Rush,sandslash-alola,True
1869,Sniper,beedrill,True
1870,Sniper,spearow,True
1871,Sniper,fearow,True
1872,Sniper,horsea,False
1873,Sniper,seadra,False
1874,Sniper,spinarak,True
1875,Sniper,ariados,True
1876,Sniper,remoraid,False
1877,Sniper,octillery,False
1878,Sniper,kingdra,False
1879,Sniper,skorupi,False
1880,Sniper,drapion,False
1881,Sniper,binacle,False
1882,Sniper,barbaracle,False
1883,Sniper,sobble,True
1884,Sniper,drizzile,True
1885,Sniper,inteleon,True
1886,Sniper,inteleon-gmax,True
1887,Snow Cloak,articuno,True
1888,Snow Cloak,swinub,False
1889,Snow Cloak,piloswine,False
1890,Snow Cloak,glaceon,False
1891,Snow Cloak,mamoswine,False
1892,Snow Cloak,froslass,False
1893,Snow Cloak,vanillite,False
1894,Snow Cloak,vanillish,False
1895,Snow Cloak,cubchoo,False
1896,Snow Cloak,beartic,False
1897,Snow Cloak,sandshrew-alola,False
1898,Snow Cloak,sandslash-alola,False
1899,Snow Cloak,vulpix-alola,False
1900,Snow Cloak,ninetales-alola,False
1901,Snow Warning,snover,False
1902,Snow Warning,abomasnow,False
1903,Snow Warning,vanilluxe,False
1904,Snow Warning,amaura,True
1905,Snow Warning,aurorus,True
1906,Snow Warning,abomasnow-mega,False
1907,Snow Warning,vulpix-alola,True
1908,Snow Warning,ninetales-alola,True
1909,Solar Power,charmander,True
1910,Solar Power,charmeleon,True
1911,Solar Power,charizard,True
1912,Solar Power,sunkern,False
1913,Solar Power,sunflora,False
1914,Solar Power,tropius,False
1915,Solar Power,helioptile,True
1916,Solar Power,heliolisk,True
1917,Solar Power,houndoom-mega,False
1918,Solar Power,charizard-gmax,True
1919,Solid Rock,camerupt,False
1920,Solid Rock,rhyperior,False
1921,Solid Rock,tirtouga,False
1922,Solid Rock,carracosta,False
1923,Soul Heart,magearna,False
1924,Soul Heart,magearna-original,False
1925,Soundproof,voltorb,False
1926,Soundproof,electrode,False
1927,Soundproof,mr-mime,False
1928,Soundproof,whismur,False
1929,Soundproof,loudred,False
1930,Soundproof,exploud,False
1931,Soundproof,shieldon,True
1932,Soundproof,bastiodon,True
1933,Soundproof,mime-jr,False
1934,Soundproof,snover,True
1935,Soundproof,abomasnow,True
1936,Soundproof,bouffalant,True
1937,Soundproof,jangmo-o,False
1938,Soundproof,hakamo-o,False
1939,Soundproof,kommo-o,False
1940,Soundproof,kommo-o-totem,False
1941,Speed Boost,yanma,False
1942,Speed Boost,torchic,True
1943,Speed Boost,combusken,True
1944,Speed Boost,blaziken,True
1945,Speed Boost,ninjask,False
1946,Speed Boost,carvanha,True
1947,Speed Boost,sharpedo,True
1948,Speed Boost,yanmega,False
1949,Speed Boost,venipede,True
1950,Speed Boost,whirlipede,True
1951,Speed Boost,scolipede,True
1952,Speed Boost,blaziken-mega,False
1953,Stakeout,yungoos,False
1954,Stakeout,gumshoos,False
1955,Stakeout,nickit,True
1956,Stakeout,thievul,True
1957,Stakeout,gumshoos-totem,False
1958,Stall,sableye,False
1959,Stalwart,duraludon,True
1960,Stalwart,duraludon-gmax,True
1961,Stamina,mudbray,False
1962,Stamina,mudsdale,False
1963,Stance Change,aegislash-shield,False
1964,Stance Change,aegislash-blade,False
1965,Static,pikachu,False
1966,Static,raichu,False
1967,Static,voltorb,False
1968,Static,electrode,False
1969,Static,electabuzz,False
1970,Static,zapdos,True
1971,Static,pichu,False
1972,Static,mareep,False
1973,Static,flaaffy,False
1974,Static,ampharos,False
1975,Static,elekid,False
1976,Static,electrike,False
1977,Static,manectric,False
1978,Static,emolga,False
1979,Static,stunfisk,False
1980,Static,toxel,False
1981,Static,arctozolt,False
1982,Static,pikachu-rock-star,False
1983,Static,pikachu-belle,False
1984,Static,pikachu-pop-star,False
1985,Static,pikachu-phd,False
1986,Static,pikachu-libre,False
1987,Static,pikachu-cosplay,False
1988,Static,pikachu-original-cap,False
1989,Static,pikachu-hoenn-cap,False
1990,Static,pikachu-sinnoh-cap,False
1991,Static,pikachu-unova-cap,False
1992,Static,pikachu-kalos-cap,False
1993,Static,pikachu-alola-cap,False
1994,Static,pikachu-partner-cap,False
1995,Static,pikachu-starter,False
1996,Static,pikachu-world-cap,False
1997,Static,pikachu-gmax,False
1998,Steadfast,machop,True
1999,Steadfast,machoke,True
2000,Steadfast,machamp,True
2001,Steadfast,scyther,True
2002,Steadfast,tyrogue,False
2003,Steadfast,hitmontop,True
2004,Steadfast,riolu,False
2005,Steadfast,lucario,False
2006,Steadfast,gallade,False
2007,Steadfast,rockruff,True
2008,Steadfast,lycanroc-midday,True
2009,Steadfast,dubwool,False
2010,Steadfast,sirfetchd,False
2011,Steadfast,mewtwo-mega-x,False
2012,Steadfast,farfetchd-galar,False
2013,Steadfast,machamp-gmax,True
2014,Steam Engine,rolycoly,False
2015,Steam Engine,carkol,False
2016,Steam Engine,coalossal,False
2017,Steam Engine,coalossal-gmax,False
2018,Steelworker,dhelmise,False
2019,Steely Spirit,perrserker,True
2020,Stench,gloom,True
2021,Stench,grimer,False
2022,Stench,muk,False
2023,Stench,koffing,True
2024,Stench,weezing,True
2025,Stench,stunky,False
2026,Stench,skuntank,False
2027,Stench,trubbish,False
2028,Stench,garbodor,False
2029,Stench,garbodor-gmax,False
2030,Sticky Hold,grimer,False
2031,Sticky Hold,muk,False
2032,Sticky Hold,gulpin,False
2033,Sticky Hold,swalot,False
2034,Sticky Hold,shellos,False
2035,Sticky Hold,gastrodon,False
2036,Sticky Hold,trubbish,False
2037,Sticky Hold,accelgor,False
2038,Storm Drain,lileep,True
2039,Storm Drain,cradily,True
2040,Storm Drain,shellos,False
2041,Storm Drain,gastrodon,False
2042,Storm Drain,finneon,False
2043,Storm Drain,lumineon,False
2044,Storm Drain,maractus,True
2045,Strong Jaw,tyrunt,False
2046,Strong Jaw,tyrantrum,False
2047,Strong Jaw,yungoos,False
2048,Strong Jaw,gumshoos,False
2049,Strong Jaw,bruxish,False
2050,Strong Jaw,chewtle,False
2051,Strong Jaw,drednaw,False
2052,Strong Jaw,boltund,False
2053,Strong Jaw,dracovish,False
2054,Strong Jaw,sharpedo-mega,False
2055,Strong Jaw,gumshoos-totem,False
2056,Strong Jaw,drednaw-gmax,False
2057,Sturdy,geodude,False
2058,Sturdy,graveler,False
2059,Sturdy,golem,False
2060,Sturdy,magnemite,False
2061,Sturdy,magneton,False
2062,Sturdy,onix,False
2063,Sturdy,sudowoodo,False
2064,Sturdy,pineco,False
2065,Sturdy,forretress,False
2066,Sturdy,steelix,False
2067,Sturdy,shuckle,False
2068,Sturdy,skarmory,False
2069,Sturdy,donphan,False
2070,Sturdy,nosepass,False
2071,Sturdy,aron,False
2072,Sturdy,lairon,False
2073,Sturdy,aggron,False
2074,Sturdy,relicanth,True
2075,Sturdy,regirock,True
2076,Sturdy,shieldon,False
2077,Sturdy,bastiodon,False
2078,Sturdy,bonsly,False
2079,Sturdy,magnezone,False
2080,Sturdy,probopass,False
2081,Sturdy,roggenrola,False
2082,Sturdy,boldore,False
2083,Sturdy,gigalith,False
2084,Sturdy,sawk,False
2085,Sturdy,dwebble,False
2086,Sturdy,crustle,False
2087,Sturdy,tirtouga,False
2088,Sturdy,carracosta,False
2089,Sturdy,tyrunt,True
2090,Sturdy,carbink,True
2091,Sturdy,bergmite,True
2092,Sturdy,avalugg,True
2093,Sturdy,togedemaru,True
2094,Sturdy,cosmoem,False
2095,Sturdy,geodude-alola,False
2096,Sturdy,graveler-alola,False
2097,Sturdy,golem-alola,False
2098,Sturdy,togedemaru-totem,True
2099,Suction Cups,octillery,False
2100,Suction Cups,lileep,False
2101,Suction Cups,cradily,False
2102,Suction Cups,inkay,False
2103,Suction Cups,malamar,False
2104,Super Luck,togepi,True
2105,Super Luck,togetic,True
2106,Super Luck,murkrow,False
2107,Super Luck,absol,False
2108,Super Luck,honchkrow,False
2109,Super Luck,togekiss,True
2110,Super Luck,pidove,False
2111,Super Luck,tranquill,False
2112,Super Luck,unfezant,False
2113,Surge Surfer,raichu-alola,False
2114,Swarm,beedrill,False
2115,Swarm,scyther,False
2116,Swarm,ledyba,False
2117,Swarm,ledian,False
2118,Swarm,spinarak,False
2119,Swarm,ariados,False
2120,Swarm,scizor,False
2121,Swarm,heracross,False
2122,Swarm,beautifly,False
2123,Swarm,volbeat,False
2124,Swarm,kricketune,False
2125,Swarm,mothim,False
2126,Swarm,sewaddle,False
2127,Swarm,leavanny,False
2128,Swarm,venipede,False
2129,Swarm,whirlipede,False
2130,Swarm,scolipede,False
2131,Swarm,karrablast,False
2132,Swarm,escavalier,False
2133,Swarm,joltik,True
2134,Swarm,galvantula,True
2135,Swarm,durant,False
2136,Swarm,larvesta,True
2137,Swarm,volcarona,True
2138,Swarm,grubbin,False
2139,Swarm,blipbug,False
2140,Swarm,dottler,False
2141,Swarm,orbeetle,False
2142,Swarm,orbeetle-gmax,False
2143,Sweet Veil,swirlix,False
2144,Sweet Veil,slurpuff,False
2145,Sweet Veil,cutiefly,True
2146,Sweet Veil,ribombee,True
2147,Sweet Veil,bounsweet,True
2148,Sweet Veil,steenee,True
2149,Sweet Veil,tsareena,True
2150,Sweet Veil,milcery,False
2151,Sweet Veil,alcremie,False
2152,Sweet Veil,ribombee-totem,True
2153,Sweet Veil,alcremie-gmax,False
2154,Swift Swim,psyduck,True
2155,Swift Swim,golduck,True
2156,Swift Swim,poliwag,True
2157,Swift Swim,poliwhirl,True
2158,Swift Swim,poliwrath,True
2159,Swift Swim,horsea,False
2160,Swift Swim,goldeen,False
2161,Swift Swim,seaking,False
2162,Swift Swim,magikarp,False
2163,Swift Swim,omanyte,False
2164,Swift Swim,omastar,False
2165,Swift Swim,kabuto,False
2166,Swift Swim,kabutops,False
2167,Swift Swim,qwilfish,False
2168,Swift Swim,mantine,False
2169,Swift Swim,kingdra,False
2170,Swift Swim,lotad,False
2171,Swift Swim,lombre,False
2172,Swift Swim,ludicolo,False
2173,Swift Swim,surskit,False
2174,Swift Swim,anorith,True
2175,Swift Swim,armaldo,True
2176,Swift Swim,feebas,False
2177,Swift Swim,huntail,False
2178,Swift Swim,gorebyss,False
2179,Swift Swim,relicanth,False
2180,Swift Swim,luvdisc,False
2181,Swift Swim,buizel,False
2182,Swift Swim,floatzel,False
2183,Swift Swim,finneon,False
2184,Swift Swim,lumineon,False
2185,Swift Swim,mantyke,False
2186,Swift Swim,tympole,False
2187,Swift Swim,palpitoad,False
2188,Swift Swim,seismitoad,False
2189,Swift Swim,tirtouga,True
2190,Swift Swim,carracosta,True
2191,Swift Swim,beartic,True
2192,Swift Swim,chewtle,True
2193,Swift Swim,drednaw,True
2194,Swift Swim,arrokuda,False
2195,Swift Swim,barraskewda,False
2196,Swift Swim,swampert-mega,False
2197,Swift Swim,drednaw-gmax,True
2198,Symbiosis,flabebe,True
2199,Symbiosis,floette,True
2200,Symbiosis,florges,True
2201,Symbiosis,oranguru,True
2202,Symbiosis,floette-eternal,True
2203,Synchronize,abra,False
2204,Synchronize,kadabra,False
2205,Synchronize,alakazam,False
2206,Synchronize,mew,False
2207,Synchronize,natu,False
2208,Synchronize,xatu,False
2209,Synchronize,espeon,False
2210,Synchronize,umbreon,False
2211,Synchronize,ralts,False
2212,Synchronize,kirlia,False
2213,Synchronize,gardevoir,False
2214,Synchronize,munna,False
2215,Synchronize,musharna,False
2216,Synchronize,elgyem,False
2217,Synchronize,beheeyem,False
2218,Synchronize,indeedee-male,False
2219,Synchronize,indeedee-female,False
2220,Tangled Feet,pidgey,False
2221,Tangled Feet,pidgeotto,False
2222,Tangled Feet,pidgeot,False
2223,Tangled Feet,doduo,True
2224,Tangled Feet,dodrio,True
2225,Tangled Feet,spinda,False
2226,Tangled Feet,chatot,False
2227,Tangled Feet,mr-rime,False
2228,Tangling Hair,diglett-alola,False
2229,Tangling Hair,dugtrio-alola,False
2230,Technician,meowth,False
2231,Technician,persian,False
2232,Technician,mr-mime,True
2233,Technician,scyther,False
2234,Technician,scizor,False
2235,Technician,smeargle,False
2236,Technician,hitmontop,False
2237,Technician,breloom,True
2238,Technician,kricketune,True
2239,Technician,roserade,True
2240,Technician,ambipom,False
2241,Technician,mime-jr,True
2242,Technician,minccino,False
2243,Technician,cinccino,False
2244,Technician,marshadow,False
2245,Technician,toxtricity-amped,True
2246,Technician,clobbopus,True
2247,Technician,grapploct,True
2248,Technician,scizor-mega,False
2249,Technician,meowth-alola,False
2250,Technician,persian-alola,False
2251,Technician,toxtricity-low-key,True
2252,Technician,meowth-gmax,False
2253,Technician,toxtricity-amped-gmax,True
2254,Technician,toxtricity-low-key-gmax,True
2255,Telepathy,wobbuffet,True
2256,Telepathy,ralts,True
2257,Telepathy,kirlia,True
2258,Telepathy,gardevoir,True
2259,Telepathy,meditite,True
2260,Telepathy,medicham,True
2261,Telepathy,wynaut,True
2262,Telepathy,dialga,True
2263,Telepathy,palkia,True
2264,Telepathy,giratina-altered,True
2265,Telepathy,munna,True
2266,Telepathy,musharna,True
2267,Telepathy,elgyem,False
2268,Telepathy,beheeyem,False
2269,Telepathy,noibat,True
2270,Telepathy,noivern,True
2271,Telepathy,oranguru,False
2272,Telepathy,tapu-koko,True
2273,Telepathy,tapu-lele,True
2274,Telepathy,tapu-bulu,True
2275,Telepathy,tapu-fini,True
2276,Telepathy,blipbug,True
2277,Telepathy,dottler,True
2278,Telepathy,orbeetle,True
2279,Telepathy,orbeetle-gmax,True
2280,Teravolt,zekrom,False
2281,Teravolt,kyurem-black,False
2282,Thick Fat,seel,False
2283,Thick Fat,dewgong,False
2284,Thick Fat,snorlax,False
2285,Thick Fat,marill,False
2286,Thick Fat,azumarill,False
2287,Thick Fat,swinub,True
2288,Thick Fat,piloswine,True
2289,Thick Fat,miltank,False
2290,Thick Fat,makuhita,False
2291,Thick Fat,hariyama,False
2292,Thick Fat,azurill,False
2293,Thick Fat,spoink,False
2294,Thick Fat,grumpig,False
2295,Thick Fat,spheal,False
2296,Thick Fat,sealeo,False
2297,Thick Fat,walrein,False
2298,Thick Fat,purugly,False
2299,Thick Fat,munchlax,False
2300,Thick Fat,mamoswine,True
2301,Thick Fat,tepig,True
2302,Thick Fat,pignite,True
2303,Thick Fat,appletun,True
2304,Thick Fat,venusaur-mega,False
2305,Thick Fat,rattata-alola,True
2306,Thick Fat,raticate-alola,True
2307,Thick Fat,raticate-totem-alola,True
2308,Thick Fat,snorlax-gmax,False
2309,Thick Fat,appletun-gmax,True
2310,Tinted Lens,butterfree,True
2311,Tinted Lens,venonat,False
2312,Tinted Lens,venomoth,False
2313,Tinted Lens,hoothoot,True
2314,Tinted Lens,noctowl,True
2315,Tinted Lens,illumise,False
2316,Tinted Lens,mothim,True
2317,Tinted Lens,yanmega,False
2318,Tinted Lens,sigilyph,True
2319,Tinted Lens,butterfree-gmax,True
2320,Torrent,squirtle,False
2321,Torrent,wartortle,False
2322,Torrent,blastoise,False
2323,Torrent,totodile,False
2324,Torrent,croconaw,False
2325,Torrent,feraligatr,False
2326,Torrent,mudkip,False
2327,Torrent,marshtomp,False
2328,Torrent,swampert,False
2329,Torrent,piplup,False
2330,Torrent,prinplup,False
2331,Torrent,empoleon,False
2332,Torrent,oshawott,False
2333,Torrent,dewott,False
2334,Torrent,samurott,False
2335,Torrent,panpour,True
2336,Torrent,simipour,True
2337,Torrent,froakie,False
2338,Torrent,frogadier,False
2339,Torrent,greninja,False
2340,Torrent,popplio,False
2341,Torrent,brionne,False
2342,Torrent,primarina,False
2343,Torrent,sobble,False
2344,Torrent,drizzile,False
2345,Torrent,inteleon,False
2346,Torrent,blastoise-gmax,False
2347,Torrent,inteleon-gmax,False
2348,Tough Claws,binacle,False
2349,Tough Claws,barbaracle,False
2350,Tough Claws,perrserker,False
2351,Tough Claws,charizard-mega-x,False
2352,Tough Claws,aerodactyl-mega,False
2353,Tough Claws,metagross-mega,False
2354,Tough Claws,lycanroc-dusk,False
2355,Tough Claws,meowth-galar,False
2356,Toxic Boost,zangoose,True
2357,Trace,porygon,False
2358,Trace,porygon2,False
2359,Trace,ralts,False
2360,Trace,kirlia,False
2361,Trace,gardevoir,False
2362,Trace,alakazam-mega,False
2363,Transistor,regieleki,False
2364,Triage,comfey,False
2365,Truant,slakoth,False
2366,Truant,slaking,False
2367,Truant,durant,True
2368,Turboblaze,reshiram,False
2369,Turboblaze,kyurem-white,False
2370,Unaware,clefable,True
2371,Unaware,wooper,True
2372,Unaware,quagsire,True
2373,Unaware,bidoof,False
2374,Unaware,bibarel,False
2375,Unaware,woobat,False
2376,Unaware,swoobat,False
2377,Unaware,pyukumuku,True
2378,Unaware,cosmog,False
2379,Unburden,hitmonlee,True
2380,Unburden,treecko,True
2381,Unburden,grovyle,True
2382,Unburden,sceptile,True
2383,Unburden,drifloon,False
2384,Unburden,drifblim,False
2385,Unburden,purrloin,False
2386,Unburden,liepard,False
2387,Unburden,accelgor,True
2388,Unburden,swirlix,True
2389,Unburden,slurpuff,True
2390,Unburden,hawlucha,False
2391,Unburden,nickit,False
2392,Unburden,thievul,False
2393,Unnerve,ekans,True
2394,Unnerve,arbok,True
2395,Unnerve,meowth,True
2396,Unnerve,persian,True
2397,Unnerve,aerodactyl,True
2398,Unnerve,mewtwo,True
2399,Unnerve,ursaring,True
2400,Unnerve,houndour,True
2401,Unnerve,houndoom,True
2402,Unnerve,tyranitar,True
2403,Unnerve,masquerain,True
2404,Unnerve,vespiquen,True
2405,Unnerve,joltik,False
2406,Unnerve,galvantula,False
2407,Unnerve,axew,True
2408,Unnerve,fraxure,True
2409,Unnerve,haxorus,True
2410,Unnerve,litleo,False
2411,Unnerve,pyroar,False
2412,Unnerve,bewear,True
2413,Unnerve,rookidee,False
2414,Unnerve,corvisquire,False
2415,Unnerve,corviknight,False
2416,Unnerve,calyrex,False
2417,Unnerve,meowth-galar,True
2418,Unnerve,meowth-gmax,True
2419,Unnerve,corviknight-gmax,False
2420,Unseen Fist,urshifu-single-strike,False
2421,Unseen Fist,urshifu-rapid-strike,False
2422,Unseen Fist,urshifu-single-strike-gmax,False
2423,Unseen Fist,urshifu-rapid-strike-gmax,False
2424,Victory Star,victini,False
2425,Vital Spirit,mankey,False
2426,Vital Spirit,primeape,False
2427,Vital Spirit,electabuzz,True
2428,Vital Spirit,magmar,True
2429,Vital Spirit,delibird,False
2430,Vital Spirit,tyrogue,True
2431,Vital Spirit,elekid,True
2432,Vital Spirit,magby,True
2433,Vital Spirit,vigoroth,False
2434,Vital Spirit,electivire,True
2435,Vital Spirit,magmortar,True
2436,Vital Spirit,lillipup,False
2437,Vital Spirit,rockruff,False
2438,Vital Spirit,lycanroc-midnight,False
2439,Vital Spirit,mr-mime-galar,False
2440,Volt Absorb,jolteon,False
2441,Volt Absorb,chinchou,False
2442,Volt Absorb,lanturn,False
2443,Volt Absorb,minun,True
2444,Volt Absorb,pachirisu,True
2445,Volt Absorb,zeraora,False
2446,Volt Absorb,dracozolt,False
2447,Volt Absorb,arctozolt,False
2448,Volt Absorb,thundurus-therian,False
2449,Wandering Spirit,runerigus,False
2450,Wandering Spirit,yamask-galar,False
2451,Water Absorb,poliwag,False
2452,Water Absorb,poliwhirl,False
2453,Water Absorb,poliwrath,False
2454,Water Absorb,lapras,False
2455,Water Absorb,vaporeon,False
2456,Water Absorb,chinchou,True
2457,Water Absorb,lanturn,True
2458,Water Absorb,politoed,False
2459,Water Absorb,wooper,False
2460,Water Absorb,quagsire,False
2461,Water Absorb,mantine,False
2462,Water Absorb,cacnea,True
2463,Water Absorb,cacturne,True
2464,Water Absorb,mantyke,False
2465,Water Absorb,tympole,True
2466,Water Absorb,palpitoad,True
2467,Water Absorb,seismitoad,True
2468,Water Absorb,maractus,False
2469,Water Absorb,frillish,False
2470,Water Absorb,jellicent,False
2471,Water Absorb,volcanion,False
2472,Water Absorb,dewpider,True
2473,Water Absorb,araquanid,True
2474,Water Absorb,dracovish,False
2475,Water Absorb,arctovish,False
2476,Water Absorb,araquanid-totem,True
2477,Water Absorb,lapras-gmax,False
2478,Water Bubble,dewpider,False
2479,Water Bubble,araquanid,False
2480,Water Bubble,araquanid-totem,False
2481,Water Compaction,sandygast,False
2482,Water Compaction,palossand,False
2483,Water Veil,goldeen,False
2484,Water Veil,seaking,False
2485,Water Veil,mantine,True
2486,Water Veil,wailmer,False
2487,Water Veil,wailord,False
2488,Water Veil,huntail,True
2489,Water Veil,buizel,True
2490,Water Veil,floatzel,True
2491,Water Veil,finneon,True
2492,Water Veil,lumineon,True
2493,Water Veil,mantyke,True
2494,Weak Armor,onix,True
2495,Weak Armor,omanyte,True
2496,Weak Armor,omastar,True
2497,Weak Armor,kabuto,True
2498,Weak Armor,kabutops,True
2499,Weak Armor,slugma,True
2500,Weak Armor,magcargo,True
2501,Weak Armor,skarmory,True
2502,Weak Armor,roggenrola,False
2503,Weak Armor,boldore,False
2504,Weak Armor,dwebble,True
2505,Weak Armor,crustle,True
2506,Weak Armor,garbodor,False
2507,Weak Armor,vanillite,True
2508,Weak Armor,vanillish,True
2509,Weak Armor,vanilluxe,True
2510,Weak Armor,vullaby,True
2511,Weak Armor,mandibuzz,True
2512,Weak Armor,sinistea,False
2513,Weak Armor,polteageist,False
2514,Weak Armor,cursola,False
2515,Weak Armor,corsola-galar,False
2516,Weak Armor,garbodor-gmax,False
2517,White Smoke,torkoal,False
2518,White Smoke,heatmor,True
2519,White Smoke,sizzlipede,False
2520,White Smoke,centiskorch,False
2521,White Smoke,centiskorch-gmax,False
2522,Wimp Out,wimpod,False
2523,Wonder Guard,shedinja,False
2524,Wonder Skin,venomoth,True
2525,Wonder Skin,skitty,True
2526,Wonder Skin,delcatty,True
2527,Wonder Skin,sigilyph,False
2528,Wonder Skin,bruxish,True
2529,Zen Mode,darmanitan-standard,True
2530,Zen Mode,darmanitan-zen,True
2531,Zen Mode,darmanitan-galar-standard,True
2532,Zen Mode,darmanitan-galar-zen,True
