,Move,UsePercentage,Pokemon,Name
1119,Trick Room,81.709,Lunala,Trick Room
1120,Trick Room,90.227,Mimikyu,Trick Room
1121,Trick Room,26.848,Gothitelle,Trick Room
1122,Trick Room,89.100,Bronzong,Trick Room
1123,Trick Room,81.248,Indeedee Male,Trick Room
1124,Trick Room,61.193,Comfey,Trick Room
1125,Trick Room,98.313,Dawn Wings Necrozma,Trick Room
1126,Trick Room,67.440,Dusk Mane Necrozma,Trick Room
1127,Trick Room,6.541,Meowstic Male,Trick Room
1128,Trick Room,93.105,Stakataka,Trick Room
1129,Trick Room,13.580,Mewtwo,Trick Room
1130,Trick Room,76.270,Klinklang,Trick Room
1131,Trick Room,84.068,Hatterene,Trick Room
1132,Trick Room,86.098,Slowking,Trick Room
1133,Trick Room,70.209,Galarian Articuno,Trick Room
1134,Trick Room,74.327,Slowbro,Trick Room
1135,Trick Room,94.086,Oranguru,Trick Room
1136,Trick Room,17.683,Nihilego,Trick Room
1137,Trick Room,73.539,Chandelure,Trick Room
1138,Trick Room,41.094,Porygon-Z,Trick Room
1139,Trick Room,97.280,Jellicent,Trick Room
1140,Trick Room,99.562,Alolan Exeggutor,Trick Room
1141,Trick Room,5.117,Trevenant,Trick Room
1142,Trick Room,71.706,Cresselia,Trick Room
1143,Trick Room,98.937,Mr. Rime,Trick Room
1144,Trick Room,31.653,Gengar,Trick Room
1145,Trick Room,46.119,Espeon,Trick Room
1146,Trick Room,87.217,Runerigus,Trick Room
1147,Trick Room,31.882,Alakazam,Trick Room
1148,Trick Room,97.278,Cofagrigus,Trick Room
1149,Trick Room,13.289,Starmie,Trick Room
1150,Trick Room,34.985,Mr. Mime,Trick Room
1151,Trick Room,27.514,Gallade,Trick Room
1152,Trick Room,74.028,Gourgeist Small Size,Trick Room
1153,Trick Room,68.450,Malamar,Trick Room
1154,Trick Room,82.873,Galarian Slowbro,Trick Room
1155,Trick Room,99.680,Aromatisse,Trick Room
1156,Trick Room,97.989,Gourgeist Super Size,Trick Room
1157,Trick Room,86.003,Claydol,Trick Room
1158,Trick Room,94.054,Reuniclus,Trick Room
1159,Trick Room,91.525,Dusknoir,Trick Room
1160,Trick Room,84.948,Gardevoir,Trick Room
1161,Trick Room,87.535,Sigilyph,Trick Room
1162,Trick Room,75.249,Orbeetle,Trick Room
1163,Trick Room,14.673,Beheeyem,Trick Room
1164,Trick Room,91.199,Mime Jr.,Trick Room
1165,Trick Room,99.986,Gourgeist Large Size,Trick Room
1166,Energy Ball,7.051,Calyrex Shadow Rider,Energy Ball
1167,Energy Ball,38.249,Whimsicott,Energy Ball
1168,Energy Ball,13.322,Tapu Lele,Energy Ball
1169,Energy Ball,11.243,Celesteela,Energy Ball
1170,Energy Ball,34.295,Ludicolo,Energy Ball
1171,Energy Ball,14.182,Primarina,Energy Ball
1172,Energy Ball,10.810,Chandelure,Energy Ball
1173,Energy Ball,9.565,Sceptile,Energy Ball
1174,Energy Ball,24.574,Cherrim,Energy Ball
1175,Energy Ball,82.448,Exeggutor,Energy Ball
1176,Energy Ball,8.132,Latias,Energy Ball
1177,Energy Ball,40.742,Cradily,Energy Ball
1178,Energy Ball,31.880,Abomasnow,Energy Ball
1179,Energy Ball,51.566,Vikavolt,Energy Ball
1180,Energy Ball,8.593,Cresselia,Energy Ball
1181,Energy Ball,49.345,Xurkitree,Energy Ball
1182,Energy Ball,27.188,Gengar,Energy Ball
1183,Energy Ball,48.861,Palossand,Energy Ball
1184,Energy Ball,39.051,Drampa,Energy Ball
1185,Energy Ball,12.871,Lilligant,Energy Ball
1186,Energy Ball,6.404,Virizion,Energy Ball
1187,Energy Ball,10.686,Alakazam,Energy Ball
1188,Energy Ball,3.159,Ninetales,Energy Ball
1189,Energy Ball,39.791,Shiinotic,Energy Ball
1190,Energy Ball,42.136,Vileplume,Energy Ball
1191,Energy Ball,11.911,Reuniclus,Energy Ball
1192,Energy Ball,3.868,Sigilyph,Energy Ball
1193,Energy Ball,16.411,Galvantula,Energy Ball
1194,Energy Ball,9.454,Maractus,Energy Ball
1195,Energy Ball,15.806,Orbeetle,Energy Ball
1196,Energy Ball,90.038,Beheeyem,Energy Ball
1197,Speed Swap,5.031,Calyrex Shadow Rider,Speed Swap
1198,Speed Swap,17.598,Bronzong,Speed Swap
1199,Speed Swap,44.941,Pheromosa,Speed Swap
1200,Speed Swap,11.351,Alolan Raichu,Speed Swap
1201,Speed Swap,14.679,Alakazam,Speed Swap
1202,Speed Swap,82.033,Ribombee,Speed Swap
1203,Imprison,4.292,Calyrex Shadow Rider,Imprison
1204,Imprison,78.776,Indeedee Male,Imprison
1205,Imprison,61.233,Chandelure,Imprison
1206,Imprison,5.103,Runerigus,Imprison
1207,Imprison,26.181,Alakazam,Imprison
1208,Imprison,10.982,Gallade,Imprison
1209,Imprison,56.075,Gourgeist Small Size,Imprison
1210,Imprison,2.375,Galarian Slowbro,Imprison
1211,Imprison,17.167,Gourgeist Super Size,Imprison
1212,Imprison,72.714,Claydol,Imprison
1213,Imprison,83.492,Gardevoir,Imprison
1214,Imprison,82.149,Sigilyph,Imprison
1215,Imprison,6.387,Decidueye,Imprison
1216,Imprison,70.952,Orbeetle,Imprison
1217,Imprison,99.986,Gourgeist Large Size,Imprison
1218,Fly,71.796,Thundurus Incarnate Forme,Fly
1219,Fly,90.761,Landorus Therian Forme,Fly
1220,Fly,69.188,Dragapult,Fly
1221,Fly,79.577,Landorus Incarnate Forme,Fly
1222,Fly,53.503,Thundurus Therian Forme,Fly
1223,Fly,73.574,Flapple,Fly
1224,Brick Break,43.333,Thundurus Incarnate Forme,Brick Break
1225,Brick Break,11.325,Barraskewda,Brick Break
1226,Brick Break,18.977,Metagross,Brick Break
1227,Brick Break,19.779,Hitmontop,Brick Break
1228,Brick Break,12.437,Galarian Zapdos,Brick Break
1229,Brick Break,9.178,Alolan Marowak,Brick Break
1230,Brick Break,23.397,Kingler,Brick Break
1231,Brick Break,9.384,Garchomp,Brick Break
1232,Brick Break,33.477,Excadrill,Brick Break
1233,Brick Break,85.023,Toxicroak,Brick Break
1234,Brick Break,11.856,Riolu,Brick Break
1235,Brick Break,40.760,Darmanitan Standard Mode,Brick Break
1236,Brick Break,12.060,Obstagoon,Brick Break
1237,Brick Break,22.399,Scrafty,Brick Break
1238,Brick Break,29.947,Hawlucha,Brick Break
1239,Brick Break,5.075,Miltank,Brick Break
1240,Brick Break,11.859,Crawdaunt,Brick Break
1241,Brick Break,22.150,Dusknoir,Brick Break
1242,Brick Break,30.089,Drapion,Brick Break
1243,Brick Break,6.829,Marowak,Brick Break
1244,Brick Break,5.937,Bewear,Brick Break
1245,Brick Break,35.236,Scyther,Brick Break
1246,Brick Break,31.389,Sandslash,Brick Break
1247,Eerie Impulse,24.899,Thundurus Incarnate Forme,Eerie Impulse
1248,Eerie Impulse,34.166,Porygon2,Eerie Impulse
1249,Eerie Impulse,19.148,Zapdos,Eerie Impulse
1250,Eerie Impulse,12.494,Raichu,Eerie Impulse
1251,Eerie Impulse,17.358,Wash Rotom,Eerie Impulse
1252,Eerie Impulse,29.587,Raikou,Eerie Impulse
1253,Eerie Impulse,11.179,Emolga,Eerie Impulse
1254,Eerie Impulse,84.456,Charjabug,Eerie Impulse
1255,Eerie Impulse,13.650,Dedenne,Eerie Impulse
1256,Superpower,18.700,Thundurus Incarnate Forme,Superpower
1257,Superpower,49.018,Darmanitan Galarian Standard Mode,Superpower
1258,Superpower,5.114,Snorlax,Superpower
1259,Superpower,86.111,Scizor,Superpower
1260,Superpower,17.602,Tyranitar,Superpower
1261,Superpower,46.658,Gigalith,Superpower
1262,Superpower,99.995,Lurantis,Superpower
1263,Superpower,15.490,Dragonite,Superpower
1264,Superpower,10.719,Kabutops,Superpower
1265,Superpower,4.833,Rhyperior,Superpower
1266,Superpower,31.615,Durant,Superpower
1267,Superpower,27.442,Goodra,Superpower
1268,Superpower,52.894,Beartic,Superpower
1269,Superpower,10.187,Copperajah,Superpower
1270,Superpower,99.825,Malamar,Superpower
1271,Superpower,19.787,Stoutland,Superpower
1272,Superpower,9.104,Flygon,Superpower
1273,Superpower,92.253,Druddigon,Superpower
1274,Superpower,95.825,Flareon,Superpower
1275,Superpower,18.661,Scolipede,Superpower
1276,Crunch,12.792,Thundurus Incarnate Forme,Crunch
1277,Crunch,51.432,Entei,Crunch
1278,Crunch,34.666,Barraskewda,Crunch
1279,Crunch,50.063,Dracovish,Crunch
1280,Crunch,4.787,Zekrom,Crunch
1281,Crunch,4.810,Salamence,Crunch
1282,Crunch,41.823,Tyranitar,Crunch
1283,Crunch,16.509,Gyarados,Crunch
1284,Crunch,9.381,Centiskorch,Crunch
1285,Crunch,25.266,Scrafty,Crunch
1286,Crunch,56.664,Silvally,Crunch
1287,Crunch,9.039,Hippowdon,Crunch
1288,Crunch,92.529,Sharpedo,Crunch
1289,Crunch,40.591,Crawdaunt,Crunch
1290,Crunch,4.615,Stoutland,Crunch
1291,Crunch,8.457,Lycanroc Midday Form,Crunch
1292,Crunch,9.385,Lycanroc Midnight Form,Crunch
1293,Rain Dance,6.781,Thundurus Incarnate Forme,Rain Dance
1294,Rain Dance,12.390,Tornadus Incarnate Forme,Rain Dance
1295,Rain Dance,29.453,Raikou,Rain Dance
1296,Rain Dance,18.753,Klefki,Rain Dance
1297,Rain Dance,76.317,Luxray,Rain Dance
1298,Rain Dance,12.436,Magneton,Rain Dance
1299,Iron Tail,6.068,Thundurus Incarnate Forme,Iron Tail
1300,Iron Tail,31.525,Zygarde Complete Forme,Iron Tail
1301,Iron Tail,14.640,Rhyperior,Iron Tail
1302,Iron Tail,32.068,Leafeon,Iron Tail
1303,Iron Tail,19.472,Goodra,Iron Tail
1304,Iron Tail,6.811,Haxorus,Iron Tail
1305,Iron Tail,67.686,Flareon,Iron Tail
1306,Iron Tail,72.916,Lycanroc Midnight Form,Iron Tail
1307,Grass Knot,3.807,Thundurus Incarnate Forme,Grass Knot
1308,Grass Knot,5.611,Tapu Fini,Grass Knot
1309,Grass Knot,8.981,Landorus Incarnate Forme,Grass Knot
1310,Grass Knot,12.263,Tapu Koko,Grass Knot
1311,Grass Knot,67.783,Thundurus Therian Forme,Grass Knot
1312,Grass Knot,9.451,Mewtwo,Grass Knot
1313,Grass Knot,10.546,Pikachu,Grass Knot
1314,Grass Knot,74.485,Nihilego,Grass Knot
1315,Grass Knot,9.419,Cherrim,Grass Knot
1316,Grass Knot,43.084,Alolan Exeggutor,Grass Knot
1317,Grass Knot,31.718,Xurkitree,Grass Knot
1318,Grass Knot,4.069,Zoroark,Grass Knot
1319,Grass Knot,8.070,Alolan Raichu,Grass Knot
1320,Grass Knot,14.653,Wigglytuff,Grass Knot
1321,Earthquake,93.103,Landorus Therian Forme,Earthquake
1322,Earthquake,94.249,Solgaleo,Earthquake
1323,Earthquake,11.265,Seismitoad,Earthquake
1324,Earthquake,56.709,Ho-oh,Earthquake
1325,Earthquake,10.442,Rayquaza,Earthquake
1326,Earthquake,7.915,Celesteela,Earthquake
1327,Earthquake,15.203,Metagross,Earthquake
1328,Earthquake,68.895,Dusk Mane Necrozma,Earthquake
1329,Earthquake,13.781,Dracovish,Earthquake
1330,Earthquake,28.743,Darmanitan Galarian Standard Mode,Earthquake
1331,Earthquake,22.506,Snorlax,Earthquake
1332,Earthquake,14.967,Mewtwo,Earthquake
1333,Earthquake,8.314,Salamence,Earthquake
1334,Earthquake,8.787,Tyranitar,Earthquake
1335,Earthquake,9.243,Gyarados,Earthquake
1336,Earthquake,85.835,Garchomp,Earthquake
1337,Earthquake,6.087,Kangaskhan,Earthquake
1338,Earthquake,64.961,Krookodile,Earthquake
1339,Earthquake,51.834,Excadrill,Earthquake
1340,Earthquake,3.346,Sceptile,Earthquake
1341,Earthquake,87.034,Greedent,Earthquake
1342,Earthquake,6.962,Lucario,Earthquake
1343,Earthquake,38.584,Dragonite,Earthquake
1344,Earthquake,46.316,Darmanitan Standard Mode,Earthquake
1345,Earthquake,7.812,Aerodactyl,Earthquake
1346,Earthquake,8.013,Drednaw,Earthquake
1347,Earthquake,60.126,Rhyperior,Earthquake
1348,Earthquake,91.903,Electivire,Earthquake
1349,Earthquake,24.515,Abomasnow,Earthquake
1350,Earthquake,11.244,Diggersby,Earthquake
1351,Earthquake,27.481,Giratina Altered Forme,Earthquake
1352,Earthquake,6.812,Wishiwashi Solo Form,Earthquake
1353,Earthquake,39.568,Terrakion,Earthquake
1354,Earthquake,9.506,Tauros,Earthquake
1355,Earthquake,90.913,Dugtrio,Earthquake
1356,Earthquake,88.250,Tyrantrum,Earthquake
1357,Earthquake,19.388,Blaziken,Earthquake
1358,Earthquake,90.029,Haxorus,Earthquake
1359,Earthquake,18.830,Dhelmise,Earthquake
1360,Earthquake,30.158,Runerigus,Earthquake
1361,Earthquake,7.637,Copperajah,Earthquake
1362,Earthquake,16.175,Hippowdon,Earthquake
1363,Earthquake,13.202,Sandaconda,Earthquake
1364,Earthquake,6.948,Heracross,Earthquake
1365,Earthquake,10.443,Claydol,Earthquake
1366,Earthquake,17.880,Flygon,Earthquake
1367,Earthquake,94.413,Crustle,Earthquake
1368,Earthquake,22.497,Dusknoir,Earthquake
1369,Earthquake,11.409,Drapion,Earthquake
1370,Earthquake,57.458,Passimian,Earthquake
1371,Earthquake,38.828,Marowak,Earthquake
1372,Earthquake,22.622,Alolan Sandslash,Earthquake
1373,Earthquake,15.219,Golurk,Earthquake
1374,Earthquake,10.365,Hitmonlee,Earthquake
1375,Earthquake,21.901,Scolipede,Earthquake
1376,Earthquake,21.783,Sandslash,Earthquake
1377,Earthquake,30.194,Steelix,Earthquake
1378,Earth Power,7.275,Landorus Therian Forme,Earth Power
1379,Earth Power,98.795,Gastrodon,Earth Power
1380,Earth Power,72.407,Palkia,Earth Power
1381,Earth Power,63.727,Venusaur,Earth Power
1382,Earth Power,87.838,Dialga,Earth Power
1383,Earth Power,23.092,Torkoal,Earth Power
1384,Earth Power,97.707,White Kyurem,Earth Power
1385,Earth Power,7.535,Seismitoad,Earth Power
1386,Earth Power,7.211,Ho-oh,Earth Power
1387,Earth Power,55.012,Rayquaza,Earth Power
1388,Earth Power,86.059,Reshiram,Earth Power
1389,Earth Power,95.189,Lugia,Earth Power
1390,Earth Power,99.472,Landorus Incarnate Forme,Earth Power
1391,Earth Power,16.312,Dusk Mane Necrozma,Earth Power
1392,Earth Power,93.957,Hydreigon,Earth Power
1393,Earth Power,64.629,Zekrom,Earth Power
1394,Earth Power,17.636,Cradily,Earth Power
1395,Earth Power,90.586,Heatran,Earth Power
1396,Earth Power,39.411,Abomasnow,Earth Power
1397,Earth Power,34.199,Giratina Altered Forme,Earth Power
1398,Earth Power,4.834,Black Kyurem,Earth Power
1399,Earth Power,98.134,Palossand,Earth Power
1400,Earth Power,63.529,Cursola,Earth Power
1401,Earth Power,73.564,Flygon,Earth Power
1402,Yawn,96.989,Gastrodon,Yawn
1403,Yawn,59.178,Blastoise,Yawn
1404,Yawn,64.405,Torkoal,Yawn
1405,Yawn,41.331,Togekiss,Yawn
1406,Yawn,97.716,Umbreon,Yawn
1407,Yawn,38.753,Liepard,Yawn
1408,Yawn,25.288,Meowstic Male,Yawn
1409,Yawn,35.127,Snorlax,Yawn
1410,Yawn,95.446,Swampert,Yawn
1411,Yawn,27.775,Slowbro,Yawn
1412,Yawn,13.558,Oranguru,Yawn
1413,Yawn,67.568,Accelgor,Yawn
1414,Yawn,50.966,Glaceon,Yawn
1415,Yawn,36.712,Togetic,Yawn
1416,Yawn,23.968,Sylveon,Yawn
1417,Yawn,79.920,Slurpuff,Yawn
1418,Yawn,72.347,Hippowdon,Yawn
1419,Yawn,3.095,Vaporeon,Yawn
1420,Yawn,43.566,Golduck,Yawn
1421,Yawn,9.179,Galarian Slowbro,Yawn
1422,Yawn,27.732,Stoutland,Yawn
1423,Yawn,11.079,Jolteon,Yawn
1424,Icy Wind,14.347,Gastrodon,Icy Wind
1425,Icy Wind,24.594,Porygon2,Icy Wind
1426,Icy Wind,66.041,Tornadus Incarnate Forme,Icy Wind
1427,Icy Wind,19.769,Blastoise,Icy Wind
1428,Icy Wind,28.331,Kingdra,Icy Wind
1429,Icy Wind,15.553,Tapu Fini,Icy Wind
1430,Icy Wind,7.153,Lapras,Icy Wind
1431,Icy Wind,50.314,Pheromosa,Icy Wind
1432,Icy Wind,24.124,Clefairy,Icy Wind
1433,Icy Wind,6.221,Lugia,Icy Wind
1434,Icy Wind,23.790,Suicune,Icy Wind
1435,Icy Wind,68.313,Weavile,Icy Wind
1436,Icy Wind,94.652,Alolan Persian,Icy Wind
1437,Icy Wind,22.098,Milotic,Icy Wind
1438,Icy Wind,54.360,Inteleon,Icy Wind
1439,Icy Wind,96.540,Sneasel,Icy Wind
1440,Icy Wind,83.058,Politoed,Icy Wind
1441,Icy Wind,31.843,Ludicolo,Icy Wind
1442,Icy Wind,46.024,Alolan Ninetales,Icy Wind
1443,Icy Wind,21.906,Gyarados,Icy Wind
1444,Icy Wind,47.103,Froslass,Icy Wind
1445,Icy Wind,32.440,Latias,Icy Wind
1446,Icy Wind,44.255,Obstagoon,Icy Wind
1447,Icy Wind,6.896,Kabutops,Icy Wind
1448,Icy Wind,11.067,Articuno,Icy Wind
1449,Icy Wind,29.963,Cresselia,Icy Wind
1450,Icy Wind,3.256,Black Kyurem,Icy Wind
1451,Icy Wind,20.968,Gengar,Icy Wind
1452,Icy Wind,36.281,Glaceon,Icy Wind
1453,Icy Wind,95.431,Mime Galarian Mr. Mime,Icy Wind
1454,Icy Wind,94.663,Qwilfish,Icy Wind
1455,Icy Wind,10.359,Starmie,Icy Wind
1456,Icy Wind,15.352,Vaporeon,Icy Wind
1457,Icy Wind,33.614,Golduck,Icy Wind
1458,Icy Wind,14.187,Vanilluxe,Icy Wind
1459,Icy Wind,7.753,Seaking,Icy Wind
1460,Icy Wind,12.633,Tentacruel,Icy Wind
1461,Icy Wind,34.512,Lickilicky,Icy Wind
1462,Blast Burn,88.243,Charizard,Blast Burn
1463,Hurricane,80.422,Charizard,Hurricane
1464,Hurricane,94.991,Tornadus Incarnate Forme,Hurricane
1465,Hurricane,96.628,Zapdos,Hurricane
1466,Hurricane,70.551,Kingdra,Hurricane
1467,Hurricane,46.563,Rayquaza,Hurricane
1468,Hurricane,40.218,Galarian Moltres,Hurricane
1469,Hurricane,53.419,Mewtwo,Hurricane
1470,Hurricane,68.782,Salamence,Hurricane
1471,Hurricane,87.905,Galarian Articuno,Hurricane
1472,Hurricane,95.722,Pelipper,Hurricane
1473,Hurricane,99.632,Moltres,Hurricane
1474,Hurricane,24.625,Butterfree,Hurricane
1475,Hurricane,4.825,Dragonite,Hurricane
1476,Hurricane,67.066,Articuno,Hurricane
1477,Hurricane,99.147,Mantine,Hurricane
1478,Hurricane,42.069,Noivern,Hurricane
1479,Hurricane,19.818,Decidueye,Hurricane
1480,Hurricane,90.912,Noctowl,Hurricane
1481,Ancient Power,48.995,Charizard,Ancient Power
1482,Ancient Power,18.699,Regidrago,Ancient Power
1483,Ancient Power,9.454,Galarian Moltres,Ancient Power
1484,Ancient Power,11.213,Mewtwo,Ancient Power
1485,Ancient Power,17.990,Galarian Articuno,Ancient Power
1486,Ancient Power,41.541,Cradily,Ancient Power
1487,Ancient Power,7.799,Stonjourner,Ancient Power
1488,Ancient Power,7.294,Giratina Altered Forme,Ancient Power
1489,Ancient Power,7.549,Tangrowth,Ancient Power
1490,Heat Wave,38.932,Charizard,Heat Wave
1491,Heat Wave,32.104,Yveltal,Heat Wave
1492,Heat Wave,73.258,Zapdos,Heat Wave
1493,Heat Wave,47.296,Torkoal,Heat Wave
1494,Heat Wave,5.624,Ho-oh,Heat Wave
1495,Heat Wave,92.384,Coalossal,Heat Wave
1496,Heat Wave,14.955,Reshiram,Heat Wave
1497,Heat Wave,48.540,Arcanine,Heat Wave
1498,Heat Wave,80.857,Volcarona,Heat Wave
1499,Heat Wave,11.510,Salamence,Heat Wave
1500,Heat Wave,51.684,Moltres,Heat Wave
1501,Heat Wave,85.717,Chandelure,Heat Wave
1502,Heat Wave,9.772,Blacephalon,Heat Wave
1503,Heat Wave,55.981,Heatran,Heat Wave
1504,Heat Wave,65.534,Blaziken,Heat Wave
1505,Heat Wave,6.116,Togetic,Heat Wave
1506,Heat Wave,68.342,Turtonator,Heat Wave
1507,Heat Wave,60.429,Salazzle,Heat Wave
1508,Heat Wave,79.378,Ninetales,Heat Wave
1509,Heat Wave,7.061,Noivern,Heat Wave
1510,Heat Wave,5.764,Noctowl,Heat Wave
1511,Solar Beam,16.248,Charizard,Solar Beam
1512,Solar Beam,11.089,Torkoal,Solar Beam
1513,Solar Beam,91.809,Coalossal,Solar Beam
1514,Solar Beam,45.992,Reshiram,Solar Beam
1515,Solar Beam,21.127,Talonflame,Solar Beam
1516,Solar Beam,9.887,Heliolisk,Solar Beam
1517,Solar Beam,29.069,Moltres,Solar Beam
1518,Solar Beam,42.024,Blacephalon,Solar Beam
1519,Solar Beam,26.833,Heatran,Solar Beam
1520,Solar Beam,9.170,Lilligant,Solar Beam
1521,Solar Beam,67.830,Ninetales,Solar Beam
1522,Solar Beam,26.849,Vileplume,Solar Beam
1523,Air Slash,15.085,Charizard,Air Slash
1524,Air Slash,9.320,Ho-oh,Air Slash
1525,Air Slash,37.443,Togekiss,Air Slash
1526,Air Slash,7.546,Rayquaza,Air Slash
1527,Air Slash,61.181,Celesteela,Air Slash
1528,Air Slash,49.827,Galarian Moltres,Air Slash
1529,Air Slash,77.367,Inteleon,Air Slash
1530,Air Slash,10.656,Galarian Articuno,Air Slash
1531,Air Slash,9.359,Shiftry,Air Slash
1532,Air Slash,29.785,Articuno,Air Slash
1533,Air Slash,10.333,Virizion,Air Slash
1534,Air Slash,43.865,Emolga,Air Slash
1535,Air Slash,41.919,Noivern,Air Slash
1536,Air Slash,4.597,Flygon,Air Slash
1537,Air Slash,19.737,Sigilyph,Air Slash
1538,Air Slash,7.721,Decidueye,Air Slash
1539,Air Slash,100.000,Fan Rotom,Air Slash
1540,Air Slash,6.991,Dunsparce,Air Slash
1541,Helping Hand,11.829,Charizard,Helping Hand
1542,Helping Hand,92.200,Indeedee Female,Helping Hand
1543,Helping Hand,65.191,Whimsicott,Helping Hand
1544,Helping Hand,37.541,Blastoise,Helping Hand
1545,Helping Hand,12.099,Urshifu Single Strike Style,Helping Hand
1546,Helping Hand,38.375,Dusclops,Helping Hand
1547,Helping Hand,70.022,Raichu,Helping Hand
1548,Helping Hand,11.312,White Kyurem,Helping Hand
1549,Helping Hand,14.095,Sableye,Helping Hand
1550,Helping Hand,5.870,Urshifu Rapid Strike Style,Helping Hand
1551,Helping Hand,96.715,Gothitelle,Helping Hand
1552,Helping Hand,27.471,Heat Rotom,Helping Hand
1553,Helping Hand,82.768,Togekiss,Helping Hand
1554,Helping Hand,61.219,Indeedee Male,Helping Hand
1555,Helping Hand,16.849,Comfey,Helping Hand
1556,Helping Hand,50.981,Lapras,Helping Hand
1557,Helping Hand,15.329,Arcanine,Helping Hand
1558,Helping Hand,13.612,Zamazenta Crowned Shield,Helping Hand
1559,Helping Hand,94.232,Clefairy,Helping Hand
1560,Helping Hand,31.096,Mienshao,Helping Hand
1561,Helping Hand,19.984,Suicune,Helping Hand
1562,Helping Hand,63.509,Tsareena,Helping Hand
1563,Helping Hand,26.015,Hitmontop,Helping Hand
1564,Helping Hand,21.211,Shuckle,Helping Hand
1565,Helping Hand,15.918,Milotic,Helping Hand
1566,Helping Hand,18.586,Wash Rotom,Helping Hand
1567,Helping Hand,83.949,Politoed,Helping Hand
1568,Helping Hand,37.300,Pikachu,Helping Hand
1569,Helping Hand,7.865,Togedemaru,Helping Hand
1570,Helping Hand,91.494,Cherrim,Helping Hand
1571,Helping Hand,22.874,Riolu,Helping Hand
1572,Helping Hand,47.122,Latias,Helping Hand
1573,Helping Hand,84.697,Clefable,Helping Hand
1574,Helping Hand,11.151,Rhyperior,Helping Hand
1575,Helping Hand,52.563,Cresselia,Helping Hand
1576,Helping Hand,98.721,Mr. Rime,Helping Hand
1577,Helping Hand,93.038,Wishiwashi Solo Form,Helping Hand
1578,Helping Hand,46.678,Boltund,Helping Hand
1579,Helping Hand,12.270,Luxray,Helping Hand
1580,Helping Hand,8.793,Mow Rotom,Helping Hand
1581,Helping Hand,14.692,Cinccino,Helping Hand
1582,Helping Hand,83.865,Blissey,Helping Hand
1583,Helping Hand,41.362,Mime Galarian Mr. Mime,Helping Hand
1584,Helping Hand,32.767,Lilligant,Helping Hand
1585,Helping Hand,25.791,Togetic,Helping Hand
1586,Helping Hand,11.101,Sylveon,Helping Hand
1587,Helping Hand,15.470,Slurpuff,Helping Hand
1588,Helping Hand,54.204,Emolga,Helping Hand
1589,Helping Hand,46.642,Ribombee,Helping Hand
1590,Helping Hand,76.087,Vaporeon,Helping Hand
1591,Helping Hand,35.364,Mr. Mime,Helping Hand
1592,Helping Hand,51.443,Lopunny,Helping Hand
1593,Helping Hand,46.579,Aromatisse,Helping Hand
1594,Helping Hand,7.956,Stoutland,Helping Hand
1595,Helping Hand,18.880,Dedenne,Helping Hand
1596,Helping Hand,9.929,Reuniclus,Helping Hand
1597,Helping Hand,16.909,Maractus,Helping Hand
1598,Helping Hand,12.679,Lickilicky,Helping Hand
1599,Spore,99.938,Amoonguss,Spore
1600,Spore,90.823,Shiinotic,Spore
1601,Rage Powder,99.642,Amoonguss,Rage Powder
1602,Rage Powder,95.946,Volcarona,Rage Powder
1603,Rage Powder,81.326,Butterfree,Rage Powder
1604,Rage Powder,81.004,Tangrowth,Rage Powder
1605,Rage Powder,99.843,Tangela,Rage Powder
1606,Pollen Puff,46.926,Amoonguss,Pollen Puff
1607,Pollen Puff,79.360,Butterfree,Pollen Puff
1608,Pollen Puff,82.623,Cherrim,Pollen Puff
1609,Pollen Puff,28.564,Lilligant,Pollen Puff
1610,Pollen Puff,74.437,Ribombee,Pollen Puff
1611,Pollen Puff,15.559,Shiinotic,Pollen Puff
1612,Pollen Puff,94.130,Eldegoss,Pollen Puff
1613,Giga Drain,19.295,Amoonguss,Giga Drain
1614,Giga Drain,37.765,Comfey,Giga Drain
1615,Giga Drain,21.747,Celesteela,Giga Drain
1616,Giga Drain,9.256,Araquanid,Giga Drain
1617,Giga Drain,7.311,Hatterene,Giga Drain
1618,Giga Drain,20.100,Ludicolo,Giga Drain
1619,Giga Drain,5.021,Sceptile,Giga Drain
1620,Giga Drain,9.123,Exeggutor,Giga Drain
1621,Giga Drain,51.129,Cradily,Giga Drain
1622,Giga Drain,39.789,Appletun,Giga Drain
1623,Giga Drain,16.091,Abomasnow,Giga Drain
1624,Giga Drain,7.043,Palossand,Giga Drain
1625,Giga Drain,13.245,Lilligant,Giga Drain
1626,Giga Drain,14.508,Shiinotic,Giga Drain
1627,Giga Drain,6.226,Roserade,Giga Drain
1628,Giga Drain,38.126,Tangrowth,Giga Drain
1629,Giga Drain,78.716,Polteageist,Giga Drain
1630,Giga Drain,84.389,Eldegoss,Giga Drain
1631,Giga Drain,12.843,Vileplume,Giga Drain
1632,Giga Drain,29.145,Cursola,Giga Drain
1633,Giga Drain,47.490,Maractus,Giga Drain
1634,Giga Drain,36.659,Tentacruel,Giga Drain
1635,Seed Bomb,8.792,Amoonguss,Seed Bomb
1636,Seed Bomb,23.825,Calyrex Ice Rider,Seed Bomb
1637,Seed Bomb,8.034,Celesteela,Seed Bomb
1638,Seed Bomb,15.054,Perrserker,Seed Bomb
1639,Seed Bomb,8.633,Morpeko Full Belly Mode,Seed Bomb
1640,Seed Bomb,77.473,Gourgeist Super Size,Seed Bomb
1641,Seed Bomb,9.689,Passimian,Seed Bomb
1642,Hex,7.764,Amoonguss,Hex
1643,Hex,36.398,Pincurchin,Hex
