ID,Name,Attributes,Category,Effect
354,tm50,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Overheat to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches Overheat to a compatible Pokémon. (Gen II: Nightmare Gen I: Substitute)'}]"
355,tm51,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Roost to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches Ally Switch to a compatible Pokémon. (Gen IV: Roost)'}]"
356,tm52,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Focus Blast to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches Focus Blast to a compatible Pokémon.'}]"
357,tm53,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Energy Ball to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches Energy Ball to a compatible Pokémon.'}]"
358,tm54,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches False Swipe to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches False Swipe to a compatible Pokémon.'}]"
359,tm55,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Brine to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches Scald to a compatible Pokémon. (Gen IV: Brine)'}]"
360,tm56,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Fling to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches Fling to a compatible Pokémon.'}]"
361,tm57,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Charge Beam to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches Charge Beam to a compatible Pokémon.'}]"
362,tm58,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Endure to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches Sky Drop to a compatible Pokémon. (Gen IV: Endure)'}]"
363,tm59,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Dragon Pulse to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches Incinerate to a compatible Pokémon. (Gen IV: Dragon Pulse)'}]"
364,tm60,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Drain Punch to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches Quash to a compatible Pokémon. (Gen IV: Drain Punch)'}]"
365,tm61,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Will-O-Wisp to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches Will-O-Wisp to a compatible Pokémon.'}]"
366,tm62,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Silver Wind to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches Acrobatics to a compatible Pokémon. (Gen IV: Silver Wind)'}]"
367,tm63,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Embargo to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches Embargo to a compatible Pokémon.'}]"
368,tm64,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Explosion to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches Explosion to a compatible Pokémon.'}]"
369,tm65,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Shadow Claw to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches Shadow Claw to a compatible Pokémon.'}]"
370,tm66,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Payback to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches Payback to a compatible Pokémon.'}]"
371,tm67,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Recycle to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches Retaliate to a compatible Pokémon. (Gen IV: Recycle)'}]"
372,tm68,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Giga Impact to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches Giga Impact to a compatible Pokémon.'}]"
373,tm69,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Rock Polish to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches Rock Polish to a compatible Pokémon.'}]"
374,tm70,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Flash to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches Flash to a compatible Pokémon.'}]"
375,tm71,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Stone Edge to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches Stone Edge to a compatible Pokémon.'}]"
376,tm72,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Avalanche to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches Volt Switch to a compatible Pokémon. (Gen IV: Avalanche)'}]"
377,tm73,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Thunder Wave to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches Thunder Wave to a compatible Pokémon.'}]"
378,tm74,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Gyro Ball to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches Gyro Ball to a compatible Pokémon.'}]"
379,tm75,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Swords Dance to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches Swords Dance to a compatible Pokémon.'}]"
380,tm76,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Stealth Rock to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches Struggle Bug to a compatible Pokémon. (Gen IV: Stealth Rock)'}]"
381,tm77,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Psych Up to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches Psych Up to a compatible Pokémon.'}]"
382,tm78,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Captivate to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches Bulldoze to a compatible Pokémon. (Gen IV: Captivate)'}]"
383,tm79,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Dark Pulse to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches Frost Breath to a compatible Pokémon. (Gen IV: Dark Pulse)'}]"
384,tm80,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Rock Slide to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches Rock Slide to a compatible Pokémon.'}]"
385,tm81,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches X-Scissor to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches X-Scissor to a compatible Pokémon.'}]"
386,tm82,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Sleep Talk to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches Dragon Tail to a compatible Pokémon. (Gen IV: Sleep Talk)'}]"
387,tm83,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Natural Gift to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches Work Up to a compatible Pokémon. (Gen IV: Natural Gift)'}]"
388,tm84,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Poison Jab to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches Poison Jab to a compatible Pokémon.'}]"
389,tm85,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Dream Eater to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches Dream Eater to a compatible Pokémon.'}]"
390,tm86,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Grass Knot to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches Grass Knot to a compatible Pokémon.'}]"
391,tm87,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Swagger to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches Swagger to a compatible Pokémon.'}]"
392,tm88,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Pluck to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches Pluck to a compatible Pokémon.'}]"
393,tm89,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches U-Turn to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches U-turn to a compatible Pokémon.'}]"
394,tm90,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Substitute to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches Substitute to a compatible Pokémon.'}]"
395,tm91,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Flash Cannon to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches Flash Cannon to a compatible Pokémon.'}]"
396,tm92,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Trick Room to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches Trick Room to a compatible Pokémon.'}]"
397,hm01,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Cut to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches Cut to a compatible Pokémon.'}]"
398,hm02,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Fly to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches Fly to a compatible Pokémon.'}]"
399,hm03,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Surf to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches Surf to a compatible Pokémon.'}]"
400,hm04,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Strength to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches Strength to a compatible Pokémon.'}]"
401,hm05,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Defog to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches Waterfall to a compatible Pokémon. (HS: Whirlpool DPP: Defog Gen III & II & I: Flash)'}]"
402,hm06,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Rock Smash to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches Dive to a compatible Pokémon. (Gen IV & III: Rock Smash Gen II: Whirlpool)'}]"
403,hm07,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Waterfall to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches a move to a compatible Pokémon. (Gen IV & III & II: Waterfall)'}]"
404,hm08,[],"{'name': 'all-machines', 'url': 'https://pokeapi.co/api/v2/item-category/37/'}","[{'effect': 'Teaches Rock Climb to a compatible Pokémon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Teaches a move to a compatible Pokémon. (Gen IV: Rock Climb Gen III: Dive)'}]"
405,explorer-kit,[],"{'name': 'gameplay', 'url': 'https://pokeapi.co/api/v2/item-category/21/'}","[{'effect': 'Sends the trainer to the Underground.  Only usable outside.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Allows visiting the Underground.'}]"
406,loot-sack,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'Unused.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Carries coal mine loot.'}]"
407,rule-book,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'Unused.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'List of battle types and their rules.'}]"
408,poke-radar,[],"{'name': 'gameplay', 'url': 'https://pokeapi.co/api/v2/item-category/21/'}","[{'effect': 'Designates several nearby patches of grass as containing Pokémon, some of which may be special radar-only Pokémon.  Successive uses in a certain way create chains of encounters with the same species; longer chains increase the chance that a shiny Pokémon of that species will appear.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Use to track down rare or shiny Pokémon. 50 steps to recharge.'}]"
409,point-card,[],"{'name': 'gameplay', 'url': 'https://pokeapi.co/api/v2/item-category/21/'}","[{'effect': 'Tracks Battle Points.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Keeps count of Battle Points earned.'}]"
410,journal,[],"{'name': 'gameplay', 'url': 'https://pokeapi.co/api/v2/item-category/21/'}","[{'effect': ""Records some of the trainer's activities for the day."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Records prior significant activities the player took.'}]"
411,seal-case,[],"{'name': 'gameplay', 'url': 'https://pokeapi.co/api/v2/item-category/21/'}","[{'effect': 'Contains Seals used for decorating Pokéballs.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Stores Seals that can be applied to Poké Ball capsules.'}]"
412,fashion-case,[],"{'name': 'gameplay', 'url': 'https://pokeapi.co/api/v2/item-category/21/'}","[{'effect': 'Contains Pokémon Accessories.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Holds Pokémon Accessories for use in Contests.'}]"
413,seal-bag,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'Unused.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Holds ten Seals for Poké Balls.'}]"
414,pal-pad,[],"{'name': 'gameplay', 'url': 'https://pokeapi.co/api/v2/item-category/21/'}","[{'effect': 'Contains friend codes for up to 32 other players, as well as their sprite, gender, and basic statistics for those that have been seen on WFC.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Use to record Friend Codes and check your own.'}]"
415,works-key,[],"{'name': 'plot-advancement', 'url': 'https://pokeapi.co/api/v2/item-category/22/'}","[{'effect': 'Opens the front door of the Valley Windworks.  Reusable.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Grants access to Valley Windworks.'}]"
416,old-charm,[],"{'name': 'plot-advancement', 'url': 'https://pokeapi.co/api/v2/item-category/22/'}","[{'effect': ""Given to Cynthia's grandmother to get the Surf HM."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Trade to Cynthia's grandmother in Celestic Town for HM04 (Surf).""}]"
417,galactic-key,[],"{'name': 'plot-advancement', 'url': 'https://pokeapi.co/api/v2/item-category/22/'}","[{'effect': 'Grants access to Galactic HQ in Veilstone City.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Grants access to Galactic HQ in Veilstone City.'}]"
418,red-chain,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'Unused.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Used to bind Palkia and Dialga.'}]"
419,town-map,[],"{'name': 'gameplay', 'url': 'https://pokeapi.co/api/v2/item-category/21/'}","[{'effect': ""Displays a map of the region including the trainer's position, location names, visited towns, gym locations, and where the trainer has been walking recently."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Use to see the overworld map.'}]"
420,vs-seeker,[],"{'name': 'gameplay', 'url': 'https://pokeapi.co/api/v2/item-category/21/'}","[{'effect': 'Reveals trainers who want a rematch, by showing !! over their heads.  Each use drains the battery; requires 100 steps to charge.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Allows rebattling of on-screen trainers. 100 steps to recharge.'}]"
421,coin-case,[],"{'name': 'gameplay', 'url': 'https://pokeapi.co/api/v2/item-category/21/'}","[{'effect': 'Contains the Coins used by the Game Corner, to a maximum of 50,000.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Holds coins for the Game Corner.'}]"
422,old-rod,[],"{'name': 'gameplay', 'url': 'https://pokeapi.co/api/v2/item-category/21/'}","[{'effect': 'Used to find Pokémon on the Old Rod list for an area, which are generally Magikarp or similar.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Used to catch Pokémon in bodies of water.'}]"
423,good-rod,[],"{'name': 'gameplay', 'url': 'https://pokeapi.co/api/v2/item-category/21/'}","[{'effect': 'Used to find Pokémon on the Good Rod list for an area, which are generally mediocre.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Used to catch Pokémon in bodies of water.'}]"
424,super-rod,[],"{'name': 'gameplay', 'url': 'https://pokeapi.co/api/v2/item-category/21/'}","[{'effect': 'Used to find Pokémon on the Super Rod list for an area, which are generally the best available there.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Used to catch Pokémon in bodies of water.'}]"
425,sprayduck,[],"{'name': 'gameplay', 'url': 'https://pokeapi.co/api/v2/item-category/21/'}","[{'effect': 'Waters Berry plants.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Used to water berries.'}]"
426,poffin-case,[],"{'name': 'gameplay', 'url': 'https://pokeapi.co/api/v2/item-category/21/'}","[{'effect': 'Contains up to 100 Poffins.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Holds Poffins.'}]"
427,bicycle,[],"{'name': 'gameplay', 'url': 'https://pokeapi.co/api/v2/item-category/21/'}","[{'effect': 'Increases movement speed outside or in caves.  In high gear, allows the trainer to hop over some rocks and ascend muddy slopes.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Use for fast transit.'}]"
428,suite-key,[],"{'name': 'event-items', 'url': 'https://pokeapi.co/api/v2/item-category/20/'}","[{'effect': 'Opens the locked building in the lakeside resort.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Opens a locked building in the Lakeside Resort.'}]"
429,oaks-letter,[],"{'name': 'event-items', 'url': 'https://pokeapi.co/api/v2/item-category/20/'}","[{'effect': 'Grants access to Flower Paradise and Shaymin.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Allows access to Seabreak path, Flower Paradise, and Shaymin.'}]"
430,lunar-wing,[],"{'name': 'event-items', 'url': 'https://pokeapi.co/api/v2/item-category/20/'}","[{'effect': ""Cures the sailor's son of his nightmares; no reward, only a side effect of seeing Cresselia."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Cures sailor's son of nightmares in Canalave City.""}]"
431,member-card,[],"{'name': 'event-items', 'url': 'https://pokeapi.co/api/v2/item-category/20/'}","[{'effect': 'Provides access to Newmoon Island and Darkrai.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Allows access to Newmoon Island and Darkrai.'}]"
432,azure-flute,[],"{'name': 'event-items', 'url': 'https://pokeapi.co/api/v2/item-category/20/'}","[{'effect': '', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Allows entry into the Hall of Origin. Unreleased.'}]"
433,ss-ticket,[],"{'name': 'plot-advancement', 'url': 'https://pokeapi.co/api/v2/item-category/22/'}","[{'effect': 'Allows passage on a ferry.\n\nThe same item is used for different ferries between different games.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Ticket for a ship. (RSE: S.S. Tidal LF: S.S. Anne HG: S.S. Aqua)'}]"
434,contest-pass,[],"{'name': 'gameplay', 'url': 'https://pokeapi.co/api/v2/item-category/21/'}","[{'effect': 'Allows the trainer to enter Contests.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Allows participation in Pokémon Contests.'}]"
435,magma-stone,[],"{'name': 'plot-advancement', 'url': 'https://pokeapi.co/api/v2/item-category/22/'}","[{'effect': 'Causes Heatran to appear at Reversal Mountain.\n\nUnused prior to Black and White 2.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Magma is sealed inside.'}]"
436,parcel,[],"{'name': 'plot-advancement', 'url': 'https://pokeapi.co/api/v2/item-category/22/'}","[{'effect': ""Given to the trainer's rival in Jubilife City.  Contains two Town Maps, one of which is given to the trainer upon delivery."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Given to the trainer's rival in Jubilife City. Contains Town Maps.""}]"
437,coupon-1,[],"{'name': 'plot-advancement', 'url': 'https://pokeapi.co/api/v2/item-category/22/'}","[{'effect': 'One of three coupons needed to receive a Pokétch.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'The first of three tickets used to obtain a Pokétch.'}]"
438,coupon-2,[],"{'name': 'plot-advancement', 'url': 'https://pokeapi.co/api/v2/item-category/22/'}","[{'effect': 'One of three coupons needed to receive a Pokétch.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'The second of three tickets used to obtain a Pokétch.'}]"
439,coupon-3,[],"{'name': 'plot-advancement', 'url': 'https://pokeapi.co/api/v2/item-category/22/'}","[{'effect': 'One of three coupons needed to receive a Pokétch.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'The last of three tickets used to obtain a Pokétch.'}]"
440,storage-key,[],"{'name': 'plot-advancement', 'url': 'https://pokeapi.co/api/v2/item-category/22/'}","[{'effect': 'Grants access to the Team Galactic warehouse in Veilstone City.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Grants access to the Team Galactic warehouse in Veilstone City.'}]"
441,secret-potion,[],"{'name': 'plot-advancement', 'url': 'https://pokeapi.co/api/v2/item-category/22/'}","[{'effect': 'Required to cure the Psyducks blocking Route 210 of their chronic headaches.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Used to heal the Ampharos at the top of Olivine Lighthouse.'}]"
