ID,Name,Varieties,Generation,Evolves_from,Has_gender_diff,Is_baby,Is_legendary,Is_mythical
483,dialga,"[{'is_default': True, 'pokemon': {'name': 'dialga', 'url': 'https://pokeapi.co/api/v2/pokemon/483/'}}]","{'name': 'generation-iv', 'url': 'https://pokeapi.co/api/v2/generation/4/'}",,False,False,True,False
484,palkia,"[{'is_default': True, 'pokemon': {'name': 'palkia', 'url': 'https://pokeapi.co/api/v2/pokemon/484/'}}]","{'name': 'generation-iv', 'url': 'https://pokeapi.co/api/v2/generation/4/'}",,False,False,True,False
485,heatran,"[{'is_default': True, 'pokemon': {'name': 'heatran', 'url': 'https://pokeapi.co/api/v2/pokemon/485/'}}]","{'name': 'generation-iv', 'url': 'https://pokeapi.co/api/v2/generation/4/'}",,False,False,True,False
486,regigigas,"[{'is_default': True, 'pokemon': {'name': 'regigigas', 'url': 'https://pokeapi.co/api/v2/pokemon/486/'}}]","{'name': 'generation-iv', 'url': 'https://pokeapi.co/api/v2/generation/4/'}",,False,False,True,False
487,giratina,"[{'is_default': True, 'pokemon': {'name': 'giratina-altered', 'url': 'https://pokeapi.co/api/v2/pokemon/487/'}}, {'is_default': False, 'pokemon': {'name': 'giratina-origin', 'url': 'https://pokeapi.co/api/v2/pokemon/10007/'}}]","{'name': 'generation-iv', 'url': 'https://pokeapi.co/api/v2/generation/4/'}",,False,False,True,False
488,cresselia,"[{'is_default': True, 'pokemon': {'name': 'cresselia', 'url': 'https://pokeapi.co/api/v2/pokemon/488/'}}]","{'name': 'generation-iv', 'url': 'https://pokeapi.co/api/v2/generation/4/'}",,False,False,True,False
489,phione,"[{'is_default': True, 'pokemon': {'name': 'phione', 'url': 'https://pokeapi.co/api/v2/pokemon/489/'}}]","{'name': 'generation-iv', 'url': 'https://pokeapi.co/api/v2/generation/4/'}",,False,False,False,True
490,manaphy,"[{'is_default': True, 'pokemon': {'name': 'manaphy', 'url': 'https://pokeapi.co/api/v2/pokemon/490/'}}]","{'name': 'generation-iv', 'url': 'https://pokeapi.co/api/v2/generation/4/'}",,False,False,False,True
491,darkrai,"[{'is_default': True, 'pokemon': {'name': 'darkrai', 'url': 'https://pokeapi.co/api/v2/pokemon/491/'}}]","{'name': 'generation-iv', 'url': 'https://pokeapi.co/api/v2/generation/4/'}",,False,False,False,True
492,shaymin,"[{'is_default': True, 'pokemon': {'name': 'shaymin-land', 'url': 'https://pokeapi.co/api/v2/pokemon/492/'}}, {'is_default': False, 'pokemon': {'name': 'shaymin-sky', 'url': 'https://pokeapi.co/api/v2/pokemon/10006/'}}]","{'name': 'generation-iv', 'url': 'https://pokeapi.co/api/v2/generation/4/'}",,False,False,False,True
493,arceus,"[{'is_default': True, 'pokemon': {'name': 'arceus', 'url': 'https://pokeapi.co/api/v2/pokemon/493/'}}]","{'name': 'generation-iv', 'url': 'https://pokeapi.co/api/v2/generation/4/'}",,False,False,False,True
494,victini,"[{'is_default': True, 'pokemon': {'name': 'victini', 'url': 'https://pokeapi.co/api/v2/pokemon/494/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}",,False,False,False,True
495,snivy,"[{'is_default': True, 'pokemon': {'name': 'snivy', 'url': 'https://pokeapi.co/api/v2/pokemon/495/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}",,False,False,False,False
496,servine,"[{'is_default': True, 'pokemon': {'name': 'servine', 'url': 'https://pokeapi.co/api/v2/pokemon/496/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}","{'name': 'snivy', 'url': 'https://pokeapi.co/api/v2/pokemon-species/495/'}",False,False,False,False
497,serperior,"[{'is_default': True, 'pokemon': {'name': 'serperior', 'url': 'https://pokeapi.co/api/v2/pokemon/497/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}","{'name': 'servine', 'url': 'https://pokeapi.co/api/v2/pokemon-species/496/'}",False,False,False,False
498,tepig,"[{'is_default': True, 'pokemon': {'name': 'tepig', 'url': 'https://pokeapi.co/api/v2/pokemon/498/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}",,False,False,False,False
499,pignite,"[{'is_default': True, 'pokemon': {'name': 'pignite', 'url': 'https://pokeapi.co/api/v2/pokemon/499/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}","{'name': 'tepig', 'url': 'https://pokeapi.co/api/v2/pokemon-species/498/'}",False,False,False,False
500,emboar,"[{'is_default': True, 'pokemon': {'name': 'emboar', 'url': 'https://pokeapi.co/api/v2/pokemon/500/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}","{'name': 'pignite', 'url': 'https://pokeapi.co/api/v2/pokemon-species/499/'}",False,False,False,False
501,oshawott,"[{'is_default': True, 'pokemon': {'name': 'oshawott', 'url': 'https://pokeapi.co/api/v2/pokemon/501/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}",,False,False,False,False
502,dewott,"[{'is_default': True, 'pokemon': {'name': 'dewott', 'url': 'https://pokeapi.co/api/v2/pokemon/502/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}","{'name': 'oshawott', 'url': 'https://pokeapi.co/api/v2/pokemon-species/501/'}",False,False,False,False
503,samurott,"[{'is_default': True, 'pokemon': {'name': 'samurott', 'url': 'https://pokeapi.co/api/v2/pokemon/503/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}","{'name': 'dewott', 'url': 'https://pokeapi.co/api/v2/pokemon-species/502/'}",False,False,False,False
504,patrat,"[{'is_default': True, 'pokemon': {'name': 'patrat', 'url': 'https://pokeapi.co/api/v2/pokemon/504/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}",,False,False,False,False
505,watchog,"[{'is_default': True, 'pokemon': {'name': 'watchog', 'url': 'https://pokeapi.co/api/v2/pokemon/505/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}","{'name': 'patrat', 'url': 'https://pokeapi.co/api/v2/pokemon-species/504/'}",False,False,False,False
506,lillipup,"[{'is_default': True, 'pokemon': {'name': 'lillipup', 'url': 'https://pokeapi.co/api/v2/pokemon/506/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}",,False,False,False,False
507,herdier,"[{'is_default': True, 'pokemon': {'name': 'herdier', 'url': 'https://pokeapi.co/api/v2/pokemon/507/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}","{'name': 'lillipup', 'url': 'https://pokeapi.co/api/v2/pokemon-species/506/'}",False,False,False,False
508,stoutland,"[{'is_default': True, 'pokemon': {'name': 'stoutland', 'url': 'https://pokeapi.co/api/v2/pokemon/508/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}","{'name': 'herdier', 'url': 'https://pokeapi.co/api/v2/pokemon-species/507/'}",False,False,False,False
509,purrloin,"[{'is_default': True, 'pokemon': {'name': 'purrloin', 'url': 'https://pokeapi.co/api/v2/pokemon/509/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}",,False,False,False,False
510,liepard,"[{'is_default': True, 'pokemon': {'name': 'liepard', 'url': 'https://pokeapi.co/api/v2/pokemon/510/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}","{'name': 'purrloin', 'url': 'https://pokeapi.co/api/v2/pokemon-species/509/'}",False,False,False,False
511,pansage,"[{'is_default': True, 'pokemon': {'name': 'pansage', 'url': 'https://pokeapi.co/api/v2/pokemon/511/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}",,False,False,False,False
512,simisage,"[{'is_default': True, 'pokemon': {'name': 'simisage', 'url': 'https://pokeapi.co/api/v2/pokemon/512/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}","{'name': 'pansage', 'url': 'https://pokeapi.co/api/v2/pokemon-species/511/'}",False,False,False,False
513,pansear,"[{'is_default': True, 'pokemon': {'name': 'pansear', 'url': 'https://pokeapi.co/api/v2/pokemon/513/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}",,False,False,False,False
514,simisear,"[{'is_default': True, 'pokemon': {'name': 'simisear', 'url': 'https://pokeapi.co/api/v2/pokemon/514/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}","{'name': 'pansear', 'url': 'https://pokeapi.co/api/v2/pokemon-species/513/'}",False,False,False,False
515,panpour,"[{'is_default': True, 'pokemon': {'name': 'panpour', 'url': 'https://pokeapi.co/api/v2/pokemon/515/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}",,False,False,False,False
516,simipour,"[{'is_default': True, 'pokemon': {'name': 'simipour', 'url': 'https://pokeapi.co/api/v2/pokemon/516/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}","{'name': 'panpour', 'url': 'https://pokeapi.co/api/v2/pokemon-species/515/'}",False,False,False,False
517,munna,"[{'is_default': True, 'pokemon': {'name': 'munna', 'url': 'https://pokeapi.co/api/v2/pokemon/517/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}",,False,False,False,False
518,musharna,"[{'is_default': True, 'pokemon': {'name': 'musharna', 'url': 'https://pokeapi.co/api/v2/pokemon/518/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}","{'name': 'munna', 'url': 'https://pokeapi.co/api/v2/pokemon-species/517/'}",False,False,False,False
519,pidove,"[{'is_default': True, 'pokemon': {'name': 'pidove', 'url': 'https://pokeapi.co/api/v2/pokemon/519/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}",,False,False,False,False
520,tranquill,"[{'is_default': True, 'pokemon': {'name': 'tranquill', 'url': 'https://pokeapi.co/api/v2/pokemon/520/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}","{'name': 'pidove', 'url': 'https://pokeapi.co/api/v2/pokemon-species/519/'}",False,False,False,False
521,unfezant,"[{'is_default': True, 'pokemon': {'name': 'unfezant', 'url': 'https://pokeapi.co/api/v2/pokemon/521/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}","{'name': 'tranquill', 'url': 'https://pokeapi.co/api/v2/pokemon-species/520/'}",True,False,False,False
522,blitzle,"[{'is_default': True, 'pokemon': {'name': 'blitzle', 'url': 'https://pokeapi.co/api/v2/pokemon/522/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}",,False,False,False,False
523,zebstrika,"[{'is_default': True, 'pokemon': {'name': 'zebstrika', 'url': 'https://pokeapi.co/api/v2/pokemon/523/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}","{'name': 'blitzle', 'url': 'https://pokeapi.co/api/v2/pokemon-species/522/'}",False,False,False,False
524,roggenrola,"[{'is_default': True, 'pokemon': {'name': 'roggenrola', 'url': 'https://pokeapi.co/api/v2/pokemon/524/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}",,False,False,False,False
525,boldore,"[{'is_default': True, 'pokemon': {'name': 'boldore', 'url': 'https://pokeapi.co/api/v2/pokemon/525/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}","{'name': 'roggenrola', 'url': 'https://pokeapi.co/api/v2/pokemon-species/524/'}",False,False,False,False
526,gigalith,"[{'is_default': True, 'pokemon': {'name': 'gigalith', 'url': 'https://pokeapi.co/api/v2/pokemon/526/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}","{'name': 'boldore', 'url': 'https://pokeapi.co/api/v2/pokemon-species/525/'}",False,False,False,False
527,woobat,"[{'is_default': True, 'pokemon': {'name': 'woobat', 'url': 'https://pokeapi.co/api/v2/pokemon/527/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}",,False,False,False,False
528,swoobat,"[{'is_default': True, 'pokemon': {'name': 'swoobat', 'url': 'https://pokeapi.co/api/v2/pokemon/528/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}","{'name': 'woobat', 'url': 'https://pokeapi.co/api/v2/pokemon-species/527/'}",False,False,False,False
529,drilbur,"[{'is_default': True, 'pokemon': {'name': 'drilbur', 'url': 'https://pokeapi.co/api/v2/pokemon/529/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}",,False,False,False,False
530,excadrill,"[{'is_default': True, 'pokemon': {'name': 'excadrill', 'url': 'https://pokeapi.co/api/v2/pokemon/530/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}","{'name': 'drilbur', 'url': 'https://pokeapi.co/api/v2/pokemon-species/529/'}",False,False,False,False
531,audino,"[{'is_default': True, 'pokemon': {'name': 'audino', 'url': 'https://pokeapi.co/api/v2/pokemon/531/'}}, {'is_default': False, 'pokemon': {'name': 'audino-mega', 'url': 'https://pokeapi.co/api/v2/pokemon/10069/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}",,False,False,False,False
532,timburr,"[{'is_default': True, 'pokemon': {'name': 'timburr', 'url': 'https://pokeapi.co/api/v2/pokemon/532/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}",,False,False,False,False
533,gurdurr,"[{'is_default': True, 'pokemon': {'name': 'gurdurr', 'url': 'https://pokeapi.co/api/v2/pokemon/533/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}","{'name': 'timburr', 'url': 'https://pokeapi.co/api/v2/pokemon-species/532/'}",False,False,False,False
534,conkeldurr,"[{'is_default': True, 'pokemon': {'name': 'conkeldurr', 'url': 'https://pokeapi.co/api/v2/pokemon/534/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}","{'name': 'gurdurr', 'url': 'https://pokeapi.co/api/v2/pokemon-species/533/'}",False,False,False,False
535,tympole,"[{'is_default': True, 'pokemon': {'name': 'tympole', 'url': 'https://pokeapi.co/api/v2/pokemon/535/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}",,False,False,False,False
536,palpitoad,"[{'is_default': True, 'pokemon': {'name': 'palpitoad', 'url': 'https://pokeapi.co/api/v2/pokemon/536/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}","{'name': 'tympole', 'url': 'https://pokeapi.co/api/v2/pokemon-species/535/'}",False,False,False,False
537,seismitoad,"[{'is_default': True, 'pokemon': {'name': 'seismitoad', 'url': 'https://pokeapi.co/api/v2/pokemon/537/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}","{'name': 'palpitoad', 'url': 'https://pokeapi.co/api/v2/pokemon-species/536/'}",False,False,False,False
538,throh,"[{'is_default': True, 'pokemon': {'name': 'throh', 'url': 'https://pokeapi.co/api/v2/pokemon/538/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}",,False,False,False,False
539,sawk,"[{'is_default': True, 'pokemon': {'name': 'sawk', 'url': 'https://pokeapi.co/api/v2/pokemon/539/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}",,False,False,False,False
540,sewaddle,"[{'is_default': True, 'pokemon': {'name': 'sewaddle', 'url': 'https://pokeapi.co/api/v2/pokemon/540/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}",,False,False,False,False
541,swadloon,"[{'is_default': True, 'pokemon': {'name': 'swadloon', 'url': 'https://pokeapi.co/api/v2/pokemon/541/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}","{'name': 'sewaddle', 'url': 'https://pokeapi.co/api/v2/pokemon-species/540/'}",False,False,False,False
542,leavanny,"[{'is_default': True, 'pokemon': {'name': 'leavanny', 'url': 'https://pokeapi.co/api/v2/pokemon/542/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}","{'name': 'swadloon', 'url': 'https://pokeapi.co/api/v2/pokemon-species/541/'}",False,False,False,False
543,venipede,"[{'is_default': True, 'pokemon': {'name': 'venipede', 'url': 'https://pokeapi.co/api/v2/pokemon/543/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}",,False,False,False,False
544,whirlipede,"[{'is_default': True, 'pokemon': {'name': 'whirlipede', 'url': 'https://pokeapi.co/api/v2/pokemon/544/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}","{'name': 'venipede', 'url': 'https://pokeapi.co/api/v2/pokemon-species/543/'}",False,False,False,False
545,scolipede,"[{'is_default': True, 'pokemon': {'name': 'scolipede', 'url': 'https://pokeapi.co/api/v2/pokemon/545/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}","{'name': 'whirlipede', 'url': 'https://pokeapi.co/api/v2/pokemon-species/544/'}",False,False,False,False
546,cottonee,"[{'is_default': True, 'pokemon': {'name': 'cottonee', 'url': 'https://pokeapi.co/api/v2/pokemon/546/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}",,False,False,False,False
547,whimsicott,"[{'is_default': True, 'pokemon': {'name': 'whimsicott', 'url': 'https://pokeapi.co/api/v2/pokemon/547/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}","{'name': 'cottonee', 'url': 'https://pokeapi.co/api/v2/pokemon-species/546/'}",False,False,False,False
548,petilil,"[{'is_default': True, 'pokemon': {'name': 'petilil', 'url': 'https://pokeapi.co/api/v2/pokemon/548/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}",,False,False,False,False
549,lilligant,"[{'is_default': True, 'pokemon': {'name': 'lilligant', 'url': 'https://pokeapi.co/api/v2/pokemon/549/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}","{'name': 'petilil', 'url': 'https://pokeapi.co/api/v2/pokemon-species/548/'}",False,False,False,False
550,basculin,"[{'is_default': True, 'pokemon': {'name': 'basculin-red-striped', 'url': 'https://pokeapi.co/api/v2/pokemon/550/'}}, {'is_default': False, 'pokemon': {'name': 'basculin-blue-striped', 'url': 'https://pokeapi.co/api/v2/pokemon/10016/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}",,False,False,False,False
551,sandile,"[{'is_default': True, 'pokemon': {'name': 'sandile', 'url': 'https://pokeapi.co/api/v2/pokemon/551/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}",,False,False,False,False
552,krokorok,"[{'is_default': True, 'pokemon': {'name': 'krokorok', 'url': 'https://pokeapi.co/api/v2/pokemon/552/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}","{'name': 'sandile', 'url': 'https://pokeapi.co/api/v2/pokemon-species/551/'}",False,False,False,False
553,krookodile,"[{'is_default': True, 'pokemon': {'name': 'krookodile', 'url': 'https://pokeapi.co/api/v2/pokemon/553/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}","{'name': 'krokorok', 'url': 'https://pokeapi.co/api/v2/pokemon-species/552/'}",False,False,False,False
554,darumaka,"[{'is_default': True, 'pokemon': {'name': 'darumaka', 'url': 'https://pokeapi.co/api/v2/pokemon/554/'}}, {'is_default': False, 'pokemon': {'name': 'darumaka-galar', 'url': 'https://pokeapi.co/api/v2/pokemon/10176/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}",,False,False,False,False
555,darmanitan,"[{'is_default': True, 'pokemon': {'name': 'darmanitan-standard', 'url': 'https://pokeapi.co/api/v2/pokemon/555/'}}, {'is_default': False, 'pokemon': {'name': 'darmanitan-zen', 'url': 'https://pokeapi.co/api/v2/pokemon/10017/'}}, {'is_default': False, 'pokemon': {'name': 'darmanitan-galar-standard', 'url': 'https://pokeapi.co/api/v2/pokemon/10177/'}}, {'is_default': False, 'pokemon': {'name': 'darmanitan-galar-zen', 'url': 'https://pokeapi.co/api/v2/pokemon/10178/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}","{'name': 'darumaka', 'url': 'https://pokeapi.co/api/v2/pokemon-species/554/'}",False,False,False,False
556,maractus,"[{'is_default': True, 'pokemon': {'name': 'maractus', 'url': 'https://pokeapi.co/api/v2/pokemon/556/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}",,False,False,False,False
557,dwebble,"[{'is_default': True, 'pokemon': {'name': 'dwebble', 'url': 'https://pokeapi.co/api/v2/pokemon/557/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}",,False,False,False,False
558,crustle,"[{'is_default': True, 'pokemon': {'name': 'crustle', 'url': 'https://pokeapi.co/api/v2/pokemon/558/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}","{'name': 'dwebble', 'url': 'https://pokeapi.co/api/v2/pokemon-species/557/'}",False,False,False,False
559,scraggy,"[{'is_default': True, 'pokemon': {'name': 'scraggy', 'url': 'https://pokeapi.co/api/v2/pokemon/559/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}",,False,False,False,False
560,scrafty,"[{'is_default': True, 'pokemon': {'name': 'scrafty', 'url': 'https://pokeapi.co/api/v2/pokemon/560/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}","{'name': 'scraggy', 'url': 'https://pokeapi.co/api/v2/pokemon-species/559/'}",False,False,False,False
561,sigilyph,"[{'is_default': True, 'pokemon': {'name': 'sigilyph', 'url': 'https://pokeapi.co/api/v2/pokemon/561/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}",,False,False,False,False
562,yamask,"[{'is_default': True, 'pokemon': {'name': 'yamask', 'url': 'https://pokeapi.co/api/v2/pokemon/562/'}}, {'is_default': False, 'pokemon': {'name': 'yamask-galar', 'url': 'https://pokeapi.co/api/v2/pokemon/10179/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}",,False,False,False,False
563,cofagrigus,"[{'is_default': True, 'pokemon': {'name': 'cofagrigus', 'url': 'https://pokeapi.co/api/v2/pokemon/563/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}","{'name': 'yamask', 'url': 'https://pokeapi.co/api/v2/pokemon-species/562/'}",False,False,False,False
564,tirtouga,"[{'is_default': True, 'pokemon': {'name': 'tirtouga', 'url': 'https://pokeapi.co/api/v2/pokemon/564/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}",,False,False,False,False
565,carracosta,"[{'is_default': True, 'pokemon': {'name': 'carracosta', 'url': 'https://pokeapi.co/api/v2/pokemon/565/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}","{'name': 'tirtouga', 'url': 'https://pokeapi.co/api/v2/pokemon-species/564/'}",False,False,False,False
566,archen,"[{'is_default': True, 'pokemon': {'name': 'archen', 'url': 'https://pokeapi.co/api/v2/pokemon/566/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}",,False,False,False,False
567,archeops,"[{'is_default': True, 'pokemon': {'name': 'archeops', 'url': 'https://pokeapi.co/api/v2/pokemon/567/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}","{'name': 'archen', 'url': 'https://pokeapi.co/api/v2/pokemon-species/566/'}",False,False,False,False
568,trubbish,"[{'is_default': True, 'pokemon': {'name': 'trubbish', 'url': 'https://pokeapi.co/api/v2/pokemon/568/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}",,False,False,False,False
569,garbodor,"[{'is_default': True, 'pokemon': {'name': 'garbodor', 'url': 'https://pokeapi.co/api/v2/pokemon/569/'}}, {'is_default': False, 'pokemon': {'name': 'garbodor-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10207/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}","{'name': 'trubbish', 'url': 'https://pokeapi.co/api/v2/pokemon-species/568/'}",False,False,False,False
570,zorua,"[{'is_default': True, 'pokemon': {'name': 'zorua', 'url': 'https://pokeapi.co/api/v2/pokemon/570/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}",,False,False,False,False
571,zoroark,"[{'is_default': True, 'pokemon': {'name': 'zoroark', 'url': 'https://pokeapi.co/api/v2/pokemon/571/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}","{'name': 'zorua', 'url': 'https://pokeapi.co/api/v2/pokemon-species/570/'}",False,False,False,False
572,minccino,"[{'is_default': True, 'pokemon': {'name': 'minccino', 'url': 'https://pokeapi.co/api/v2/pokemon/572/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}",,False,False,False,False
573,cinccino,"[{'is_default': True, 'pokemon': {'name': 'cinccino', 'url': 'https://pokeapi.co/api/v2/pokemon/573/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}","{'name': 'minccino', 'url': 'https://pokeapi.co/api/v2/pokemon-species/572/'}",False,False,False,False
574,gothita,"[{'is_default': True, 'pokemon': {'name': 'gothita', 'url': 'https://pokeapi.co/api/v2/pokemon/574/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}",,False,False,False,False
575,gothorita,"[{'is_default': True, 'pokemon': {'name': 'gothorita', 'url': 'https://pokeapi.co/api/v2/pokemon/575/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}","{'name': 'gothita', 'url': 'https://pokeapi.co/api/v2/pokemon-species/574/'}",False,False,False,False
576,gothitelle,"[{'is_default': True, 'pokemon': {'name': 'gothitelle', 'url': 'https://pokeapi.co/api/v2/pokemon/576/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}","{'name': 'gothorita', 'url': 'https://pokeapi.co/api/v2/pokemon-species/575/'}",False,False,False,False
577,solosis,"[{'is_default': True, 'pokemon': {'name': 'solosis', 'url': 'https://pokeapi.co/api/v2/pokemon/577/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}",,False,False,False,False
578,duosion,"[{'is_default': True, 'pokemon': {'name': 'duosion', 'url': 'https://pokeapi.co/api/v2/pokemon/578/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}","{'name': 'solosis', 'url': 'https://pokeapi.co/api/v2/pokemon-species/577/'}",False,False,False,False
579,reuniclus,"[{'is_default': True, 'pokemon': {'name': 'reuniclus', 'url': 'https://pokeapi.co/api/v2/pokemon/579/'}}]","{'name': 'generation-v', 'url': 'https://pokeapi.co/api/v2/generation/5/'}","{'name': 'duosion', 'url': 'https://pokeapi.co/api/v2/pokemon-species/578/'}",False,False,False,False
