Move,Pokemon
Electric Terrain,Pikachu
Electro Ball,Pikachu
Electroweb,Pikachu
Encore,Pikachu
Endure,Pikachu
Facade,Pikachu
Feint,Pikachu
Flash,Pikachu
Fling,Pikachu
Focus Punch,Pikachu
Frustration,Pikachu
Grass Knot,Pikachu
Growl,Pikachu
Headbutt,Pikachu
Helping Hand,Pikachu
Hidden Power,Pikachu
Iron Tail,Pikachu
Knock Off,Pikachu
Laser Focus,Pikachu
Light Screen,Pikachu
Magnet Rise,Pikachu
Mega Kick,Pikachu
Mega Punch,Pikachu
Mimic,Pikachu
Mud Slap,Pikachu
Nasty Plot,Pikachu
Natural Gift,Pikachu
Nuzzle,Pikachu
Pay Day,Pikachu
Play Nice,Pikachu
Play Rough,Pikachu
Protect,Pikachu
Quick Attack,Pikachu
Rage,Pikachu
Rain Dance,Pikachu
Reflect,Pikachu
Rest,Pikachu
Return,Pikachu
Reversal,Pikachu
Rising Voltage,Pikachu
Rock Smash,Pikachu
Rollout,Pikachu
Round,Pikachu
Secret Power,Pikachu
Seismic Toss,Pikachu
Shock Wave,Pikachu
Signal Beam,Pikachu
Skull Bash,Pikachu
Slam,Pikachu
Sleep Talk,Pikachu
Snore,Pikachu
Spark,Pikachu
Strength,Pikachu
Submission,Pikachu
Substitute,Pikachu
Surf,Pikachu
Swagger,Pikachu
Sweet Kiss,Pikachu
Swift,Pikachu
Tail Whip,Pikachu
Take Down,Pikachu
Thief,Pikachu
Thunder,Pikachu
Thunder Punch,Pikachu
Thunder Shock,Pikachu
Thunder Wave,Pikachu
Thunderbolt,Pikachu
Toxic,Pikachu
Uproar,Pikachu
Volt Switch,Pikachu
Volt Tackle,Pikachu
Wild Charge,Pikachu
Zap Cannon,Pikachu
Agility,Raichu
Attract,Raichu
Bide,Raichu
Body Slam,Raichu
Brick Break,Raichu
Brutal Swing,Raichu
Calm Mind,Raichu
Captivate,Raichu
Charge Beam,Raichu
Charm,Raichu
Confide,Raichu
Counter,Raichu
Covet,Raichu
Curse,Raichu
Defense Curl,Raichu
Detect,Raichu
Dig,Raichu
Discharge,Raichu
Double Edge,Raichu
Double Team,Raichu
Draining Kiss,Raichu
Dynamic Punch,Raichu
Echoed Voice,Raichu
Eerie Impulse,Raichu
Electric Terrain,Raichu
Electro Ball,Raichu
Electroweb,Raichu
Encore,Raichu
Endure,Raichu
Facade,Raichu
Fake Out,Raichu
Feint,Raichu
Flash,Raichu
Fling,Raichu
Focus Blast,Raichu
Focus Punch,Raichu
Frustration,Raichu
Giga Impact,Raichu
Grass Knot,Raichu
Growl,Raichu
Headbutt,Raichu
Helping Hand,Raichu
Hidden Power,Raichu
Hyper Beam,Raichu
Iron Tail,Raichu
Knock Off,Raichu
Laser Focus,Raichu
Light Screen,Raichu
Magnet Rise,Raichu
Mega Kick,Raichu
Mega Punch,Raichu
Mimic,Raichu
Mud Slap,Raichu
Nasty Plot,Raichu
Natural Gift,Raichu
Nuzzle,Raichu
Pay Day,Raichu
Play Nice,Raichu
Play Rough,Raichu
Protect,Raichu
Quick Attack,Raichu
Rage,Raichu
Rain Dance,Raichu
Reflect,Raichu
Rest,Raichu
Return,Raichu
Reversal,Raichu
Rising Voltage,Raichu
Rock Smash,Raichu
Rollout,Raichu
Round,Raichu
Safeguard,Raichu
Secret Power,Raichu
Seismic Toss,Raichu
Shock Wave,Raichu
Signal Beam,Raichu
Skull Bash,Raichu
Slam,Raichu
Sleep Talk,Raichu
Snore,Raichu
Spark,Raichu
Speed Swap,Raichu
Strength,Raichu
Submission,Raichu
Substitute,Raichu
Surf,Raichu
Swagger,Raichu
Sweet Kiss,Raichu
Swift,Raichu
Tail Whip,Raichu
Take Down,Raichu
Thief,Raichu
Thunder,Raichu
Thunder Punch,Raichu
Thunder Shock,Raichu
Thunder Wave,Raichu
Thunderbolt,Raichu
Toxic,Raichu
Uproar,Raichu
Volt Switch,Raichu
Wild Charge,Raichu
Zap Cannon,Raichu
Agility,Vulpix
Attract,Vulpix
Baby Doll Eyes,Vulpix
Bide,Vulpix
Body Slam,Vulpix
Burning Jealousy,Vulpix
Captivate,Vulpix
Confide,Vulpix
Confuse Ray,Vulpix
Covet,Vulpix
Curse,Vulpix
Dark Pulse,Vulpix
Dig,Vulpix
Disable,Vulpix
Double Edge,Vulpix
Double Team,Vulpix
Ember,Vulpix
Encore,Vulpix
Endure,Vulpix
Energy Ball,Vulpix
Extrasensory,Vulpix
Facade,Vulpix
Feint Attack,Vulpix
Fire Blast,Vulpix
Fire Spin,Vulpix
Flail,Vulpix
Flame Burst,Vulpix
Flame Charge,Vulpix
Flamethrower,Vulpix
Flare Blitz,Vulpix
Foul Play,Vulpix
Frustration,Vulpix
Grudge,Vulpix
Headbutt,Vulpix
Heat Wave,Vulpix
Hex,Vulpix
Hidden Power,Vulpix
Howl,Vulpix
Hypnosis,Vulpix
Imprison,Vulpix
Incinerate,Vulpix
Inferno,Vulpix
Iron Tail,Vulpix
Memento,Vulpix
Mimic,Vulpix
Mystical Fire,Vulpix
Natural Gift,Vulpix
Ominous Wind,Vulpix
Overheat,Vulpix
Pain Split,Vulpix
Payback,Vulpix
Power Swap,Vulpix
Protect,Vulpix
Psych Up,Vulpix
Quick Attack,Vulpix
Rage,Vulpix
Reflect,Vulpix
Rest,Vulpix
Return,Vulpix
Roar,Vulpix
Role Play,Vulpix
Round,Vulpix
Safeguard,Vulpix
Secret Power,Vulpix
Skull Bash,Vulpix
Sleep Talk,Vulpix
Snore,Vulpix
Spite,Vulpix
Substitute,Vulpix
Sunny Day,Vulpix
Swagger,Vulpix
Swift,Vulpix
Tackle,Vulpix
Tail Slap,Vulpix
Tail Whip,Vulpix
Take Down,Vulpix
Toxic,Vulpix
Weather Ball,Vulpix
Will O Wisp,Vulpix
Zen Headbutt,Vulpix
Agility,Ninetales
Attract,Ninetales
Bide,Ninetales
Body Slam,Ninetales
Burning Jealousy,Ninetales
Calm Mind,Ninetales
Captivate,Ninetales
Confide,Ninetales
Confuse Ray,Ninetales
Covet,Ninetales
Curse,Ninetales
Dark Pulse,Ninetales
Dig,Ninetales
Disable,Ninetales
Double Edge,Ninetales
Double Team,Ninetales
Dream Eater,Ninetales
Ember,Ninetales
Encore,Ninetales
Endure,Ninetales
Energy Ball,Ninetales
Extrasensory,Ninetales
Facade,Ninetales
Fake Tears,Ninetales
Fire Blast,Ninetales
Fire Spin,Ninetales
Flame Charge,Ninetales
Flamethrower,Ninetales
Flare Blitz,Ninetales
Foul Play,Ninetales
Frustration,Ninetales
Giga Impact,Ninetales
Grudge,Ninetales
Headbutt,Ninetales
Heat Wave,Ninetales
Hex,Ninetales
Hidden Power,Ninetales
Hyper Beam,Ninetales
Hypnosis,Ninetales
Imprison,Ninetales
Incinerate,Ninetales
Inferno,Ninetales
Iron Tail,Ninetales
Laser Focus,Ninetales
Mimic,Ninetales
Mystical Fire,Ninetales
Nasty Plot,Ninetales
Natural Gift,Ninetales
Ominous Wind,Ninetales
Overheat,Ninetales
Pain Split,Ninetales
Payback,Ninetales
Power Swap,Ninetales
Protect,Ninetales
Psych Up,Ninetales
Psyshock,Ninetales
Quick Attack,Ninetales
Rage,Ninetales
Reflect,Ninetales
Rest,Ninetales
Return,Ninetales
Roar,Ninetales
Role Play,Ninetales
Round,Ninetales
Safeguard,Ninetales
Scorching Sands,Ninetales
Secret Power,Ninetales
Shadow Ball,Ninetales
Skull Bash,Ninetales
Sleep Talk,Ninetales
Snore,Ninetales
Solar Beam,Ninetales
Spite,Ninetales
Stored Power,Ninetales
Substitute,Ninetales
Sunny Day,Ninetales
Swagger,Ninetales
Swift,Ninetales
Tackle,Ninetales
Tail Slap,Ninetales
Tail Whip,Ninetales
Take Down,Ninetales
Toxic,Ninetales
Weather Ball,Ninetales
Will O Wisp,Ninetales
Zen Headbutt,Ninetales
Agility,Venonat
Attract,Venonat
Baton Pass,Venonat
Bide,Venonat
Bug Bite,Venonat
Captivate,Venonat
Confide,Venonat
Confusion,Venonat
Curse,Venonat
Disable,Venonat
Double Edge,Venonat
Double Team,Venonat
Endure,Venonat
Facade,Venonat
Flash,Venonat
Foresight,Venonat
Frustration,Venonat
Giga Drain,Venonat
Headbutt,Venonat
Hidden Power,Venonat
Infestation,Venonat
Leech Life,Venonat
Mega Drain,Venonat
Mimic,Venonat
Morning Sun,Venonat
Natural Gift,Venonat
Poison Fang,Venonat
Poison Powder,Venonat
Protect,Venonat
Psybeam,Venonat
Psychic,Venonat
Psywave,Venonat
Rage,Venonat
Rage Powder,Venonat
Reflect,Venonat
Rest,Venonat
Return,Venonat
Round,Venonat
Screech,Venonat
Secret Power,Venonat
Signal Beam,Venonat
Skill Swap,Venonat
Sleep Powder,Venonat
Sleep Talk,Venonat
Sludge Bomb,Venonat
Snore,Venonat
Solar Beam,Venonat
String Shot,Venonat
Struggle Bug,Venonat
Stun Spore,Venonat
Substitute,Venonat
Sunny Day,Venonat
Supersonic,Venonat
Swagger,Venonat
Sweet Scent,Venonat
Swift,Venonat
Tackle,Venonat
Take Down,Venonat
Thief,Venonat
Toxic,Venonat
Toxic Spikes,Venonat
Venoshock,Venonat
Zen Headbutt,Venonat
Agility,Ponyta
Ally Switch,Ponyta
Attract,Ponyta
Bide,Ponyta
Body Slam,Ponyta
Bounce,Ponyta
Captivate,Ponyta
Charm,Ponyta
Confide,Ponyta
Curse,Ponyta
Double Edge,Ponyta
Double Kick,Ponyta
Double Team,Ponyta
Echoed Voice,Ponyta
Ember,Ponyta
Endure,Ponyta
Facade,Ponyta
Fire Blast,Ponyta
Fire Spin,Ponyta
Flame Charge,Ponyta
Flame Wheel,Ponyta
Flamethrower,Ponyta
Flare Blitz,Ponyta
Frustration,Ponyta
Growl,Ponyta
Headbutt,Ponyta
Heat Wave,Ponyta
Hidden Power,Ponyta
High Horsepower,Ponyta
Horn Drill,Ponyta
Hypnosis,Ponyta
Incinerate,Ponyta
Inferno,Ponyta
Iron Tail,Ponyta
Low Kick,Ponyta
Mimic,Ponyta
Morning Sun,Ponyta
Mystical Fire,Ponyta
Natural Gift,Ponyta
Overheat,Ponyta
Play Rough,Ponyta
Protect,Ponyta
Quick Attack,Ponyta
Rage,Ponyta
Reflect,Ponyta
Rest,Ponyta
Return,Ponyta
Round,Ponyta
Secret Power,Ponyta
Skull Bash,Ponyta
Sleep Talk,Ponyta
Snore,Ponyta
Solar Beam,Ponyta
Solar Blade,Ponyta
Stomp,Ponyta
Strength,Ponyta
Substitute,Ponyta
Sunny Day,Ponyta
Swagger,Ponyta
Swift,Ponyta
Tackle,Ponyta
Tail Whip,Ponyta
Take Down,Ponyta
Thrash,Ponyta
Toxic,Ponyta
Wild Charge,Ponyta
Will O Wisp,Ponyta
Agility,Rapidash
Ally Switch,Rapidash
Attract,Rapidash
Baton Pass,Rapidash
Bide,Rapidash
Body Slam,Rapidash
Bounce,Rapidash
Captivate,Rapidash
Charm,Rapidash
Confide,Rapidash
Curse,Rapidash
Double Edge,Rapidash
Double Kick,Rapidash
Double Team,Rapidash
Drill Run,Rapidash
Echoed Voice,Rapidash
Ember,Rapidash
Endure,Rapidash
Facade,Rapidash
Fire Blast,Rapidash
Fire Spin,Rapidash
Flame Charge,Rapidash
Flame Wheel,Rapidash
Flamethrower,Rapidash
Flare Blitz,Rapidash
Frustration,Rapidash
Fury Attack,Rapidash
Giga Impact,Rapidash
Growl,Rapidash
Headbutt,Rapidash
Heat Wave,Rapidash
Hidden Power,Rapidash
High Horsepower,Rapidash
Horn Drill,Rapidash
Hyper Beam,Rapidash
Hypnosis,Rapidash
Incinerate,Rapidash
Inferno,Rapidash
Iron Tail,Rapidash
Low Kick,Rapidash
Megahorn,Rapidash
Mimic,Rapidash
Mystical Fire,Rapidash
Natural Gift,Rapidash
Overheat,Rapidash
Pay Day,Rapidash
Play Rough,Rapidash
Poison Jab,Rapidash
Protect,Rapidash
Quick Attack,Rapidash
Rage,Rapidash
Reflect,Rapidash
Rest,Rapidash
Return,Rapidash
Round,Rapidash
Scorching Sands,Rapidash
Secret Power,Rapidash
Skull Bash,Rapidash
Sleep Talk,Rapidash
Smart Strike,Rapidash
Snore,Rapidash
Solar Beam,Rapidash
Solar Blade,Rapidash
Stomp,Rapidash
Strength,Rapidash
Substitute,Rapidash
Sunny Day,Rapidash
Swagger,Rapidash
Swift,Rapidash
Swords Dance,Rapidash
Tackle,Rapidash
Tail Whip,Rapidash
Take Down,Rapidash
Throat Chop,Rapidash
Toxic,Rapidash
Wild Charge,Rapidash
Will O Wisp,Rapidash
Agility,Krabby
Ally Switch,Krabby
Amnesia,Krabby
Ancient Power,Krabby
Attract,Krabby
Bide,Krabby
Blizzard,Krabby
Body Slam,Krabby
Brick Break,Krabby
Brine,Krabby
Bubble,Krabby
Bubble Beam,Krabby
Captivate,Krabby
Chip Away,Krabby
Confide,Krabby
Crabhammer,Krabby
Curse,Krabby
Cut,Krabby
Dig,Krabby
Dive,Krabby
Double Edge,Krabby
Double Team,Krabby
Endure,Krabby
Facade,Krabby
False Swipe,Krabby
Flail,Krabby
Fling,Krabby
Frustration,Krabby
Fury Cutter,Krabby
Guillotine,Krabby
Hail,Krabby
Hammer Arm,Krabby
Harden,Krabby
Haze,Krabby
Headbutt,Krabby
Hidden Power,Krabby
Hone Claws,Krabby
Ice Beam,Krabby
Icy Wind,Krabby
Iron Defense,Krabby
Knock Off,Krabby
Leer,Krabby
Liquidation,Krabby
Metal Claw,Krabby
Mimic,Krabby
Mud Shot,Krabby
Mud Slap,Krabby
Mud Sport,Krabby
Natural Gift,Krabby
Night Slash,Krabby
Protect,Krabby
Rage,Krabby
Rain Dance,Krabby
Razor Shell,Krabby
Rest,Krabby
Return,Krabby
Rock Slide,Krabby
Rock Smash,Krabby
Rock Tomb,Krabby
Round,Krabby
Scald,Krabby
Secret Power,Krabby
Slam,Krabby
Slash,Krabby
Sleep Talk,Krabby
Snore,Krabby
Stomp,Krabby
Strength,Krabby
Substitute,Krabby
Superpower,Krabby
Surf,Krabby
Swagger,Krabby
Swords Dance,Krabby
Take Down,Krabby
Thief,Krabby
Tickle,Krabby
Toxic,Krabby
Vise Grip,Krabby
Water Gun,Krabby
Water Pulse,Krabby
Whirlpool,Krabby
X Scissor,Krabby
Agility,Kingler
Ally Switch,Kingler
Amnesia,Kingler
Ancient Power,Kingler
Attract,Kingler
Bide,Kingler
Blizzard,Kingler
Body Slam,Kingler
Brick Break,Kingler
Brine,Kingler
Brutal Swing,Kingler
Bubble,Kingler
Bubble Beam,Kingler
Captivate,Kingler
Confide,Kingler
Crabhammer,Kingler
Curse,Kingler
Cut,Kingler
Dig,Kingler
Dive,Kingler
Double Edge,Kingler
Double Team,Kingler
Endure,Kingler
Facade,Kingler
False Swipe,Kingler
Flail,Kingler
Fling,Kingler
Frustration,Kingler
Fury Cutter,Kingler
Giga Impact,Kingler
Guillotine,Kingler
Hail,Kingler
Hammer Arm,Kingler
Harden,Kingler
Headbutt,Kingler
Hidden Power,Kingler
High Horsepower,Kingler
Hone Claws,Kingler
Hydro Pump,Kingler
Hyper Beam,Kingler
Ice Beam,Kingler
Icy Wind,Kingler
Iron Defense,Kingler
Knock Off,Kingler
Leer,Kingler
Liquidation,Kingler
Metal Claw,Kingler
Mimic,Kingler
Mud Shot,Kingler
Mud Slap,Kingler
Mud Sport,Kingler
Natural Gift,Kingler
Protect,Kingler
Quash,Kingler
Rage,Kingler
Rain Dance,Kingler
Razor Shell,Kingler
Rest,Kingler
Return,Kingler
Rock Slide,Kingler
Rock Smash,Kingler
Rock Tomb,Kingler
Round,Kingler
Scald,Kingler
Secret Power,Kingler
Slam,Kingler
Sleep Talk,Kingler
Snore,Kingler
Stomp,Kingler
Stomping Tantrum,Kingler
Strength,Kingler
Substitute,Kingler
Superpower,Kingler
Surf,Kingler
Swagger,Kingler
Swords Dance,Kingler
Take Down,Kingler
Thief,Kingler
Toxic,Kingler
Vise Grip,Kingler
Water Gun,Kingler
Water Pulse,Kingler
Whirlpool,Kingler
Wide Guard,Kingler
X Scissor,Kingler
Agility,Hitmonchan
Attract,Hitmonchan
Aura Sphere,Hitmonchan
Bide,Hitmonchan
Body Slam,Hitmonchan
Brick Break,Hitmonchan
Bulk Up,Hitmonchan
Bulldoze,Hitmonchan
Bullet Punch,Hitmonchan
Captivate,Hitmonchan
Close Combat,Hitmonchan
Coaching,Hitmonchan
Comet Punch,Hitmonchan
Confide,Hitmonchan
Counter,Hitmonchan
Covet,Hitmonchan
Curse,Hitmonchan
Detect,Hitmonchan
Dizzy Punch,Hitmonchan
Double Edge,Hitmonchan
Double Team,Hitmonchan
Drain Punch,Hitmonchan
Dynamic Punch,Hitmonchan
Earthquake,Hitmonchan
Endure,Hitmonchan
Facade,Hitmonchan
Fake Out,Hitmonchan
Feint,Hitmonchan
Fire Punch,Hitmonchan
Fling,Hitmonchan
Focus Blast,Hitmonchan
Focus Energy,Hitmonchan
Focus Punch,Hitmonchan
Frustration,Hitmonchan
Headbutt,Hitmonchan
Helping Hand,Hitmonchan
Hidden Power,Hitmonchan
Ice Punch,Hitmonchan
Laser Focus,Hitmonchan
Leer,Hitmonchan
Low Kick,Hitmonchan
Low Sweep,Hitmonchan
Mach Punch,Hitmonchan
Mega Kick,Hitmonchan
Mega Punch,Hitmonchan
Metronome,Hitmonchan
Mimic,Hitmonchan
Mud Slap,Hitmonchan
Natural Gift,Hitmonchan
Power Up Punch,Hitmonchan
Protect,Hitmonchan
Pursuit,Hitmonchan
Quick Guard,Hitmonchan
Rage,Hitmonchan
Rain Dance,Hitmonchan
Rest,Hitmonchan
Retaliate,Hitmonchan
Return,Hitmonchan
Revenge,Hitmonchan
Rock Climb,Hitmonchan
Rock Slide,Hitmonchan
Rock Smash,Hitmonchan
Rock Tomb,Hitmonchan
Role Play,Hitmonchan
Round,Hitmonchan
Secret Power,Hitmonchan
Seismic Toss,Hitmonchan
Skull Bash,Hitmonchan
Sky Uppercut,Hitmonchan
Sleep Talk,Hitmonchan
Snore,Hitmonchan
Stone Edge,Hitmonchan
Strength,Hitmonchan
Submission,Hitmonchan
Substitute,Hitmonchan
Sunny Day,Hitmonchan
Swagger,Hitmonchan
Swift,Hitmonchan
Tackle,Hitmonchan
Take Down,Hitmonchan
Thief,Hitmonchan
Throat Chop,Hitmonchan
Thunder Punch,Hitmonchan
Toxic,Hitmonchan
Uproar,Hitmonchan
Vacuum Wave,Hitmonchan
Work Up,Hitmonchan
Agility,Horsea
Attract,Horsea
Aurora Beam,Horsea
Bide,Horsea
Blizzard,Horsea
Bounce,Horsea
Brine,Horsea
Bubble,Horsea
Bubble Beam,Horsea
Captivate,Horsea
Clear Smog,Horsea
Confide,Horsea
Curse,Horsea
Disable,Horsea
Dive,Horsea
Double Edge,Horsea
Double Team,Horsea
Dragon Breath,Horsea
Dragon Dance,Horsea
Dragon Pulse,Horsea
Dragon Rage,Horsea
Endure,Horsea
Facade,Horsea
Flail,Horsea
Flash Cannon,Horsea
Flip Turn,Horsea
Focus Energy,Horsea
Frustration,Horsea
Hail,Horsea
Headbutt,Horsea
Hidden Power,Horsea
Hydro Pump,Horsea
Ice Beam,Horsea
Icy Wind,Horsea
Laser Focus,Horsea
Leer,Horsea
Liquidation,Horsea
Mimic,Horsea
Muddy Water,Horsea
Natural Gift,Horsea
Octazooka,Horsea
Outrage,Horsea
Protect,Horsea
Rage,Horsea
Rain Dance,Horsea
Razor Wind,Horsea
Rest,Horsea
Return,Horsea
Round,Horsea
Scald,Horsea
Scale Shot,Horsea
Secret Power,Horsea
Signal Beam,Horsea
Skull Bash,Horsea
Sleep Talk,Horsea
Smokescreen,Horsea
Snore,Horsea
Splash,Horsea
Substitute,Horsea
Surf,Horsea
Swagger,Horsea
Swift,Horsea
Take Down,Horsea
Toxic,Horsea
Twister,Horsea
Water Gun,Horsea
Water Pulse,Horsea
Waterfall,Horsea
Whirlpool,Horsea
Agility,Seadra
Attract,Seadra
Bide,Seadra
Blizzard,Seadra
Bounce,Seadra
Brine,Seadra
Bubble,Seadra
Bubble Beam,Seadra
Captivate,Seadra
Clear Smog,Seadra
Confide,Seadra
Curse,Seadra
Disable,Seadra
Dive,Seadra
Double Edge,Seadra
Double Team,Seadra
Dragon Breath,Seadra
Dragon Dance,Seadra
Dragon Pulse,Seadra
Endure,Seadra
Facade,Seadra
Flash Cannon,Seadra
Flip Turn,Seadra
Focus Energy,Seadra
Frustration,Seadra
Giga Impact,Seadra
Hail,Seadra
Headbutt,Seadra
Hidden Power,Seadra
Hydro Pump,Seadra
Hyper Beam,Seadra
Ice Beam,Seadra
Icy Wind,Seadra
Laser Focus,Seadra
Leer,Seadra
Liquidation,Seadra
Mimic,Seadra
Muddy Water,Seadra
Natural Gift,Seadra
Outrage,Seadra
Protect,Seadra
Rage,Seadra
Rain Dance,Seadra
Rest,Seadra
Return,Seadra
Round,Seadra
Scald,Seadra
Scale Shot,Seadra
Secret Power,Seadra
Signal Beam,Seadra
Skull Bash,Seadra
Sleep Talk,Seadra
Smokescreen,Seadra
Snore,Seadra
Substitute,Seadra
Surf,Seadra
Swagger,Seadra
Swift,Seadra
Take Down,Seadra
Toxic,Seadra
Twister,Seadra
Water Gun,Seadra
Water Pulse,Seadra
Waterfall,Seadra
Whirlpool,Seadra
Agility,Seaking
Aqua Ring,Seaking
Aqua Tail,Seaking
Attract,Seaking
Bide,Seaking
Blizzard,Seaking
Body Slam,Seaking
Bounce,Seaking
Bubble Beam,Seaking
Captivate,Seaking
Confide,Seaking
Curse,Seaking
Dive,Seaking
Double Edge,Seaking
Double Team,Seaking
Drill Run,Seaking
Endure,Seaking
Facade,Seaking
Flail,Seaking
Flip Turn,Seaking
Frustration,Seaking
Fury Attack,Seaking
Fury Cutter,Seaking
Giga Impact,Seaking
Hail,Seaking
Headbutt,Seaking
Hidden Power,Seaking
Horn Attack,Seaking
Horn Drill,Seaking
Hydro Pump,Seaking
Hyper Beam,Seaking
Ice Beam,Seaking
Icy Wind,Seaking
Knock Off,Seaking
Megahorn,Seaking
Mimic,Seaking
Mud Shot,Seaking
Mud Slap,Seaking
Muddy Water,Seaking
Natural Gift,Seaking
Peck,Seaking
Poison Jab,Seaking
Protect,Seaking
Psybeam,Seaking
Quick Attack,Seaking
Rage,Seaking
Rain Dance,Seaking
Rest,Seaking
Return,Seaking
Round,Seaking
Scald,Seaking
Scale Shot,Seaking
Secret Power,Seaking
Signal Beam,Seaking
Skull Bash,Seaking
Sleep Talk,Seaking
Smart Strike,Seaking
Snore,Seaking
Soak,Seaking
Substitute,Seaking
Supersonic,Seaking
Surf,Seaking
Swagger,Seaking
Swift,Seaking
Swords Dance,Seaking
Tail Whip,Seaking
Take Down,Seaking
Throat Chop,Seaking
Toxic,Seaking
Water Gun,Seaking
Water Pulse,Seaking
Water Sport,Seaking
Waterfall,Seaking
Whirlpool,Seaking
Agility,Starmie
Ally Switch,Starmie
Attract,Starmie
Avalanche,Starmie
Bide,Starmie
Blizzard,Starmie
Brine,Starmie
Bubble Beam,Starmie
Confide,Starmie
Confuse Ray,Starmie
Cosmic Power,Starmie
Curse,Starmie
Dazzling Gleam,Starmie
Dive,Starmie
Double Edge,Starmie
Double Team,Starmie
Dream Eater,Starmie
Endure,Starmie
Expanding Force,Starmie
Facade,Starmie
Flash,Starmie
Flash Cannon,Starmie
Flip Turn,Starmie
Frustration,Starmie
Giga Impact,Starmie
Grass Knot,Starmie
Gravity,Starmie
Gyro Ball,Starmie
Hail,Starmie
Harden,Starmie
Headbutt,Starmie
Hidden Power,Starmie
Hydro Pump,Starmie
Hyper Beam,Starmie
Ice Beam,Starmie
Icy Wind,Starmie
Light Screen,Starmie
Magic Coat,Starmie
Meteor Beam,Starmie
Mimic,Starmie
Minimize,Starmie
Natural Gift,Starmie
Nightmare,Starmie
Pain Split,Starmie
Power Gem,Starmie
Protect,Starmie
Psybeam,Starmie
Psych Up,Starmie
Psychic,Starmie
Psycho Cut,Starmie
Psyshock,Starmie
Psywave,Starmie
Rage,Starmie
Rain Dance,Starmie
Rapid Spin,Starmie
Recover,Starmie
Recycle,Starmie
Reflect,Starmie
Rest,Starmie
Return,Starmie
Rollout,Starmie
Round,Starmie
Scald,Starmie
Secret Power,Starmie
Signal Beam,Starmie
Skill Swap,Starmie
Skull Bash,Starmie
Sleep Talk,Starmie
Snore,Starmie
Spotlight,Starmie
Substitute,Starmie
Surf,Starmie
Swagger,Starmie
Swift,Starmie
Tackle,Starmie
Take Down,Starmie
Telekinesis,Starmie
Teleport,Starmie
Thunder,Starmie
Thunder Wave,Starmie
Thunderbolt,Starmie
Toxic,Starmie
Tri Attack,Starmie
Trick,Starmie
Trick Room,Starmie
Twister,Starmie
Water Gun,Starmie
Water Pulse,Starmie
Waterfall,Starmie
Whirlpool,Starmie
Wonder Room,Starmie
Zap Cannon,Starmie
Agility,Jolteon
Attract,Jolteon
Baby Doll Eyes,Jolteon
Baton Pass,Jolteon
Bide,Jolteon
Bite,Jolteon
Body Slam,Jolteon
Captivate,Jolteon
Charge Beam,Jolteon
Charm,Jolteon
Confide,Jolteon
Copycat,Jolteon
Covet,Jolteon
Curse,Jolteon
Detect,Jolteon
Dig,Jolteon
Discharge,Jolteon
Double Edge,Jolteon
Double Kick,Jolteon
Double Team,Jolteon
Echoed Voice,Jolteon
Electro Ball,Jolteon
Endure,Jolteon
Facade,Jolteon
Fake Tears,Jolteon
Flash,Jolteon
Focus Energy,Jolteon
Frustration,Jolteon
Giga Impact,Jolteon
Growl,Jolteon
Headbutt,Jolteon
Heal Bell,Jolteon
Helping Hand,Jolteon
Hidden Power,Jolteon
Hyper Beam,Jolteon
Hyper Voice,Jolteon
Iron Tail,Jolteon
Laser Focus,Jolteon
Last Resort,Jolteon
Light Screen,Jolteon
Magnet Rise,Jolteon
Mimic,Jolteon
Mud Slap,Jolteon
Natural Gift,Jolteon
Pay Day,Jolteon
Pin Missile,Jolteon
Protect,Jolteon
Quick Attack,Jolteon
Rage,Jolteon
Rain Dance,Jolteon
Reflect,Jolteon
Rest,Jolteon
Retaliate,Jolteon
Return,Jolteon
Rising Voltage,Jolteon
Roar,Jolteon
Rock Smash,Jolteon
Round,Jolteon
Sand Attack,Jolteon
Secret Power,Jolteon
Shadow Ball,Jolteon
Shock Wave,Jolteon
Signal Beam,Jolteon
Skull Bash,Jolteon
Sleep Talk,Jolteon
Snore,Jolteon
Stored Power,Jolteon
Strength,Jolteon
Substitute,Jolteon
Sunny Day,Jolteon
Swagger,Jolteon
Swift,Jolteon
Tackle,Jolteon
Tail Whip,Jolteon
Take Down,Jolteon
Thunder,Jolteon
Thunder Fang,Jolteon
Thunder Shock,Jolteon
Thunder Wave,Jolteon
Thunderbolt,Jolteon
Toxic,Jolteon
Volt Switch,Jolteon
Weather Ball,Jolteon
Wild Charge,Jolteon
Work Up,Jolteon
Yawn,Jolteon
Zap Cannon,Jolteon
Agility,Dratini
Aqua Jet,Dratini
Aqua Tail,Dratini
Attract,Dratini
Bide,Dratini
Bind,Dratini
Blizzard,Dratini
Body Slam,Dratini
Breaking Swipe,Dratini
Brutal Swing,Dratini
Bubble Beam,Dratini
Captivate,Dratini
Confide,Dratini
Curse,Dratini
Detect,Dratini
Double Edge,Dratini
Double Team,Dratini
Draco Meteor,Dratini
Dragon Breath,Dratini
Dragon Dance,Dratini
Dragon Pulse,Dratini
Dragon Rage,Dratini
Dragon Rush,Dratini
Dragon Tail,Dratini
Endure,Dratini
Extreme Speed,Dratini
Facade,Dratini
Fire Blast,Dratini
Fire Spin,Dratini
Flamethrower,Dratini
Frustration,Dratini
Giga Impact,Dratini
Hail,Dratini
Haze,Dratini
Headbutt,Dratini
Hidden Power,Dratini
Hydro Pump,Dratini
Hyper Beam,Dratini
Ice Beam,Dratini
