,Move,Pokemon
41149,Nightmare,gulpin
41150,Nightmare,swalot
41151,Nightmare,spinda
41152,Nightmare,shuppet
41153,Nightmare,banette
41154,Nightmare,duskull
41155,Nightmare,dusclops
41156,Nightmare,chimecho
41157,Nightmare,absol
41158,Nightmare,jirachi
41159,Nightmare,deoxys-normal
41160,Nightmare,spiritomb
41161,Nightmare,darkrai
41162,Nightmare,munna
41163,Nightmare,yamask
41164,Nightmare,mimikyu-disguised
41165,Nightmare,gengar-mega
41166,Nightmare,mimikyu-busted
41167,No Retreat,falinks
41168,Noble Roar,wailord
41169,Noble Roar,reshiram
41170,Noble Roar,zekrom
41171,Noble Roar,kyurem
41172,Noble Roar,litleo
41173,Noble Roar,pyroar
41174,Noble Roar,jangmo-o
41175,Noble Roar,hakamo-o
41176,Noble Roar,kommo-o
41177,Noble Roar,solgaleo
41178,Noble Roar,rillaboom
41179,Noble Roar,toxtricity-amped
41180,Noble Roar,kyurem-black
41181,Noble Roar,kyurem-white
41182,Noble Roar,kommo-o-totem
41183,Noble Roar,toxtricity-low-key
41184,Nuzzle,pikachu
41185,Nuzzle,raichu
41186,Nuzzle,pichu
41187,Nuzzle,plusle
41188,Nuzzle,minun
41189,Nuzzle,pachirisu
41190,Nuzzle,emolga
41191,Nuzzle,dedenne
41192,Nuzzle,togedemaru
41193,Nuzzle,yamper
41194,Nuzzle,boltund
41195,Nuzzle,toxel
41196,Nuzzle,toxtricity-amped
41197,Nuzzle,hatenna
41198,Nuzzle,pikachu-rock-star
41199,Nuzzle,pikachu-belle
41200,Nuzzle,pikachu-pop-star
41201,Nuzzle,pikachu-phd
41202,Nuzzle,pikachu-libre
41203,Nuzzle,pikachu-cosplay
41204,Nuzzle,pikachu-original-cap
41205,Nuzzle,pikachu-hoenn-cap
41206,Nuzzle,pikachu-sinnoh-cap
41207,Nuzzle,pikachu-unova-cap
41208,Nuzzle,pikachu-kalos-cap
41209,Nuzzle,pikachu-alola-cap
41210,Nuzzle,raichu-alola
41211,Nuzzle,pikachu-partner-cap
41212,Nuzzle,togedemaru-totem
41213,Nuzzle,pikachu-world-cap
41214,Nuzzle,toxtricity-low-key
41215,Oblivion Wing,yveltal
41216,Obstruct,obstagoon
41217,Oceanic Operetta,
41218,Octazooka,horsea
41219,Octazooka,remoraid
41220,Octazooka,octillery
41221,Octazooka,grapploct
41222,Octolock,grapploct
41223,Odor Sleuth,meowth
41224,Odor Sleuth,growlithe
41225,Odor Sleuth,arcanine
41226,Odor Sleuth,mareep
41227,Odor Sleuth,girafarig
41228,Odor Sleuth,swinub
41229,Odor Sleuth,piloswine
41230,Odor Sleuth,houndour
41231,Odor Sleuth,houndoom
41232,Odor Sleuth,phanpy
41233,Odor Sleuth,donphan
41234,Odor Sleuth,poochyena
41235,Odor Sleuth,mightyena
41236,Odor Sleuth,zigzagoon
41237,Odor Sleuth,linoone
41238,Odor Sleuth,electrike
41239,Odor Sleuth,manectric
41240,Odor Sleuth,spoink
41241,Odor Sleuth,grumpig
41242,Odor Sleuth,bidoof
41243,Odor Sleuth,buizel
41244,Odor Sleuth,munchlax
41245,Odor Sleuth,mamoswine
41246,Odor Sleuth,tepig
41247,Odor Sleuth,pignite
41248,Odor Sleuth,emboar
41249,Odor Sleuth,lillipup
41250,Odor Sleuth,herdier
41251,Odor Sleuth,stoutland
41252,Odor Sleuth,woobat
41253,Odor Sleuth,swoobat
41254,Odor Sleuth,deerling
41255,Odor Sleuth,heatmor
41256,Odor Sleuth,bunnelby
41257,Odor Sleuth,diggersby
41258,Odor Sleuth,furfrou
41259,Odor Sleuth,spritzee
41260,Odor Sleuth,aromatisse
41261,Odor Sleuth,yungoos
41262,Odor Sleuth,gumshoos
41263,Odor Sleuth,rockruff
41264,Odor Sleuth,lycanroc-midday
41265,Odor Sleuth,houndoom-mega
41266,Odor Sleuth,manectric-mega
41267,Odor Sleuth,gumshoos-totem
41268,Odor Sleuth,lycanroc-midnight
41269,Odor Sleuth,rockruff-own-tempo
41270,Odor Sleuth,lycanroc-dusk
41271,Ominous Wind,charizard
41272,Ominous Wind,butterfree
41273,Ominous Wind,beedrill
41274,Ominous Wind,pidgey
41275,Ominous Wind,pidgeotto
41276,Ominous Wind,pidgeot
41277,Ominous Wind,spearow
41278,Ominous Wind,fearow
41279,Ominous Wind,vulpix
41280,Ominous Wind,ninetales
41281,Ominous Wind,zubat
41282,Ominous Wind,golbat
41283,Ominous Wind,venomoth
41284,Ominous Wind,farfetchd
41285,Ominous Wind,gastly
41286,Ominous Wind,haunter
41287,Ominous Wind,gengar
41288,Ominous Wind,scyther
41289,Ominous Wind,aerodactyl
41290,Ominous Wind,articuno
41291,Ominous Wind,zapdos
41292,Ominous Wind,moltres
41293,Ominous Wind,dragonite
41294,Ominous Wind,mew
41295,Ominous Wind,hoothoot
41296,Ominous Wind,noctowl
41297,Ominous Wind,ledyba
41298,Ominous Wind,ledian
41299,Ominous Wind,crobat
41300,Ominous Wind,togetic
41301,Ominous Wind,natu
41302,Ominous Wind,xatu
41303,Ominous Wind,yanma
41304,Ominous Wind,murkrow
41305,Ominous Wind,misdreavus
41306,Ominous Wind,scizor
41307,Ominous Wind,skarmory
41308,Ominous Wind,suicune
41309,Ominous Wind,lugia
41310,Ominous Wind,ho-oh
41311,Ominous Wind,beautifly
41312,Ominous Wind,dustox
41313,Ominous Wind,shiftry
41314,Ominous Wind,taillow
41315,Ominous Wind,swellow
41316,Ominous Wind,wingull
41317,Ominous Wind,pelipper
41318,Ominous Wind,masquerain
41319,Ominous Wind,ninjask
41320,Ominous Wind,sableye
41321,Ominous Wind,volbeat
41322,Ominous Wind,illumise
41323,Ominous Wind,vibrava
41324,Ominous Wind,flygon
41325,Ominous Wind,swablu
41326,Ominous Wind,altaria
41327,Ominous Wind,castform
41328,Ominous Wind,shuppet
41329,Ominous Wind,banette
41330,Ominous Wind,duskull
41331,Ominous Wind,dusclops
41332,Ominous Wind,tropius
41333,Ominous Wind,salamence
41334,Ominous Wind,starly
41335,Ominous Wind,staravia
41336,Ominous Wind,staraptor
41337,Ominous Wind,mothim
41338,Ominous Wind,combee
41339,Ominous Wind,vespiquen
41340,Ominous Wind,drifloon
41341,Ominous Wind,drifblim
41342,Ominous Wind,mismagius
41343,Ominous Wind,honchkrow
41344,Ominous Wind,chatot
41345,Ominous Wind,spiritomb
41346,Ominous Wind,finneon
41347,Ominous Wind,lumineon
41348,Ominous Wind,togekiss
41349,Ominous Wind,yanmega
41350,Ominous Wind,dusknoir
41351,Ominous Wind,froslass
41352,Ominous Wind,rotom
41353,Ominous Wind,giratina-altered
41354,Ominous Wind,darkrai
41355,Ominous Wind,arceus
41356,Ominous Wind,yamask
41357,Ominous Wind,cofagrigus
41358,Ominous Wind,frillish
41359,Ominous Wind,jellicent
41360,Ominous Wind,rowlet
41361,Ominous Wind,dartrix
41362,Ominous Wind,decidueye
41363,Ominous Wind,shaymin-sky
41364,Ominous Wind,giratina-origin
41365,Ominous Wind,rotom-heat
41366,Ominous Wind,rotom-wash
41367,Ominous Wind,rotom-frost
41368,Ominous Wind,rotom-fan
41369,Ominous Wind,rotom-mow
41370,Ominous Wind,castform-sunny
41371,Ominous Wind,castform-rainy
41372,Ominous Wind,castform-snowy
41373,Origin Pulse,kyogre
41374,Origin Pulse,kyogre-primal
41375,Outrage,bulbasaur
41376,Outrage,ivysaur
41377,Outrage,venusaur
41378,Outrage,charmander
41379,Outrage,charmeleon
41380,Outrage,charizard
41381,Outrage,squirtle
41382,Outrage,wartortle
41383,Outrage,blastoise
41384,Outrage,beedrill
41385,Outrage,nidoqueen
41386,Outrage,nidoking
41387,Outrage,mankey
41388,Outrage,primeape
41389,Outrage,growlithe
41390,Outrage,arcanine
41391,Outrage,marowak
41392,Outrage,rhydon
41393,Outrage,kangaskhan
41394,Outrage,horsea
41395,Outrage,seadra
41396,Outrage,pinsir
41397,Outrage,tauros
41398,Outrage,gyarados
41399,Outrage,lapras
41400,Outrage,snorlax
41401,Outrage,dratini
41402,Outrage,dragonair
41403,Outrage,dragonite
41404,Outrage,mew
41405,Outrage,meganium
41406,Outrage,feraligatr
41407,Outrage,ampharos
41408,Outrage,granbull
41409,Outrage,kingdra
41410,Outrage,larvitar
41411,Outrage,pupitar
41412,Outrage,tyranitar
41413,Outrage,sceptile
41414,Outrage,swampert
41415,Outrage,exploud
41416,Outrage,aggron
41417,Outrage,vibrava
41418,Outrage,flygon
41419,Outrage,swablu
41420,Outrage,altaria
41421,Outrage,tropius
41422,Outrage,bagon
41423,Outrage,shelgon
41424,Outrage,salamence
41425,Outrage,latias
41426,Outrage,latios
41427,Outrage,rayquaza
41428,Outrage,torterra
41429,Outrage,rampardos
41430,Outrage,bastiodon
41431,Outrage,gible
41432,Outrage,gabite
41433,Outrage,garchomp
41434,Outrage,abomasnow
41435,Outrage,rhyperior
41436,Outrage,dialga
41437,Outrage,palkia
41438,Outrage,giratina-altered
41439,Outrage,arceus
41440,Outrage,serperior
41441,Outrage,krookodile
41442,Outrage,scrafty
41443,Outrage,archeops
41444,Outrage,eelektross
41445,Outrage,axew
41446,Outrage,fraxure
41447,Outrage,haxorus
41448,Outrage,druddigon
41449,Outrage,bouffalant
41450,Outrage,deino
41451,Outrage,zweilous
41452,Outrage,hydreigon
41453,Outrage,reshiram
41454,Outrage,zekrom
41455,Outrage,landorus-incarnate
41456,Outrage,kyurem
41457,Outrage,pangoro
41458,Outrage,skrelp
41459,Outrage,dragalge
41460,Outrage,tyrunt
41461,Outrage,tyrantrum
41462,Outrage,amaura
41463,Outrage,aurorus
41464,Outrage,goomy
41465,Outrage,sliggoo
41466,Outrage,goodra
41467,Outrage,noibat
41468,Outrage,noivern
41469,Outrage,xerneas
41470,Outrage,zygarde-50
41471,Outrage,litten
41472,Outrage,torracat
41473,Outrage,incineroar
41474,Outrage,silvally
41475,Outrage,turtonator
41476,Outrage,drampa
41477,Outrage,jangmo-o
41478,Outrage,hakamo-o
41479,Outrage,kommo-o
41480,Outrage,solgaleo
41481,Outrage,buzzwole
41482,Outrage,pheromosa
41483,Outrage,guzzlord
41484,Outrage,necrozma
41485,Outrage,marshadow
41486,Outrage,naganadel
41487,Outrage,zeraora
41488,Outrage,flapple
41489,Outrage,appletun
41490,Outrage,sandaconda
41491,Outrage,morpeko-full-belly
41492,Outrage,copperajah
41493,Outrage,dracozolt
41494,Outrage,dracovish
41495,Outrage,duraludon
41496,Outrage,drakloak
41497,Outrage,dragapult
41498,Outrage,regidrago
41499,Outrage,glastrier
41500,Outrage,giratina-origin
41501,Outrage,landorus-therian
41502,Outrage,kyurem-black
41503,Outrage,kyurem-white
41504,Outrage,venusaur-mega
41505,Outrage,charizard-mega-x
41506,Outrage,charizard-mega-y
41507,Outrage,blastoise-mega
41508,Outrage,kangaskhan-mega
41509,Outrage,pinsir-mega
41510,Outrage,gyarados-mega
41511,Outrage,ampharos-mega
41512,Outrage,tyranitar-mega
41513,Outrage,aggron-mega
41514,Outrage,garchomp-mega
41515,Outrage,abomasnow-mega
41516,Outrage,latias-mega
41517,Outrage,latios-mega
41518,Outrage,swampert-mega
41519,Outrage,sceptile-mega
41520,Outrage,altaria-mega
41521,Outrage,rayquaza-mega
41522,Outrage,salamence-mega
41523,Outrage,beedrill-mega
41524,Outrage,exeggutor-alola
41525,Outrage,marowak-alola
41526,Outrage,zygarde-10-power-construct
41527,Outrage,zygarde-50-power-construct
41528,Outrage,zygarde-complete
41529,Outrage,lycanroc-midnight
41530,Outrage,kommo-o-totem
41531,Outrage,marowak-totem
41532,Outrage,lycanroc-dusk
41533,Outrage,necrozma-dusk
41534,Outrage,necrozma-dawn
41535,Outrage,necrozma-ultra
41536,Outrage,zygarde-10
41537,Outrage,morpeko-hangry
41538,Outrage,calyrex-ice
41539,Overdrive,toxtricity-amped
41540,Overdrive,toxtricity-low-key
41541,Overheat,charmander
41542,Overheat,charmeleon
41543,Overheat,charizard
41544,Overheat,vulpix
41545,Overheat,ninetales
41546,Overheat,mankey
41547,Overheat,primeape
41548,Overheat,growlithe
41549,Overheat,arcanine
41550,Overheat,ponyta
41551,Overheat,rapidash
41552,Overheat,magmar
41553,Overheat,flareon
41554,Overheat,moltres
41555,Overheat,mew
41556,Overheat,cyndaquil
41557,Overheat,quilava
41558,Overheat,typhlosion
41559,Overheat,snubbull
41560,Overheat,granbull
41561,Overheat,slugma
41562,Overheat,magcargo
41563,Overheat,houndour
41564,Overheat,houndoom
41565,Overheat,magby
41566,Overheat,entei
41567,Overheat,ho-oh
41568,Overheat,torchic
41569,Overheat,combusken
41570,Overheat,blaziken
41571,Overheat,loudred
41572,Overheat,exploud
41573,Overheat,manectric
41574,Overheat,numel
41575,Overheat,camerupt
41576,Overheat,torkoal
41577,Overheat,solrock
41578,Overheat,groudon
41579,Overheat,rayquaza
41580,Overheat,chimchar
41581,Overheat,monferno
41582,Overheat,infernape
41583,Overheat,magmortar
41584,Overheat,dialga
41585,Overheat,heatran
41586,Overheat,arceus
41587,Overheat,victini
41588,Overheat,tepig
41589,Overheat,pignite
41590,Overheat,emboar
41591,Overheat,pansear
41592,Overheat,simisear
41593,Overheat,zebstrika
41594,Overheat,darumaka
41595,Overheat,darmanitan-standard
41596,Overheat,litwick
41597,Overheat,lampent
41598,Overheat,chandelure
41599,Overheat,heatmor
41600,Overheat,larvesta
41601,Overheat,volcarona
41602,Overheat,reshiram
41603,Overheat,fennekin
41604,Overheat,braixen
41605,Overheat,delphox
41606,Overheat,fletchling
41607,Overheat,fletchinder
41608,Overheat,talonflame
41609,Overheat,litleo
41610,Overheat,pyroar
41611,Overheat,volcanion
41612,Overheat,litten
41613,Overheat,torracat
41614,Overheat,incineroar
41615,Overheat,toucannon
41616,Overheat,salandit
41617,Overheat,salazzle
41618,Overheat,turtonator
41619,Overheat,blacephalon
41620,Overheat,scorbunny
41621,Overheat,raboot
41622,Overheat,cinderace
41623,Overheat,carkol
41624,Overheat,coalossal
41625,Overheat,centiskorch
41626,Overheat,rotom-heat
41627,Overheat,darmanitan-zen
41628,Overheat,charizard-mega-x
41629,Overheat,charizard-mega-y
41630,Overheat,houndoom-mega
41631,Overheat,blaziken-mega
41632,Overheat,manectric-mega
41633,Overheat,groudon-primal
41634,Overheat,rayquaza-mega
41635,Overheat,camerupt-mega
41636,Overheat,salazzle-totem
41637,Overheat,weezing-galar
41638,Overheat,darumaka-galar
41639,Overheat,darmanitan-galar-standard
41640,Overheat,darmanitan-galar-zen
41641,Pain Split,vulpix
41642,Pain Split,ninetales
41643,Pain Split,jigglypuff
41644,Pain Split,wigglytuff
41645,Pain Split,grimer
41646,Pain Split,muk
41647,Pain Split,gastly
41648,Pain Split,haunter
41649,Pain Split,gengar
41650,Pain Split,koffing
41651,Pain Split,weezing
41652,Pain Split,tangela
41653,Pain Split,staryu
41654,Pain Split,starmie
41655,Pain Split,porygon
41656,Pain Split,mew
41657,Pain Split,igglybuff
41658,Pain Split,natu
41659,Pain Split,xatu
41660,Pain Split,misdreavus
41661,Pain Split,pineco
41662,Pain Split,forretress
41663,Pain Split,dunsparce
41664,Pain Split,qwilfish
41665,Pain Split,slugma
41666,Pain Split,magcargo
41667,Pain Split,porygon2
41668,Pain Split,ralts
41669,Pain Split,kirlia
41670,Pain Split,gardevoir
41671,Pain Split,nosepass
41672,Pain Split,sableye
41673,Pain Split,mawile
41674,Pain Split,meditite
41675,Pain Split,medicham
41676,Pain Split,gulpin
41677,Pain Split,swalot
41678,Pain Split,lunatone
41679,Pain Split,solrock
41680,Pain Split,lileep
41681,Pain Split,cradily
41682,Pain Split,shuppet
41683,Pain Split,banette
41684,Pain Split,duskull
41685,Pain Split,dusclops
41686,Pain Split,rampardos
41687,Pain Split,shellos
41688,Pain Split,gastrodon
41689,Pain Split,drifloon
41690,Pain Split,drifblim
41691,Pain Split,mismagius
41692,Pain Split,spiritomb
41693,Pain Split,tangrowth
41694,Pain Split,porygon-z
41695,Pain Split,gallade
41696,Pain Split,probopass
41697,Pain Split,dusknoir
41698,Pain Split,froslass
41699,Pain Split,rotom
41700,Pain Split,giratina-altered
41701,Pain Split,munna
41702,Pain Split,musharna
41703,Pain Split,audino
41704,Pain Split,throh
41705,Pain Split,sawk
41706,Pain Split,yamask
41707,Pain Split,cofagrigus
41708,Pain Split,trubbish
41709,Pain Split,garbodor
41710,Pain Split,solosis
41711,Pain Split,duosion
41712,Pain Split,reuniclus
41713,Pain Split,frillish
41714,Pain Split,jellicent
41715,Pain Split,alomomola
41716,Pain Split,elgyem
41717,Pain Split,beheeyem
41718,Pain Split,litwick
41719,Pain Split,lampent
41720,Pain Split,chandelure
41721,Pain Split,stunfisk
41722,Pain Split,chespin
41723,Pain Split,quilladin
41724,Pain Split,chesnaught
41725,Pain Split,phantump
41726,Pain Split,trevenant
41727,Pain Split,pumpkaboo-average
41728,Pain Split,gourgeist-average
41729,Pain Split,zygarde-50
41730,Pain Split,mareanie
41731,Pain Split,toxapex
41732,Pain Split,stufful
41733,Pain Split,bewear
41734,Pain Split,comfey
41735,Pain Split,oranguru
41736,Pain Split,golisopod
41737,Pain Split,sandygast
41738,Pain Split,palossand
41739,Pain Split,pyukumuku
41740,Pain Split,mimikyu-disguised
41741,Pain Split,bruxish
41742,Pain Split,dhelmise
41743,Pain Split,nihilego
41744,Pain Split,magearna
41745,Pain Split,blacephalon
41746,Pain Split,clobbopus
41747,Pain Split,giratina-origin
41748,Pain Split,rotom-heat
41749,Pain Split,rotom-wash
41750,Pain Split,rotom-frost
41751,Pain Split,rotom-fan
41752,Pain Split,rotom-mow
41753,Pain Split,pumpkaboo-small
41754,Pain Split,pumpkaboo-large
41755,Pain Split,pumpkaboo-super
41756,Pain Split,gourgeist-small
41757,Pain Split,gourgeist-large
41758,Pain Split,gourgeist-super
41759,Pain Split,gengar-mega
41760,Pain Split,gardevoir-mega
41761,Pain Split,mawile-mega
41762,Pain Split,medicham-mega
41763,Pain Split,banette-mega
41764,Pain Split,sableye-mega
41765,Pain Split,gallade-mega
41766,Pain Split,audino-mega
41767,Pain Split,vulpix-alola
41768,Pain Split,ninetales-alola
41769,Pain Split,grimer-alola
41770,Pain Split,muk-alola
41771,Pain Split,marowak-alola
41772,Pain Split,zygarde-10-power-construct
41773,Pain Split,zygarde-50-power-construct
41774,Pain Split,zygarde-complete
41775,Pain Split,mimikyu-busted
41776,Pain Split,mimikyu-totem-disguised
41777,Pain Split,mimikyu-totem-busted
41778,Pain Split,magearna-original
41779,Pain Split,marowak-totem
41780,Pain Split,stunfisk-galar
41781,Pain Split,zygarde-10
41782,Parabolic Charge,helioptile
41783,Parabolic Charge,heliolisk
41784,Parabolic Charge,dedenne
41785,Parting Shot,pancham
41786,Parting Shot,pangoro
41787,Parting Shot,litten
41788,Parting Shot,silvally
41789,Parting Shot,thievul
41790,Parting Shot,morpeko-full-belly
41791,Parting Shot,meowth-alola
41792,Parting Shot,zigzagoon-galar
41793,Parting Shot,morpeko-hangry
41794,Pay Day,pikachu
41795,Pay Day,raichu
41796,Pay Day,nidoqueen
41797,Pay Day,nidoking
41798,Pay Day,meowth
41799,Pay Day,persian
41800,Pay Day,psyduck
41801,Pay Day,golduck
41802,Pay Day,mankey
41803,Pay Day,primeape
41804,Pay Day,rapidash
41805,Pay Day,slowpoke
41806,Pay Day,slowbro
41807,Pay Day,seel
41808,Pay Day,dewgong
41809,Pay Day,rhydon
41810,Pay Day,eevee
41811,Pay Day,vaporeon
41812,Pay Day,jolteon
41813,Pay Day,flareon
41814,Pay Day,snorlax
41815,Pay Day,mewtwo
41816,Pay Day,mew
41817,Pay Day,hoppip
41818,Pay Day,espeon
41819,Pay Day,umbreon
41820,Pay Day,slowking
41821,Pay Day,munchlax
41822,Pay Day,rhyperior
41823,Pay Day,leafeon
41824,Pay Day,glaceon
41825,Pay Day,purrloin
41826,Pay Day,liepard
41827,Pay Day,espurr
41828,Pay Day,meowstic-male
41829,Pay Day,sylveon
41830,Pay Day,litten
41831,Pay Day,torracat
41832,Pay Day,incineroar
41833,Pay Day,zeraora
41834,Pay Day,perrserker
41835,Pay Day,indeedee-male
41836,Pay Day,calyrex
41837,Pay Day,meowstic-female
41838,Pay Day,mewtwo-mega-x
41839,Pay Day,mewtwo-mega-y
41840,Pay Day,slowbro-mega
41841,Pay Day,pikachu-original-cap
41842,Pay Day,pikachu-hoenn-cap
41843,Pay Day,pikachu-sinnoh-cap
41844,Pay Day,pikachu-unova-cap
41845,Pay Day,pikachu-kalos-cap
41846,Pay Day,pikachu-alola-cap
41847,Pay Day,raichu-alola
41848,Pay Day,meowth-alola
41849,Pay Day,persian-alola
41850,Pay Day,pikachu-partner-cap
41851,Pay Day,pikachu-starter
41852,Pay Day,eevee-starter
41853,Pay Day,pikachu-world-cap
41854,Pay Day,meowth-galar
41855,Pay Day,rapidash-galar
41856,Pay Day,slowpoke-galar
41857,Pay Day,slowbro-galar
41858,Pay Day,slowking-galar
41859,Pay Day,indeedee-female
41860,Pay Day,calyrex-ice
41861,Pay Day,calyrex-shadow
41862,Payback,beedrill
41863,Payback,ekans
41864,Payback,arbok
41865,Payback,vulpix
41866,Payback,ninetales
41867,Payback,zubat
41868,Payback,golbat
41869,Payback,meowth
41870,Payback,persian
41871,Payback,mankey
41872,Payback,primeape
41873,Payback,poliwrath
41874,Payback,machop
41875,Payback,machoke
41876,Payback,machamp
41877,Payback,tentacool
41878,Payback,tentacruel
41879,Payback,dodrio
41880,Payback,grimer
41881,Payback,muk
41882,Payback,shellder
41883,Payback,cloyster
41884,Payback,gastly
41885,Payback,haunter
41886,Payback,gengar
41887,Payback,onix
41888,Payback,koffing
41889,Payback,weezing
41890,Payback,rhyhorn
41891,Payback,rhydon
41892,Payback,mr-mime
41893,Payback,jynx
41894,Payback,tauros
41895,Payback,gyarados
41896,Payback,aerodactyl
41897,Payback,mew
41898,Payback,crobat
41899,Payback,politoed
41900,Payback,aipom
41901,Payback,umbreon
41902,Payback,murkrow
41903,Payback,misdreavus
41904,Payback,pineco
41905,Payback,forretress
41906,Payback,gligar
41907,Payback,steelix
41908,Payback,snubbull
41909,Payback,granbull
41910,Payback,qwilfish
41911,Payback,sneasel
41912,Payback,teddiursa
41913,Payback,ursaring
41914,Payback,octillery
41915,Payback,skarmory
41916,Payback,houndour
41917,Payback,houndoom
41918,Payback,smoochum
41919,Payback,larvitar
41920,Payback,pupitar
41921,Payback,tyranitar
41922,Payback,poochyena
41923,Payback,mightyena
41924,Payback,seedot
41925,Payback,nuzleaf
41926,Payback,shiftry
41927,Payback,pelipper
41928,Payback,hariyama
41929,Payback,skitty
41930,Payback,delcatty
41931,Payback,sableye
41932,Payback,mawile
41933,Payback,aggron
41934,Payback,carvanha
41935,Payback,sharpedo
41936,Payback,spoink
41937,Payback,grumpig
41938,Payback,cacnea
41939,Payback,cacturne
41940,Payback,zangoose
41941,Payback,seviper
41942,Payback,corphish
41943,Payback,crawdaunt
41944,Payback,shuppet
41945,Payback,banette
41946,Payback,duskull
41947,Payback,dusclops
41948,Payback,absol
41949,Payback,glalie
41950,Payback,cranidos
41951,Payback,rampardos
41952,Payback,floatzel
41953,Payback,ambipom
41954,Payback,drifloon
41955,Payback,drifblim
41956,Payback,buneary
41957,Payback,lopunny
41958,Payback,mismagius
41959,Payback,honchkrow
41960,Payback,glameow
41961,Payback,purugly
41962,Payback,stunky
41963,Payback,skuntank
41964,Payback,bronzor
41965,Payback,bronzong
41966,Payback,spiritomb
41967,Payback,riolu
41968,Payback,lucario
41969,Payback,skorupi
41970,Payback,drapion
41971,Payback,croagunk
41972,Payback,toxicroak
41973,Payback,carnivine
41974,Payback,finneon
41975,Payback,lumineon
41976,Payback,weavile
41977,Payback,rhyperior
41978,Payback,tangrowth
41979,Payback,gliscor
41980,Payback,dusknoir
41981,Payback,froslass
41982,Payback,azelf
41983,Payback,heatran
41984,Payback,regigigas
41985,Payback,giratina-altered
41986,Payback,darkrai
41987,Payback,arceus
41988,Payback,lillipup
41989,Payback,herdier
41990,Payback,stoutland
41991,Payback,purrloin
41992,Payback,liepard
41993,Payback,pansage
41994,Payback,simisage
41995,Payback,pansear
41996,Payback,simisear
41997,Payback,panpour
41998,Payback,simipour
41999,Payback,timburr
42000,Payback,gurdurr
42001,Payback,conkeldurr
42002,Payback,seismitoad
42003,Payback,throh
42004,Payback,sawk
42005,Payback,sewaddle
42006,Payback,swadloon
42007,Payback,leavanny
42008,Payback,venipede
42009,Payback,whirlipede
42010,Payback,scolipede
42011,Payback,sandile
42012,Payback,krokorok
42013,Payback,krookodile
42014,Payback,darmanitan-standard
42015,Payback,scraggy
42016,Payback,scrafty
42017,Payback,yamask
42018,Payback,cofagrigus
42019,Payback,trubbish
42020,Payback,garbodor
42021,Payback,zorua
42022,Payback,zoroark
42023,Payback,gothita
42024,Payback,gothorita
42025,Payback,gothitelle
42026,Payback,foongus
42027,Payback,amoonguss
42028,Payback,ferroseed
42029,Payback,ferrothorn
42030,Payback,litwick
42031,Payback,lampent
42032,Payback,chandelure
42033,Payback,axew
42034,Payback,fraxure
42035,Payback,haxorus
42036,Payback,stunfisk
42037,Payback,mienfoo
42038,Payback,mienshao
42039,Payback,druddigon
42040,Payback,pawniard
42041,Payback,bisharp
42042,Payback,bouffalant
42043,Payback,vullaby
42044,Payback,mandibuzz
42045,Payback,hydreigon
42046,Payback,tornadus-incarnate
42047,Payback,thundurus-incarnate
42048,Payback,reshiram
42049,Payback,zekrom
42050,Payback,landorus-incarnate
42051,Payback,kyurem
42052,Payback,meloetta-aria
42053,Payback,chespin
42054,Payback,quilladin
42055,Payback,chesnaught
42056,Payback,bunnelby
42057,Payback,diggersby
42058,Payback,litleo
42059,Payback,pyroar
42060,Payback,skiddo
42061,Payback,gogoat
42062,Payback,pancham
42063,Payback,pangoro
42064,Payback,espurr
42065,Payback,meowstic-male
42066,Payback,inkay
42067,Payback,malamar
42068,Payback,binacle
42069,Payback,barbaracle
42070,Payback,hawlucha
42071,Payback,yveltal
42072,Payback,zygarde-50
42073,Payback,yungoos
42074,Payback,gumshoos
42075,Payback,crabrawler
42076,Payback,crabominable
42077,Payback,mareanie
42078,Payback,toxapex
42079,Payback,mudbray
42080,Payback,mudsdale
42081,Payback,fomantis
42082,Payback,lurantis
42083,Payback,salandit
42084,Payback,salazzle
42085,Payback,stufful
42086,Payback,bewear
42087,Payback,steenee
42088,Payback,tsareena
42089,Payback,oranguru
42090,Payback,passimian
42091,Payback,golisopod
42092,Payback,type-null
42093,Payback,silvally
42094,Payback,komala
42095,Payback,turtonator
42096,Payback,togedemaru
42097,Payback,mimikyu-disguised
42098,Payback,bruxish
42099,Payback,dhelmise
42100,Payback,jangmo-o
42101,Payback,hakamo-o
42102,Payback,kommo-o
42103,Payback,tapu-bulu
42104,Payback,buzzwole
42105,Payback,guzzlord
42106,Payback,marshadow
42107,Payback,blacephalon
42108,Payback,skwovet
42109,Payback,greedent
42110,Payback,rookidee
42111,Payback,corvisquire
42112,Payback,corviknight
42113,Payback,dottler
42114,Payback,orbeetle
42115,Payback,wooloo
42116,Payback,dubwool
42117,Payback,chewtle
42118,Payback,drednaw
42119,Payback,appletun
42120,Payback,toxtricity-amped
42121,Payback,clobbopus
42122,Payback,grapploct
42123,Payback,sinistea
42124,Payback,polteageist
42125,Payback,obstagoon
42126,Payback,perrserker
42127,Payback,mr-rime
42128,Payback,runerigus
42129,Payback,falinks
42130,Payback,pincurchin
42131,Payback,morpeko-full-belly
42132,Payback,copperajah
42133,Payback,arctozolt
42134,Payback,zamazenta
42135,Payback,eternatus
42136,Payback,urshifu-single-strike
42137,Payback,zarude
42138,Payback,glastrier
42139,Payback,spectrier
42140,Payback,giratina-origin
42141,Payback,darmanitan-zen
42142,Payback,meloetta-pirouette
