,UsePercentage,Pokemon,Teammate
1305,16.543,Rayquaza,Amoonguss
1306,13.756,Barraskewda,Amoonguss
1307,17.874,Metagross,Amoonguss
1308,56.807,Pheromosa,Amoonguss
1309,12.048,Landorus Incarnate Forme,Amoonguss
1310,21.201,Dusk Mane Necrozma,Amoonguss
1311,10.291,Alcremie,Amoonguss
1312,26.699,Tapu Koko,Amoonguss
1313,15.264,Liepard,Amoonguss
1314,41.294,Meowstic Male,Amoonguss
1315,5.418,Alolan Persian,Amoonguss
1316,21.316,Stakataka,Amoonguss
1317,12.786,Galarian Moltres,Amoonguss
1318,11.134,Milotic,Amoonguss
1319,35.613,Escavalier,Amoonguss
1320,8.740,Wash Rotom,Amoonguss
1321,6.964,Scizor,Amoonguss
1322,40.533,Alolan Marowak,Amoonguss
1323,61.510,Pelipper,Amoonguss
1324,15.012,Oranguru,Amoonguss
1325,67.786,Kangaskhan,Amoonguss
1326,34.459,Pincurchin,Amoonguss
1327,30.773,Latias,Amoonguss
1328,41.251,Articuno,Amoonguss
1329,58.277,Trevenant,Amoonguss
1330,29.837,Heatran,Amoonguss
1331,77.741,Clefable,Amoonguss
1332,9.611,Registeel,Amoonguss
1333,1.519,Wishiwashi Solo Form,Amoonguss
1334,8.578,Mantine,Amoonguss
1335,69.528,Machamp,Amoonguss
1336,74.942,Tyrantrum,Amoonguss
1337,28.209,Kommo-o,Amoonguss
1338,47.567,Blaziken,Amoonguss
1339,17.126,Hawlucha,Amoonguss
1340,36.796,Zoroark,Amoonguss
1341,2.680,Haxorus,Amoonguss
1342,42.162,Runerigus,Amoonguss
1343,23.146,Braviary,Amoonguss
1344,13.560,Alakazam,Amoonguss
1345,87.486,Torracat,Amoonguss
1346,18.081,Cofagrigus,Amoonguss
1347,37.210,Sharpedo,Amoonguss
1348,24.907,Mr. Mime,Amoonguss
1349,24.602,Magnezone,Amoonguss
1350,19.466,Unfezant,Amoonguss
1351,18.788,Perrserker,Amoonguss
1352,20.777,Heracross,Amoonguss
1353,20.279,Cursola,Amoonguss
1354,20.782,Falinks,Amoonguss
1355,21.741,Galarian Corsola,Amoonguss
1356,16.716,Orbeetle,Amoonguss
1357,11.810,Scyther,Amoonguss
1358,31.464,Poliwrath,Amoonguss
1359,12.947,Lycanroc Midnight Form,Amoonguss
1360,14.789,Golurk,Amoonguss
1361,28.961,Kyogre,Indeedee Female
1362,18.666,Regieleki,Indeedee Female
1363,22.060,Calyrex Shadow Rider,Indeedee Female
1364,21.935,Landorus Therian Forme,Indeedee Female
1365,38.753,Whimsicott,Indeedee Female
1366,22.485,Calyrex Ice Rider,Indeedee Female
1367,19.664,Palkia,Indeedee Female
1368,23.412,Porygon2,Indeedee Female
1369,21.590,Kartana,Indeedee Female
1370,30.206,Ditto,Indeedee Female
1371,25.473,Urshifu Single Strike Style,Indeedee Female
1372,18.368,Xerneas,Indeedee Female
1373,51.639,Shedinja,Indeedee Female
1374,18.666,Dusclops,Indeedee Female
1375,21.320,Torkoal,Indeedee Female
1376,61.284,Kingdra,Indeedee Female
1377,15.781,Entei,Indeedee Female
1378,40.784,White Kyurem,Indeedee Female
1379,14.728,Urshifu Rapid Strike Style,Indeedee Female
1380,13.866,Mimikyu,Indeedee Female
1381,42.308,Cinderace,Indeedee Female
1382,20.727,Togekiss,Indeedee Female
1383,21.434,Dragapult,Indeedee Female
1384,3.907,Dawn Wings Necrozma,Indeedee Female
1385,39.425,Barraskewda,Indeedee Female
1386,20.275,Araquanid,Indeedee Female
1387,24.441,Pheromosa,Indeedee Female
1388,33.597,Mienshao,Indeedee Female
1389,22.824,Lugia,Indeedee Female
1390,39.270,Chansey,Indeedee Female
1391,21.020,Dusk Mane Necrozma,Indeedee Female
1392,41.503,Liepard,Indeedee Female
1393,33.990,Hydreigon,Indeedee Female
1394,51.136,Dracovish,Indeedee Female
1395,44.403,Regidrago,Indeedee Female
1396,42.850,Hitmontop,Indeedee Female
1397,58.475,Shuckle,Indeedee Female
1398,51.078,Snorlax,Indeedee Female
1399,35.053,Stakataka,Indeedee Female
1400,40.965,Thundurus Therian Forme,Indeedee Female
1401,23.876,Talonflame,Indeedee Female
1402,27.253,Mewtwo,Indeedee Female
1403,86.796,Klinklang,Indeedee Female
1404,65.460,Inteleon,Indeedee Female
1405,19.270,Hatterene,Indeedee Female
1406,23.834,Galarian Articuno,Indeedee Female
1407,17.285,Alolan Ninetales,Indeedee Female
1408,36.441,Alolan Marowak,Indeedee Female
1409,62.778,Slowbro,Indeedee Female
1410,28.449,Kingler,Indeedee Female
1411,66.271,Oranguru,Indeedee Female
1412,9.045,Garchomp,Indeedee Female
1413,9.828,Moltres,Indeedee Female
1414,91.312,Drifblim,Indeedee Female
1415,51.264,Dracozolt,Indeedee Female
1416,35.570,Aegislash Shield Forme,Indeedee Female
1417,95.616,Greedent,Indeedee Female
1418,20.929,Riolu,Indeedee Female
1419,24.165,Mandibuzz,Indeedee Female
1420,11.337,Lurantis,Indeedee Female
1421,64.725,Alolan Exeggutor,Indeedee Female
1422,32.076,Dragonite,Indeedee Female
1423,57.845,Aerodactyl,Indeedee Female
1424,60.994,Trevenant,Indeedee Female
1425,79.181,Drednaw,Indeedee Female
1426,3.194,Clefable,Indeedee Female
1427,11.482,Rhyperior,Indeedee Female
1428,7.282,Stonjourner,Indeedee Female
1429,52.213,Electivire,Indeedee Female
1430,9.101,Vikavolt,Indeedee Female
1431,37.469,Durant,Indeedee Female
1432,93.042,Wishiwashi Solo Form,Indeedee Female
1433,14.873,Cobalion,Indeedee Female
1434,44.966,Silvally,Indeedee Female
1435,25.728,Xurkitree,Indeedee Female
1436,22.702,Mow Rotom,Indeedee Female
1437,50.899,Espeon,Indeedee Female
1438,46.381,Kommo-o,Indeedee Female
1439,11.296,Blaziken,Indeedee Female
1440,27.496,Hawlucha,Indeedee Female
1441,21.052,Lilligant,Indeedee Female
1442,45.281,Clawitzer,Indeedee Female
1443,82.967,Qwilfish,Indeedee Female
1444,83.084,Haxorus,Indeedee Female
1445,33.493,Dhelmise,Indeedee Female
1446,28.404,Braviary,Indeedee Female
1447,27.907,Virizion,Indeedee Female
1448,53.223,Alolan Raichu,Indeedee Female
1449,28.380,Beartic,Indeedee Female
1450,31.950,Copperajah,Indeedee Female
1451,8.324,Flapple,Indeedee Female
1452,15.996,Sylveon,Indeedee Female
1453,24.102,Slurpuff,Indeedee Female
1454,6.698,Eiscue Ice Face,Indeedee Female
1455,13.446,Hippowdon,Indeedee Female
1456,65.665,Alakazam,Indeedee Female
1457,10.983,Thievul,Indeedee Female
1458,16.801,Cofagrigus,Indeedee Female
1459,30.362,Starmie,Indeedee Female
1460,13.133,Turtonator,Indeedee Female
1461,31.630,Ribombee,Indeedee Female
1462,3.601,Charjabug,Indeedee Female
1463,51.162,Mr. Mime,Indeedee Female
1464,17.175,Gallade,Indeedee Female
1465,34.532,Malamar,Indeedee Female
1466,28.581,Golduck,Indeedee Female
1467,19.480,Unfezant,Indeedee Female
1468,33.843,Perrserker,Indeedee Female
1469,74.109,Galarian Slowbro,Indeedee Female
1470,15.979,Roserade,Indeedee Female
1471,46.333,Tangrowth,Indeedee Female
1472,4.223,Eldegoss,Indeedee Female
1473,68.768,Aromatisse,Indeedee Female
1474,21.590,Vileplume,Indeedee Female
1475,36.847,Cursola,Indeedee Female
1476,38.172,Falinks,Indeedee Female
1477,17.766,Flygon,Indeedee Female
1478,49.347,Crustle,Indeedee Female
1479,42.216,Reuniclus,Indeedee Female
1480,25.741,Dusknoir,Indeedee Female
1481,45.687,Exploud,Indeedee Female
1482,13.225,Wigglytuff,Indeedee Female
1483,80.533,Gardevoir,Indeedee Female
1484,5.956,Vanilluxe,Indeedee Female
1485,18.839,Orbeetle,Indeedee Female
1486,24.128,Lycanroc Midday Form,Indeedee Female
1487,84.651,Beheeyem,Indeedee Female
1488,38.584,Marowak,Indeedee Female
1489,22.455,Tentacruel,Indeedee Female
1490,36.895,Dragalge,Indeedee Female
1491,7.833,Bewear,Indeedee Female
1492,11.978,Scyther,Indeedee Female
1493,12.826,Alolan Sandslash,Indeedee Female
1494,29.858,Poliwrath,Indeedee Female
1495,84.987,Fan Rotom,Indeedee Female
1496,13.502,Scolipede,Indeedee Female
1497,52.447,Dunsparce,Indeedee Female
1498,12.345,Sandslash,Indeedee Female
1499,24.176,Noctowl,Indeedee Female
1500,6.069,Corsola,Indeedee Female
1501,99.480,Mime Jr.,Indeedee Female
1502,25.290,Kyogre,Whimsicott
1503,22.053,Regieleki,Whimsicott
1504,28.769,Calyrex Shadow Rider,Whimsicott
1505,15.466,Thundurus Incarnate Forme,Whimsicott
1506,8.181,Charizard,Whimsicott
1507,36.740,Indeedee Female,Whimsicott
1508,15.045,Zapdos,Whimsicott
1509,20.700,Kartana,Whimsicott
1510,24.514,Ferrothorn,Whimsicott
1511,28.139,Ditto,Whimsicott
1512,26.205,Urshifu Single Strike Style,Whimsicott
1513,21.383,Dialga,Whimsicott
1514,32.840,Weezing,Whimsicott
1515,17.854,Entei,Whimsicott
1516,45.426,White Kyurem,Whimsicott
1517,23.148,Urshifu Rapid Strike Style,Whimsicott
1518,33.412,Tapu Lele,Whimsicott
1519,47.184,Regigigas,Whimsicott
1520,49.813,Cinderace,Whimsicott
1521,25.718,Togekiss,Whimsicott
1522,37.438,Umbreon,Whimsicott
1523,65.836,Indeedee Male,Whimsicott
1524,13.266,Rayquaza,Whimsicott
1525,21.644,Mamoswine,Whimsicott
1526,44.935,Barraskewda,Whimsicott
1527,31.957,Celesteela,Whimsicott
1528,33.808,Pheromosa,Whimsicott
1529,21.234,Arcanine,Whimsicott
1530,28.068,Clefairy,Whimsicott
1531,22.627,Mienshao,Whimsicott
1532,22.919,Lugia,Whimsicott
1533,18.498,Hydreigon,Whimsicott
1534,22.792,Tsareena,Whimsicott
1535,44.299,Dracovish,Whimsicott
1536,64.790,Regidrago,Whimsicott
1537,45.171,Hitmontop,Whimsicott
1538,40.269,Darmanitan Galarian Standard Mode,Whimsicott
1539,14.987,Galarian Zapdos,Whimsicott
1540,26.071,Snorlax,Whimsicott
1541,37.462,Thundurus Therian Forme,Whimsicott
1542,14.923,Galarian Moltres,Whimsicott
1543,21.385,Mewtwo,Whimsicott
1544,86.377,Klinklang,Whimsicott
1545,12.923,Inteleon,Whimsicott
1546,6.440,Politoed,Whimsicott
1547,8.108,Scizor,Whimsicott
1548,26.951,Tyranitar,Whimsicott
1549,41.875,Pikachu,Whimsicott
1550,20.086,Alolan Ninetales,Whimsicott
1551,37.316,Raikou,Whimsicott
1552,17.728,Pelipper,Whimsicott
1553,2.664,Galarian Weezing,Whimsicott
1554,15.990,Nihilego,Whimsicott
1555,18.698,Gyarados,Whimsicott
1556,53.153,Garchomp,Whimsicott
1557,49.083,Moltres,Whimsicott
1558,32.404,Excadrill,Whimsicott
1559,51.902,Chandelure,Whimsicott
1560,51.563,Dracozolt,Whimsicott
1561,31.778,Pincurchin,Whimsicott
1562,22.077,Aegislash Shield Forme,Whimsicott
1563,21.550,Centiskorch,Whimsicott
1564,39.024,Porygon-Z,Whimsicott
1565,28.200,Butterfree,Whimsicott
1566,15.283,Lucario,Whimsicott
1567,66.615,Exeggutor,Whimsicott
1568,20.009,Riolu,Whimsicott
1569,25.113,Dragonite,Whimsicott
1570,31.216,Scrafty,Whimsicott
1571,67.502,Kabutops,Whimsicott
1572,24.973,Blacephalon,Whimsicott
1573,55.266,Duraludon,Whimsicott
1574,3.984,Clefable,Whimsicott
1575,14.870,Stonjourner,Whimsicott
1576,52.319,Electivire,Whimsicott
1577,78.243,Durant,Whimsicott
1578,54.186,Terrakion,Whimsicott
1579,55.797,Cobalion,Whimsicott
1580,30.057,Xurkitree,Whimsicott
1581,3.589,Tauros,Whimsicott
1582,60.642,Luxray,Whimsicott
1583,15.347,Manectric,Whimsicott
1584,11.297,Cloyster,Whimsicott
1585,3.462,Mime Galarian Mr. Mime,Whimsicott
1586,4.984,Haxorus,Whimsicott
1587,14.888,Virizion,Whimsicott
1588,55.523,Flapple,Whimsicott
1589,37.984,Sylveon,Whimsicott
1590,46.381,Arctozolt,Whimsicott
1591,9.319,Turtonator,Whimsicott
1592,23.402,Salazzle,Whimsicott
1593,30.176,Toxtricity Low Key Form,Whimsicott
1594,24.019,Mr. Mime,Whimsicott
1595,21.934,Gallade,Whimsicott
1596,12.342,Malamar,Whimsicott
1597,13.669,Golisopod,Whimsicott
1598,33.106,Shiinotic,Whimsicott
1599,42.693,Polteageist,Whimsicott
1600,82.991,Eldegoss,Whimsicott
1601,17.538,Aromatisse,Whimsicott
1602,17.421,Gourgeist Super Size,Whimsicott
1603,13.581,Gardevoir,Whimsicott
1604,37.466,Galarian Corsola,Whimsicott
1605,80.074,Vanilluxe,Whimsicott
1606,20.454,Passimian,Whimsicott
1607,87.438,Druddigon,Whimsicott
1608,34.717,Scyther,Whimsicott
1609,59.767,Golurk,Whimsicott
1610,99.986,Gourgeist Large Size,Whimsicott
1611,18.255,Kyogre,Tornadus Incarnate Forme
1612,17.343,Amoonguss,Tornadus Incarnate Forme
1613,44.397,Kartana,Tornadus Incarnate Forme
1614,24.607,Solgaleo,Tornadus Incarnate Forme
1615,40.358,Raichu,Tornadus Incarnate Forme
1616,50.795,Tapu Lele,Tornadus Incarnate Forme
1617,7.385,Bronzong,Tornadus Incarnate Forme
1618,5.115,Coalossal,Tornadus Incarnate Forme
1619,19.043,Spectrier,Tornadus Incarnate Forme
1620,26.598,Tsareena,Tornadus Incarnate Forme
1621,21.481,Volcarona,Tornadus Incarnate Forme
1622,11.514,Thundurus Therian Forme,Tornadus Incarnate Forme
1623,17.129,Inteleon,Tornadus Incarnate Forme
1624,14.014,Ludicolo,Tornadus Incarnate Forme
1625,71.970,Giratina Origin Forme,Tornadus Incarnate Forme
1626,24.081,Raikou,Tornadus Incarnate Forme
1627,67.440,Galarian Weezing,Tornadus Incarnate Forme
1628,72.580,Heliolisk,Tornadus Incarnate Forme
1629,11.811,Tapu Bulu,Tornadus Incarnate Forme
1630,85.030,Toxicroak,Tornadus Incarnate Forme
1631,55.525,Lucario,Tornadus Incarnate Forme
1632,42.639,Gigalith,Tornadus Incarnate Forme
1633,68.230,Lurantis,Tornadus Incarnate Forme
1634,24.006,Darmanitan Standard Mode,Tornadus Incarnate Forme
1635,18.262,Blacephalon,Tornadus Incarnate Forme
1636,82.140,Drednaw,Tornadus Incarnate Forme
1637,29.131,Heatran,Tornadus Incarnate Forme
1638,10.155,Diggersby,Tornadus Incarnate Forme
1639,3.127,Boltund,Tornadus Incarnate Forme
1640,14.257,Xurkitree,Tornadus Incarnate Forme
1641,66.388,Manectric,Tornadus Incarnate Forme
1642,28.181,Blaziken,Tornadus Incarnate Forme
1643,20.649,Mime Galarian Mr. Mime,Tornadus Incarnate Forme
1644,17.314,Kyogre,Kartana
1645,12.726,Amoonguss,Kartana
1646,8.643,Whimsicott,Kartana
1647,41.763,Tornadus Incarnate Forme,Kartana
1648,12.360,Shedinja,Kartana
1649,42.174,Raichu,Kartana
1650,51.214,Tapu Lele,Kartana
1651,11.650,Seismitoad,Kartana
1652,38.175,Barraskewda,Kartana
1653,28.366,Dracovish,Kartana
1654,39.621,Thundurus Therian Forme,Kartana
1655,9.445,Inteleon,Kartana
1656,27.035,Politoed,Kartana
1657,38.921,Mudsdale,Kartana
1658,2.959,Drednaw,Kartana
1659,4.712,Tauros,Kartana
1660,19.736,Mime Galarian Mr. Mime,Kartana
1661,18.809,Regieleki,Yveltal
1662,24.719,Landorus Therian Forme,Yveltal
1663,14.696,Gastrodon,Yveltal
1664,13.186,Blastoise,Yveltal
1665,14.262,Venusaur,Yveltal
1666,10.944,Dusclops,Yveltal
1667,16.309,Torkoal,Yveltal
1668,31.425,Raichu,Yveltal
1669,22.355,Urshifu Rapid Strike Style,Yveltal
1670,14.770,Tapu Lele,Yveltal
1671,48.354,Heat Rotom,Yveltal
1672,13.438,Bronzong,Yveltal
1673,44.173,Coalossal,Yveltal
1674,13.130,Dragapult,Yveltal
1675,28.964,Lapras,Yveltal
1676,22.550,Celesteela,Yveltal
1677,32.763,Pheromosa,Yveltal
1678,51.192,Landorus Incarnate Forme,Yveltal
1679,46.577,Glastrier,Yveltal
1680,19.884,Meowstic Male,Yveltal
1681,20.646,Snorlax,Yveltal
1682,14.222,Galarian Moltres,Yveltal
1683,10.855,Milotic,Yveltal
1684,32.320,Escavalier,Yveltal
1685,7.903,Politoed,Yveltal
1686,78.588,Swampert,Yveltal
1687,30.913,Alolan Marowak,Yveltal
1688,21.136,Slowbro,Yveltal
1689,11.438,Toxapex,Yveltal
1690,24.284,Togedemaru,Yveltal
1691,24.426,Tapu Bulu,Yveltal
1692,42.010,Krookodile,Yveltal
1693,37.623,Excadrill,Yveltal
1694,37.259,Centiskorch,Yveltal
1695,13.998,Klefki,Yveltal
1696,9.044,Kabutops,Yveltal
1697,23.955,Bisharp,Yveltal
1698,16.236,Cresselia,Yveltal
1699,33.596,Conkeldurr,Yveltal
1700,39.447,Cobalion,Yveltal
1701,27.779,Black Kyurem,Yveltal
1702,44.967,Silvally,Yveltal
1703,47.426,Accelgor,Yveltal
1704,6.947,Dugtrio,Yveltal
1705,59.202,Palossand,Yveltal
1706,50.988,Kommo-o,Yveltal
1707,18.947,Rillaboom,Blastoise
1708,21.836,Calyrex Shadow Rider,Blastoise
1709,22.816,Eternatus,Blastoise
1710,20.418,Regigigas,Blastoise
1711,17.193,Comfey,Blastoise
1712,14.893,Reshiram,Blastoise
1713,9.707,Dawn Wings Necrozma,Blastoise
1714,31.470,Chansey,Blastoise
1715,20.174,Darmanitan Galarian Standard Mode,Blastoise
1716,26.752,Volcarona,Blastoise
1717,5.715,Giratina Origin Forme,Blastoise
1718,22.854,Galarian Weezing,Blastoise
1719,28.900,Excadrill,Blastoise
1720,9.666,Sceptile,Blastoise
1721,21.916,Butterfree,Blastoise
1722,19.859,Altaria,Blastoise
1723,13.262,Klefki,Blastoise
1724,20.438,Jellicent,Blastoise
1725,17.950,Xurkitree,Blastoise
1726,42.530,Drampa,Blastoise
1727,18.065,Virizion,Blastoise
1728,27.652,Marowak,Blastoise
1729,17.099,Groudon,Venusaur
1730,9.203,Yveltal,Venusaur
1731,17.286,Porygon2,Venusaur
1732,19.592,Xerneas,Venusaur
1733,60.940,Torkoal,Venusaur
1734,19.007,Lunala,Venusaur
1735,14.457,Tapu Fini,Venusaur
1736,18.476,Ho-oh,Venusaur
1737,62.841,Bronzong,Venusaur
1738,25.931,Mamoswine,Venusaur
1739,19.213,Metagross,Venusaur
1740,19.574,Suicune,Venusaur
1741,34.727,Tapu Koko,Venusaur
1742,17.703,Glastrier,Venusaur
1743,14.813,Zekrom,Venusaur
1744,44.526,Milotic,Venusaur
1745,25.191,Salamence,Venusaur
1746,4.563,Azumarill,Venusaur
1747,52.960,Scizor,Venusaur
1748,18.185,Alolan Ninetales,Venusaur
1749,50.969,Togedemaru,Venusaur
1750,54.206,Krookodile,Venusaur
1751,41.651,Chandelure,Venusaur
1752,32.525,Latias,Venusaur
1753,26.206,Articuno,Venusaur
1754,2.629,Trevenant,Venusaur
1755,67.292,Registeel,Venusaur
1756,11.666,Corviknight,Venusaur
1757,1.395,Mr. Rime,Venusaur
1758,8.554,Dugtrio,Venusaur
1759,14.792,Zoroark,Venusaur
1760,19.752,Lilligant,Venusaur
1761,24.481,Braviary,Venusaur
1762,22.996,Copperajah,Venusaur
1763,16.722,Sharpedo,Venusaur
1764,71.038,Ninetales,Venusaur
1765,35.501,Lycanroc Dusk Form,Venusaur
1766,55.914,Galarian Slowbro,Venusaur
1767,52.044,Aromatisse,Venusaur
1768,8.909,Miltank,Venusaur
1769,44.380,Magneton,Venusaur
1770,18.486,Exploud,Venusaur
1771,61.187,Gardevoir,Venusaur
1772,26.788,Galarian Corsola,Venusaur
1773,20.384,Maractus,Venusaur
1774,87.733,Corsola,Venusaur
1775,11.364,Groudon,Xerneas
1776,9.967,Charizard,Xerneas
1777,55.543,Bronzong,Xerneas
1778,9.823,Landorus Incarnate Forme,Xerneas
1779,23.016,Klinklang,Xerneas
1780,17.198,Tyranitar,Xerneas
1781,22.703,Kingler,Xerneas
1782,6.474,Kangaskhan,Xerneas
1783,24.783,Krookodile,Xerneas
1784,17.904,Excadrill,Xerneas
1785,14.573,Chandelure,Xerneas
1786,55.076,Dracozolt,Xerneas
1787,18.389,Aegislash Shield Forme,Xerneas
1788,22.084,Gigalith,Xerneas
1789,8.765,Aerodactyl,Xerneas
1790,27.876,Kommo-o,Xerneas
1791,31.331,Hawlucha,Xerneas
1792,33.807,Amoonguss,Palkia
1793,46.625,Calyrex Ice Rider,Palkia
1794,21.904,Porygon2,Palkia
1795,17.724,Ferrothorn,Palkia
1796,55.215,Dusclops,Palkia
1797,20.707,Torkoal,Palkia
1798,38.769,Entei,Palkia
1799,15.861,Tapu Fini,Palkia
1800,17.314,Mimikyu,Palkia
1801,42.197,Gothitelle,Palkia
1802,25.551,Pheromosa,Palkia
1803,33.672,Clefairy,Palkia
1804,21.199,Chansey,Palkia
1805,15.091,Dusk Mane Necrozma,Palkia
1806,17.975,Alcremie,Palkia
1807,16.942,Tapu Koko,Palkia
1808,34.073,Liepard,Palkia
1809,17.383,Glastrier,Palkia
1810,31.375,Shuckle,Palkia
1811,34.144,Stakataka,Palkia
1812,15.530,Galarian Moltres,Palkia
1813,38.434,Hatterene,Palkia
1814,35.143,Escavalier,Palkia
1815,51.611,Slowking,Palkia
1816,5.253,Azumarill,Palkia
1817,24.314,Alolan Marowak,Palkia
1818,17.587,Oranguru,Palkia
1819,73.121,Kangaskhan,Palkia
1820,51.326,Krookodile,Palkia
1821,68.175,Shiftry,Palkia
1822,14.213,Pincurchin,Palkia
1823,21.227,Butterfree,Palkia
1824,49.518,Altaria,Palkia
1825,12.791,Klefki,Palkia
1826,28.852,Froslass,Palkia
1827,20.438,Jellicent,Palkia
1828,10.262,Dragonite,Palkia
1829,37.231,Darmanitan Standard Mode,Palkia
1830,18.415,Cradily,Palkia
1831,23.169,Articuno,Palkia
1832,20.172,Leafeon,Palkia
1833,24.806,Abomasnow,Palkia
1834,5.855,Wishiwashi Solo Form,Palkia
1835,27.445,Goodra,Palkia
1836,83.420,Garbodor,Palkia
1837,37.450,Glaceon,Palkia
1838,7.729,Manectric,Palkia
1839,36.977,Espeon,Palkia
1840,64.747,Cinccino,Palkia
1841,56.960,Cloyster,Palkia
1842,36.255,Drampa,Palkia
1843,31.334,Amoonguss,Calyrex Ice Rider
1844,13.515,Indeedee Female,Calyrex Ice Rider
1845,54.721,Palkia,Calyrex Ice Rider
1846,28.951,Porygon2,Calyrex Ice Rider
1847,26.125,Urshifu Single Strike Style,Calyrex Ice Rider
1848,22.841,Dialga,Calyrex Ice Rider
1849,75.519,Dusclops,Calyrex Ice Rider
1850,30.138,Torkoal,Calyrex Ice Rider
1851,28.936,Tapu Fini,Calyrex Ice Rider
1852,24.547,Sableye,Calyrex Ice Rider
1853,60.506,Mimikyu,Calyrex Ice Rider
1854,12.778,Seismitoad,Calyrex Ice Rider
1855,15.534,Cinderace,Calyrex Ice Rider
1856,38.495,Togekiss,Calyrex Ice Rider
1857,12.801,Indeedee Male,Calyrex Ice Rider
1858,3.144,Dawn Wings Necrozma,Calyrex Ice Rider
1859,33.344,Pheromosa,Calyrex Ice Rider
1860,48.195,Landorus Incarnate Forme,Calyrex Ice Rider
1861,22.674,Alcremie,Calyrex Ice Rider
1862,52.931,Tapu Koko,Calyrex Ice Rider
1863,17.301,Liepard,Calyrex Ice Rider
1864,18.329,Zekrom,Calyrex Ice Rider
1865,36.916,Stakataka,Calyrex Ice Rider
1866,64.308,Klinklang,Calyrex Ice Rider
1867,63.248,Hatterene,Calyrex Ice Rider
1868,34.175,Escavalier,Calyrex Ice Rider
1869,66.718,Slowking,Calyrex Ice Rider
1870,7.436,Scizor,Calyrex Ice Rider
1871,24.162,Galarian Articuno,Calyrex Ice Rider
1872,35.976,Alolan Marowak,Calyrex Ice Rider
1873,13.466,Raikou,Calyrex Ice Rider
1874,44.544,Oranguru,Calyrex Ice Rider
1875,18.714,Nihilego,Calyrex Ice Rider
1876,77.854,Kangaskhan,Calyrex Ice Rider
1877,23.915,Moltres,Calyrex Ice Rider
1878,89.638,Drifblim,Calyrex Ice Rider
1879,23.882,Excadrill,Calyrex Ice Rider
1880,54.404,Primarina,Calyrex Ice Rider
1881,17.469,Shiftry,Calyrex Ice Rider
1882,66.429,Sceptile,Calyrex Ice Rider
1883,41.583,Pincurchin,Calyrex Ice Rider
1884,26.719,Aegislash Shield Forme,Calyrex Ice Rider
1885,11.187,Greedent,Calyrex Ice Rider
1886,32.647,Porygon-Z,Calyrex Ice Rider
1887,4.688,Exeggutor,Calyrex Ice Rider
1888,49.517,Altaria,Calyrex Ice Rider
1889,32.747,Jellicent,Calyrex Ice Rider
1890,50.952,Riolu,Calyrex Ice Rider
1891,51.831,Alolan Exeggutor,Calyrex Ice Rider
1892,25.376,Dragonite,Calyrex Ice Rider
1893,16.450,Blacephalon,Calyrex Ice Rider
1894,62.653,Trevenant,Calyrex Ice Rider
1895,77.025,Clefable,Calyrex Ice Rider
1896,24.465,Abomasnow,Calyrex Ice Rider
1897,11.684,Cresselia,Calyrex Ice Rider
1898,1.351,Mr. Rime,Calyrex Ice Rider
1899,97.137,Wishiwashi Solo Form,Calyrex Ice Rider
1900,12.251,Conkeldurr,Calyrex Ice Rider
1901,7.887,Machamp,Calyrex Ice Rider
1902,36.306,Silvally,Calyrex Ice Rider
1903,21.200,Accelgor,Calyrex Ice Rider
1904,24.156,Mow Rotom,Calyrex Ice Rider
1905,21.776,Palossand,Calyrex Ice Rider
1906,42.321,Espeon,Calyrex Ice Rider
1907,74.976,Tyrantrum,Calyrex Ice Rider
1908,10.102,Drampa,Calyrex Ice Rider
1909,12.457,Amoonguss,Porygon2
1910,11.406,Indeedee Female,Porygon2
1911,23.465,Calyrex Ice Rider,Porygon2
1912,20.836,Palkia,Porygon2
1913,21.989,Venusaur,Porygon2
1914,25.677,Shedinja,Porygon2
1915,42.770,Torkoal,Porygon2
1916,32.271,Kingdra,Porygon2
1917,29.802,Tapu Fini,Porygon2
1918,18.927,Reshiram,Porygon2
1919,85.795,Dawn Wings Necrozma,Porygon2
1920,23.185,Araquanid,Porygon2
1921,19.423,Mienshao,Porygon2
1922,15.885,Tapu Koko,Porygon2
1923,15.185,Alolan Marowak,Porygon2
1924,33.547,Gyarados,Porygon2
1925,72.300,Kangaskhan,Porygon2
1926,89.650,Drifblim,Porygon2
1927,11.123,Dragonite,Porygon2
1928,65.014,Registeel,Porygon2
1929,41.381,Vikavolt,Porygon2
1930,25.360,Black Kyurem,Porygon2
1931,17.065,Accelgor,Porygon2
1932,21.324,Palossand,Porygon2
1933,15.806,Zoroark,Porygon2
1934,34.482,Clawitzer,Porygon2
1935,34.424,Dhelmise,Porygon2
1936,21.343,Braviary,Porygon2
1937,14.033,Virizion,Porygon2
1938,13.703,Copperajah,Porygon2
1939,22.235,Slurpuff,Porygon2
1940,15.649,Alakazam,Porygon2
1941,41.289,Sharpedo,Porygon2
1942,19.233,Gourgeist Small Size,Porygon2
1943,26.678,Golisopod,Porygon2
1944,13.052,Lycanroc Dusk Form,Porygon2
1945,32.215,Perrserker,Porygon2
1946,45.066,Tangrowth,Porygon2
1947,14.783,Noivern,Porygon2
1948,24.963,Drapion,Porygon2
1949,16.208,Marowak,Porygon2
1950,18.138,Dragalge,Porygon2
1951,60.584,Golurk,Porygon2
1952,35.711,Scolipede,Porygon2
1953,14.737,Dunsparce,Porygon2
1954,10.976,Indeedee Female,Shedinja
1955,68.456,Kingdra,Shedinja
1956,8.538,Raichu,Shedinja
