,Nature,UsePercentage,Pokemon,Hp,Atk,Def,SpA,SpD,Spe
3195,Relaxed,0.017,Gigalith,148,0,252,0,108,0
3196,Sassy,0.011,Gigalith,252,4,0,0,252,0
3197,Careful,0.008,Gigalith,252,4,0,0,252,0
3198,Brave,0.007,Gigalith,0,252,252,0,4,0
3199,Impish,0.005,Gigalith,4,0,252,0,252,0
3200,Quiet,26.183,Jellicent,252,0,0,252,4,0
3201,Calm,15.842,Jellicent,252,0,0,4,252,0
3202,Quiet,14.852,Jellicent,124,0,100,252,32,0
3203,Relaxed,8.118,Jellicent,252,0,156,0,100,0
3204,Relaxed,8.003,Jellicent,252,0,252,4,0,0
3205,Quiet,7.598,Jellicent,124,0,132,252,0,0
3206,Relaxed,6.320,Jellicent,252,0,188,68,0,0
3207,Relaxed,3.874,Jellicent,252,0,164,0,92,0
3208,Relaxed,2.657,Jellicent,252,0,4,252,0,0
3209,Modest,1.064,Jellicent,252,0,0,252,4,0
3210,Quiet,1.027,Jellicent,204,0,52,252,0,0
3211,Impish,0.920,Jellicent,252,0,252,0,4,0
3212,Quiet,0.766,Jellicent,252,0,132,124,0,0
3213,Sassy,0.706,Jellicent,252,0,60,0,196,0
3214,Modest,0.493,Jellicent,204,0,36,252,4,12
3215,Sassy,0.455,Jellicent,252,0,252,0,4,0
3216,Calm,0.318,Jellicent,252,0,252,4,0,0
3217,Relaxed,0.206,Jellicent,244,0,228,0,36,0
3218,Relaxed,0.180,Jellicent,252,0,252,0,4,0
3219,Quiet,0.118,Jellicent,4,0,0,252,252,0
3220,Adamant,19.730,Riolu,252,252,0,0,4,0
3221,Jolly,16.883,Riolu,252,0,0,0,4,252
3222,Jolly,14.030,Riolu,252,4,0,0,0,252
3223,Careful,10.424,Riolu,236,0,0,0,68,204
3224,Jolly,7.864,Riolu,4,252,0,0,0,252
3225,Timid,5.405,Riolu,252,0,4,0,0,252
3226,Modest,4.926,Riolu,0,0,0,252,0,252
3227,Careful,4.330,Riolu,252,4,0,0,252,0
3228,Sassy,2.559,Riolu,0,0,252,0,252,0
3229,Hardy,2.510,Riolu,0,248,0,0,0,252
3230,Sassy,2.092,Riolu,252,0,0,0,252,0
3231,Careful,1.862,Riolu,196,252,28,0,28,0
3232,Jolly,1.412,Riolu,252,4,12,0,44,196
3233,Calm,1.270,Riolu,252,0,4,0,252,0
3234,Jolly,1.157,Riolu,0,252,4,0,0,252
3235,Impish,0.873,Riolu,252,0,252,0,4,0
3236,Jolly,0.363,Riolu,0,252,0,0,4,252
3237,Adamant,0.353,Riolu,252,4,0,0,0,252
3238,Jolly,0.343,Riolu,0,252,0,0,0,252
3239,Careful,0.327,Riolu,252,0,252,0,4,0
3240,Calm,31.428,Mandibuzz,204,0,92,0,212,0
3241,Jolly,29.069,Mandibuzz,0,252,0,0,4,252
3242,Bold,24.522,Mandibuzz,252,0,60,4,188,4
3243,Jolly,8.328,Mandibuzz,4,252,0,0,0,252
3244,Impish,4.727,Mandibuzz,0,0,252,0,252,0
3245,Bold,1.000,Mandibuzz,164,0,100,0,244,0
3246,Impish,0.333,Mandibuzz,252,0,156,0,0,100
3247,Impish,0.212,Mandibuzz,248,0,252,0,8,0
3248,Bold,0.167,Mandibuzz,252,0,92,0,144,20
3249,Bold,0.059,Mandibuzz,252,0,60,4,128,64
3250,Careful,0.056,Mandibuzz,252,0,116,0,140,0
3251,Calm,0.038,Mandibuzz,252,0,4,0,252,0
3252,Impish,0.028,Mandibuzz,164,4,156,0,84,100
3253,Calm,0.006,Mandibuzz,252,0,0,0,252,4
3254,Jolly,0.006,Mandibuzz,0,252,0,0,0,252
3255,Bold,0.004,Mandibuzz,252,0,116,0,140,0
3256,Bold,0.004,Mandibuzz,252,0,124,4,76,52
3257,Bold,0.004,Mandibuzz,204,0,196,0,108,0
3258,Bold,0.004,Mandibuzz,252,0,252,4,0,0
3259,Adamant,0.002,Mandibuzz,252,252,0,0,0,0
3260,Adamant,68.260,Lurantis,252,252,0,0,4,0
3261,Brave,14.495,Lurantis,252,116,140,0,0,0
3262,Brave,4.889,Lurantis,244,252,0,0,12,0
3263,Relaxed,3.377,Lurantis,252,0,76,0,180,0
3264,Naughty,2.552,Lurantis,0,212,0,188,0,108
3265,Adamant,2.367,Lurantis,252,228,0,0,0,28
3266,Adamant,1.747,Lurantis,252,156,0,0,100,0
3267,Brave,0.620,Lurantis,252,64,100,0,92,0
3268,Brave,0.449,Lurantis,252,196,60,0,0,0
3269,Adamant,0.318,Lurantis,220,252,0,0,0,36
3270,Adamant,0.317,Lurantis,108,156,0,0,0,244
3271,Adamant,0.185,Lurantis,252,188,20,0,12,36
3272,Jolly,0.142,Lurantis,108,228,4,0,60,108
3273,Brave,0.131,Lurantis,244,252,12,0,0,0
3274,Adamant,0.080,Lurantis,252,252,0,0,0,0
3275,Sassy,0.030,Lurantis,252,0,4,0,252,0
3276,Sassy,0.013,Lurantis,252,4,0,0,252,0
3277,Adamant,0.011,Lurantis,116,252,0,0,4,132
3278,Adamant,0.007,Lurantis,100,252,0,0,0,156
3279,Brave,0.006,Lurantis,248,252,0,8,0,0
3280,Timid,39.912,Latias,252,0,4,0,0,252
3281,Timid,21.517,Latias,252,0,12,4,60,180
3282,Bold,13.149,Latias,252,0,252,0,4,0
3283,Timid,7.871,Latias,252,0,0,212,0,44
3284,Modest,7.649,Latias,252,0,100,76,4,76
3285,Timid,4.152,Latias,252,0,0,4,0,252
3286,Timid,2.085,Latias,252,0,0,0,4,252
3287,Hardy,1.470,Latias,164,0,108,68,164,0
3288,Modest,0.483,Latias,252,0,36,76,4,140
3289,Timid,0.481,Latias,0,0,4,252,0,252
3290,Calm,0.425,Latias,252,0,0,4,252,0
3291,Modest,0.171,Latias,252,0,0,252,4,0
3292,Jolly,0.140,Latias,252,4,0,0,0,252
3293,Timid,0.113,Latias,252,0,52,4,0,196
3294,Timid,0.111,Latias,212,0,44,0,0,252
3295,Timid,0.056,Latias,28,0,228,0,0,252
3296,Relaxed,0.045,Latias,216,0,252,0,40,0
3297,Timid,0.042,Latias,252,0,0,76,0,180
3298,Careful,0.034,Latias,252,0,0,0,4,252
3299,Timid,0.031,Latias,0,0,0,252,4,252
3300,Quiet,38.289,Alolan Exeggutor,252,0,0,252,4,0
3301,Sassy,26.299,Alolan Exeggutor,124,0,196,0,188,0
3302,Sassy,9.884,Alolan Exeggutor,252,0,4,0,252,0
3303,Brave,7.878,Alolan Exeggutor,252,252,0,0,4,0
3304,Sassy,5.630,Alolan Exeggutor,252,0,100,0,156,0
3305,Sassy,5.352,Alolan Exeggutor,252,0,116,0,140,0
3306,Sassy,1.577,Alolan Exeggutor,252,0,60,0,196,0
3307,Quiet,1.438,Alolan Exeggutor,252,0,4,252,0,0
3308,Sassy,1.057,Alolan Exeggutor,252,12,84,4,156,0
3309,Quiet,0.796,Alolan Exeggutor,236,0,0,252,20,0
3310,Relaxed,0.566,Alolan Exeggutor,252,0,36,0,220,0
3311,Relaxed,0.547,Alolan Exeggutor,252,0,252,0,4,0
3312,Modest,0.395,Alolan Exeggutor,252,0,0,252,0,4
3313,Sassy,0.218,Alolan Exeggutor,252,0,92,0,164,0
3314,Modest,0.034,Alolan Exeggutor,4,0,0,252,0,252
3315,Sassy,0.014,Alolan Exeggutor,252,12,84,36,124,0
3316,Sassy,0.008,Alolan Exeggutor,252,0,84,0,172,0
3317,Hardy,0.005,Alolan Exeggutor,44,76,60,148,80,100
3318,Adamant,0.003,Alolan Exeggutor,252,252,0,0,4,0
3319,Sassy,0.003,Alolan Exeggutor,252,4,4,4,244,0
3320,Adamant,41.472,Dragonite,0,252,0,0,4,252
3321,Adamant,9.916,Dragonite,108,252,36,0,12,100
3322,Adamant,8.690,Dragonite,212,44,0,0,0,252
3323,Adamant,7.783,Dragonite,0,140,116,0,0,252
3324,Adamant,7.011,Dragonite,4,252,0,0,0,252
3325,Adamant,6.899,Dragonite,100,252,0,0,0,156
3326,Careful,4.089,Dragonite,196,12,132,0,12,156
3327,Adamant,2.497,Dragonite,52,252,4,0,4,196
3328,Modest,2.192,Dragonite,4,0,0,252,0,252
3329,Modest,1.526,Dragonite,252,0,0,252,0,4
3330,Adamant,1.297,Dragonite,252,252,0,0,4,0
3331,Modest,1.282,Dragonite,4,0,124,252,124,0
3332,Jolly,1.033,Dragonite,0,252,0,0,4,252
3333,Adamant,0.973,Dragonite,4,252,4,0,4,244
3334,Timid,0.544,Dragonite,108,0,0,252,4,144
3335,Adamant,0.486,Dragonite,108,252,0,0,0,148
3336,Adamant,0.294,Dragonite,252,252,0,0,0,4
3337,Jolly,0.293,Dragonite,0,248,0,0,4,252
3338,Adamant,0.270,Dragonite,252,252,4,0,0,0
3339,Modest,0.263,Dragonite,252,0,0,252,4,0
3340,Jolly,40.662,Darmanitan Standard Mode,84,252,4,0,4,164
3341,Jolly,31.306,Darmanitan Standard Mode,28,220,36,0,4,220
3342,Jolly,14.798,Darmanitan Standard Mode,4,252,0,0,0,252
3343,Adamant,9.630,Darmanitan Standard Mode,0,252,0,0,4,252
3344,Jolly,2.064,Darmanitan Standard Mode,244,0,12,0,0,252
3345,Adamant,1.125,Darmanitan Standard Mode,0,252,0,0,0,252
3346,Adamant,0.214,Darmanitan Standard Mode,252,252,0,0,0,4
3347,Gentle,0.097,Darmanitan Standard Mode,156,0,132,0,0,220
3348,Jolly,0.048,Darmanitan Standard Mode,0,252,0,0,4,252
3349,Careful,0.043,Darmanitan Standard Mode,252,0,4,0,252,0
3350,Jolly,0.007,Darmanitan Standard Mode,92,252,0,0,0,164
3351,Jolly,0.004,Darmanitan Standard Mode,252,0,4,0,0,252
3352,Hardy,0.001,Darmanitan Standard Mode,124,100,116,0,0,164
3353,Jolly,0.001,Darmanitan Standard Mode,0,0,0,0,0,252
3354,Naughty,0.001,Darmanitan Standard Mode,105,140,52,30,55,123
3355,Adamant,0.000,Darmanitan Standard Mode,4,252,0,0,0,252
3356,Adamant,0.000,Darmanitan Standard Mode,8,100,164,0,0,236
3357,Hardy,0.000,Darmanitan Standard Mode,0,252,0,0,0,252
3358,Jolly,0.000,Darmanitan Standard Mode,252,4,0,0,0,252
3359,Brave,0.000,Darmanitan Standard Mode,0,4,252,0,252,0
3360,Calm,38.536,Cradily,252,0,0,4,252,0
3361,Relaxed,15.137,Cradily,252,0,148,0,108,0
3362,Quiet,11.969,Cradily,252,0,4,252,0,0
3363,Modest,4.941,Cradily,252,0,0,252,4,0
3364,Modest,4.743,Cradily,212,0,84,212,0,0
3365,Bold,4.628,Cradily,252,0,252,0,4,0
3366,Modest,4.030,Cradily,252,0,108,116,28,0
3367,Quiet,3.780,Cradily,124,4,100,148,132,0
3368,Modest,3.759,Cradily,252,0,4,252,0,0
3369,Careful,2.705,Cradily,252,4,0,0,252,0
3370,Careful,1.593,Cradily,252,0,252,0,4,0
3371,Sassy,0.841,Cradily,252,0,132,16,108,0
3372,Calm,0.597,Cradily,252,0,4,0,252,0
3373,Hardy,0.483,Cradily,252,0,252,0,4,0
3374,Modest,0.437,Cradily,252,0,20,228,4,4
3375,Bold,0.316,Cradily,252,0,4,0,252,0
3376,Hardy,0.301,Cradily,252,8,0,68,180,0
3377,Careful,0.275,Cradily,252,0,4,0,252,0
3378,Modest,0.223,Cradily,0,0,252,4,252,0
3379,Quiet,0.172,Cradily,116,0,116,252,20,0
3380,Jolly,44.854,Obstagoon,0,252,0,0,4,252
3381,Jolly,28.810,Obstagoon,4,252,0,0,0,252
3382,Jolly,12.048,Obstagoon,180,140,4,0,20,164
3383,Jolly,9.128,Obstagoon,12,236,4,0,4,252
3384,Adamant,3.403,Obstagoon,4,252,0,0,0,252
3385,Timid,0.867,Obstagoon,4,0,0,0,252,252
3386,Impish,0.298,Obstagoon,252,220,36,0,0,0
3387,Adamant,0.225,Obstagoon,0,252,0,0,4,252
3388,Jolly,0.097,Obstagoon,252,0,0,0,28,228
3389,Hardy,0.090,Obstagoon,4,252,0,0,0,252
3390,Jolly,0.070,Obstagoon,0,252,0,0,6,252
3391,Careful,0.070,Obstagoon,4,0,252,0,252,0
3392,Jolly,0.011,Obstagoon,252,28,0,0,0,228
3393,Jolly,0.007,Obstagoon,4,244,0,0,8,252
3394,Adamant,0.005,Obstagoon,164,252,4,0,28,60
3395,Jolly,0.004,Obstagoon,244,12,0,0,0,252
3396,Jolly,0.003,Obstagoon,252,0,0,0,20,236
3397,Hardy,0.002,Obstagoon,252,252,0,0,0,0
3398,Jolly,0.002,Obstagoon,0,252,0,0,76,180
3399,Impish,0.001,Obstagoon,180,148,140,0,4,36
3400,Sassy,33.600,Scrafty,252,0,164,0,92,0
3401,Careful,19.644,Scrafty,252,0,0,0,220,36
3402,Brave,18.938,Scrafty,252,252,0,4,0,0
3403,Careful,6.050,Scrafty,148,4,172,0,180,4
3404,Careful,3.792,Scrafty,252,0,4,0,252,0
3405,Relaxed,3.780,Scrafty,252,0,76,0,180,0
3406,Impish,3.244,Scrafty,252,0,68,0,188,0
3407,Brave,2.740,Scrafty,252,252,0,0,4,0
3408,Careful,1.570,Scrafty,252,4,0,0,252,0
3409,Impish,1.409,Scrafty,252,0,220,0,36,0
3410,Adamant,1.367,Scrafty,196,172,36,0,76,28
3411,Adamant,1.191,Scrafty,252,252,0,0,4,0
3412,Impish,0.903,Scrafty,252,0,180,0,76,0
3413,Sassy,0.675,Scrafty,252,220,0,0,36,0
3414,Sassy,0.339,Scrafty,252,0,100,0,156,0
3415,Impish,0.150,Scrafty,252,4,172,0,36,44
3416,Sassy,0.150,Scrafty,252,0,220,0,36,0
3417,Adamant,0.081,Scrafty,0,252,4,0,0,252
3418,Adamant,0.080,Scrafty,252,252,0,0,0,4
3419,Careful,0.050,Scrafty,4,0,252,0,252,0
3420,Jolly,79.065,Aerodactyl,4,252,0,0,0,252
3421,Timid,6.641,Aerodactyl,252,0,4,0,0,252
3422,Adamant,6.230,Aerodactyl,0,252,0,0,4,252
3423,Jolly,2.738,Aerodactyl,0,252,0,0,4,252
3424,Adamant,2.348,Aerodactyl,20,252,0,0,0,236
3425,Naive,1.208,Aerodactyl,4,252,0,0,0,252
3426,Jolly,0.857,Aerodactyl,0,252,4,0,0,252
3427,Adamant,0.414,Aerodactyl,124,132,0,0,0,252
3428,Adamant,0.302,Aerodactyl,4,252,0,0,0,252
3429,Jolly,0.093,Aerodactyl,0,252,0,0,0,252
3430,Calm,0.054,Aerodactyl,0,0,132,0,124,252
3431,Hardy,0.025,Aerodactyl,4,252,0,0,0,252
3432,Jolly,0.011,Aerodactyl,20,236,0,0,0,252
3433,Jolly,0.006,Aerodactyl,0,0,4,0,252,252
3434,Jolly,0.005,Aerodactyl,252,0,0,0,4,252
3435,Lonely,0.002,Aerodactyl,0,252,0,4,0,252
3436,Hardy,0.000,Aerodactyl,0,252,0,0,0,252
3437,Adamant,0.000,Aerodactyl,0,252,0,0,0,252
3438,Jolly,0.000,Aerodactyl,116,252,0,0,0,140
3439,Jolly,0.000,Aerodactyl,108,188,0,0,0,212
3440,Jolly,61.146,Kabutops,28,252,4,0,4,220
3441,Adamant,12.364,Kabutops,0,252,0,0,4,252
3442,Adamant,7.999,Kabutops,81,252,0,0,0,175
3443,Naive,7.083,Kabutops,0,252,0,4,0,252
3444,Jolly,5.036,Kabutops,0,252,0,0,4,252
3445,Jolly,1.795,Kabutops,4,252,0,0,0,252
3446,Jolly,1.302,Kabutops,20,252,0,0,0,236
3447,Adamant,1.298,Kabutops,4,252,0,0,0,252
3448,Naive,1.279,Kabutops,0,164,0,4,88,252
3449,Jolly,0.224,Kabutops,0,252,4,0,0,252
3450,Adamant,0.157,Kabutops,116,252,0,0,0,140
3451,Hardy,0.086,Kabutops,0,248,236,0,0,0
3452,Adamant,0.065,Kabutops,36,252,0,0,0,220
3453,Adamant,0.035,Kabutops,0,252,116,0,0,140
3454,Adamant,0.029,Kabutops,252,252,0,0,0,4
3455,Hardy,0.023,Kabutops,128,252,0,0,0,128
3456,Adamant,0.020,Kabutops,0,252,4,0,0,252
3457,Jolly,0.018,Kabutops,0,252,0,0,0,252
3458,Adamant,0.012,Kabutops,0,252,252,0,4,0
3459,Naughty,0.008,Kabutops,0,252,4,0,0,252
3460,Timid,42.714,Articuno,4,0,0,252,0,252
3461,Calm,29.028,Articuno,76,0,180,0,252,0
3462,Timid,13.078,Articuno,0,0,0,252,4,252
3463,Modest,10.766,Articuno,252,0,0,252,0,4
3464,Modest,3.108,Articuno,0,0,4,252,0,252
3465,Modest,0.446,Articuno,0,0,0,252,4,252
3466,Modest,0.353,Articuno,4,0,0,252,0,252
3467,Timid,0.116,Articuno,0,0,4,252,0,252
3468,Modest,0.086,Articuno,252,0,0,252,4,0
3469,Calm,0.076,Articuno,252,0,188,36,28,0
3470,Timid,0.075,Articuno,4,252,0,0,0,252
3471,Timid,0.072,Articuno,28,0,0,228,0,252
3472,Bold,0.039,Articuno,252,0,252,0,4,0
3473,Calm,0.036,Articuno,252,0,0,4,252,0
3474,Sassy,0.005,Articuno,252,0,0,4,252,0
3475,Bold,0.001,Articuno,0,0,252,0,252,0
3476,Calm,0.000,Articuno,100,0,4,132,252,20
3477,Modest,0.000,Articuno,188,0,0,252,0,68
3478,Hardy,0.000,Articuno,252,0,4,0,0,252
3479,Hardy,0.000,Articuno,92,196,52,52,4,108
3480,Timid,54.271,Blacephalon,0,0,0,252,4,252
3481,Modest,15.502,Blacephalon,4,0,0,252,0,252
3482,Modest,15.296,Blacephalon,0,0,4,252,0,252
3483,Timid,11.651,Blacephalon,4,0,0,252,0,252
3484,Modest,1.418,Blacephalon,0,0,0,252,0,252
3485,Modest,1.215,Blacephalon,60,0,20,252,4,172
3486,Modest,0.242,Blacephalon,124,0,36,164,12,172
3487,Modest,0.230,Blacephalon,0,0,0,252,4,252
3488,Timid,0.058,Blacephalon,4,0,4,244,4,252
3489,Modest,0.046,Blacephalon,170,0,0,252,0,86
3490,Mild,0.037,Blacephalon,4,0,0,252,0,252
3491,Hardy,0.026,Blacephalon,4,0,0,252,0,252
3492,Timid,0.003,Blacephalon,240,0,0,16,0,252
3493,Modest,0.002,Blacephalon,76,0,0,252,4,176
3494,Hardy,0.001,Blacephalon,0,0,228,28,0,252
3495,Timid,0.001,Blacephalon,68,0,0,252,0,188
3496,Timid,0.000,Blacephalon,28,0,0,252,0,228
3497,Modest,0.000,Blacephalon,60,0,4,252,4,188
3498,Timid,0.000,Blacephalon,76,0,44,252,0,132
3499,Modest,0.000,Blacephalon,156,0,148,204,0,0
3500,Modest,29.621,Duraludon,4,0,0,252,0,252
3501,Modest,15.868,Duraludon,252,0,0,252,0,4
3502,Calm,12.922,Duraludon,0,0,0,252,252,4
3503,Modest,11.060,Duraludon,116,0,4,156,156,76
3504,Modest,8.008,Duraludon,252,0,0,252,4,0
3505,Timid,4.764,Duraludon,0,0,0,252,4,252
3506,Bold,3.208,Duraludon,0,0,252,84,172,0
3507,Modest,2.942,Duraludon,188,0,0,252,70,0
3508,Hardy,2.529,Duraludon,252,0,0,124,132,0
3509,Modest,1.927,Duraludon,0,0,0,252,4,252
3510,Modest,1.412,Duraludon,0,0,0,252,156,100
3511,Timid,1.201,Duraludon,4,0,0,252,0,252
3512,Modest,0.972,Duraludon,0,0,68,252,68,116
3513,Modest,0.450,Duraludon,244,0,0,252,0,12
3514,Timid,0.410,Duraludon,1,0,0,252,4,252
3515,Modest,0.386,Duraludon,108,0,4,244,52,100
3516,Naive,0.340,Duraludon,0,4,0,252,0,252
3517,Modest,0.242,Duraludon,172,0,0,252,0,84
3518,Timid,0.227,Duraludon,252,0,0,124,132,0
3519,Hardy,0.221,Duraludon,124,0,0,252,132,0
3520,Sassy,92.417,Trevenant,252,156,100,0,0,0
3521,Sassy,3.179,Trevenant,252,68,0,0,188,0
3522,Careful,1.778,Trevenant,244,0,12,0,252,0
3523,Adamant,1.550,Trevenant,252,252,0,0,4,0
3524,Adamant,0.327,Trevenant,244,252,0,0,12,0
3525,Brave,0.304,Trevenant,252,252,4,0,0,0
3526,Sassy,0.145,Trevenant,252,20,0,0,236,0
3527,Sassy,0.108,Trevenant,244,0,12,0,252,0
3528,Sassy,0.089,Trevenant,244,12,0,0,252,0
3529,Careful,0.049,Trevenant,252,0,124,0,132,0
3530,Impish,0.031,Trevenant,244,0,108,0,156,0
3531,Sassy,0.012,Trevenant,252,4,0,0,252,0
3532,Careful,0.006,Trevenant,140,160,0,0,208,0
3533,Sassy,0.003,Trevenant,252,0,148,0,108,0
3534,Brave,0.001,Trevenant,252,0,172,0,84,0
3535,Sassy,0.001,Trevenant,252,0,156,0,100,0
3536,Brave,0.000,Trevenant,0,4,252,0,252,0
3537,Brave,0.000,Trevenant,252,236,0,0,20,0
3538,Relaxed,0.000,Trevenant,252,4,252,0,0,0
3539,Hardy,0.000,Trevenant,0,200,76,80,80,68
3540,Jolly,84.698,Drednaw,0,252,0,0,0,252
3541,Adamant,9.023,Drednaw,0,252,0,0,4,252
3542,Adamant,4.418,Drednaw,4,252,0,0,0,252
3543,Adamant,1.353,Drednaw,116,252,0,0,0,140
3544,Jolly,0.348,Drednaw,0,252,0,0,4,252
3545,Jolly,0.044,Drednaw,4,252,0,0,0,252
3546,Adamant,0.043,Drednaw,148,252,0,0,0,108
3547,Adamant,0.038,Drednaw,60,252,4,0,4,188
3548,Adamant,0.033,Drednaw,220,116,12,0,4,156
3549,Adamant,0.001,Drednaw,112,252,0,0,4,140
3550,Adamant,0.001,Drednaw,0,252,0,4,0,252
3551,Hardy,0.000,Drednaw,100,140,68,0,84,116
3552,Hardy,0.000,Drednaw,128,252,124,0,0,0
3553,Careful,0.000,Drednaw,252,252,0,0,4,0
3554,Naughty,0.000,Drednaw,252,132,124,0,0,0
3555,Jolly,0.000,Drednaw,0,252,0,0,172,84
3556,Jolly,0.000,Drednaw,0,188,100,0,100,116
3557,Serious,0.000,Drednaw,188,196,0,0,0,124
3558,Adamant,0.000,Drednaw,252,252,0,4,0,0
3559,Hardy,0.000,Drednaw,252,211,0,0,0,0
3560,Modest,31.374,Heatran,252,0,0,252,4,0
3561,Timid,25.650,Heatran,20,0,4,252,12,220
3562,Calm,12.569,Heatran,244,0,4,4,188,24
3563,Modest,6.944,Heatran,0,0,0,252,4,252
3564,Bold,6.568,Heatran,236,0,252,20,0,0
3565,Modest,3.680,Heatran,252,0,4,252,0,0
3566,Bold,2.977,Heatran,252,0,44,212,0,0
3567,Modest,2.287,Heatran,0,0,140,252,116,0
3568,Modest,1.364,Heatran,76,0,84,252,52,40
3569,Modest,1.162,Heatran,68,0,4,236,4,196
3570,Timid,0.858,Heatran,4,0,0,252,0,252
3571,Calm,0.818,Heatran,252,0,36,216,0,0
3572,Calm,0.703,Heatran,252,0,0,0,136,120
3573,Modest,0.626,Heatran,188,0,12,156,12,140
3574,Modest,0.536,Heatran,180,0,132,68,4,124
3575,Modest,0.455,Heatran,252,0,0,252,0,4
3576,Modest,0.271,Heatran,4,0,0,252,0,252
3577,Quiet,0.269,Heatran,252,0,4,252,0,0
3578,Bold,0.220,Heatran,124,0,180,20,180,0
3579,Quiet,0.204,Heatran,252,0,0,252,4,0
3580,Sassy,82.886,Clefable,252,0,180,0,76,0
3581,Calm,4.436,Clefable,252,0,0,4,252,0
3582,Calm,2.761,Clefable,252,0,148,4,100,0
3583,Calm,2.583,Clefable,252,0,4,0,252,0
3584,Bold,2.012,Clefable,252,0,132,0,124,0
3585,Bold,1.443,Clefable,252,0,252,4,0,0
3586,Bold,1.439,Clefable,252,0,4,0,252,0
3587,Relaxed,0.573,Clefable,252,0,252,0,4,0
3588,Modest,0.515,Clefable,252,0,0,252,4,0
3589,Hardy,0.360,Clefable,252,0,4,252,0,0
3590,Hardy,0.165,Clefable,242,0,116,128,20,0
3591,Hardy,0.148,Clefable,136,0,116,156,0,0
3592,Sassy,0.132,Clefable,252,0,4,0,252,0
3593,Serious,0.112,Clefable,52,200,4,0,252,0
3594,Bold,0.059,Clefable,252,0,252,0,4,0
3595,Bold,0.052,Clefable,4,0,252,0,252,0
3596,Sassy,0.049,Clefable,252,4,0,0,252,0
3597,Hardy,0.047,Clefable,252,0,132,0,116,0
3598,Modest,0.037,Clefable,4,0,252,0,252,0
3599,Bold,0.030,Clefable,252,0,132,0,120,0
3600,Bold,39.147,Appletun,180,0,156,0,172,0
3601,Bold,26.145,Appletun,180,0,204,0,124,0
3602,Modest,19.609,Appletun,252,0,0,252,4,0
3603,Calm,7.314,Appletun,252,0,0,4,252,0
3604,Sassy,3.083,Appletun,196,0,156,0,156,0
3605,Quiet,1.691,Appletun,252,4,60,132,60,0
3606,Quiet,0.923,Appletun,252,0,0,252,4,0
3607,Sassy,0.845,Appletun,252,4,0,0,252,0
3608,Hardy,0.307,Appletun,164,0,156,84,100,0
3609,Brave,0.234,Appletun,76,236,148,0,44,0
3610,Hardy,0.141,Appletun,252,0,0,4,252,0
3611,Sassy,0.129,Appletun,252,0,0,252,4,0
3612,Brave,0.112,Appletun,252,132,60,0,60,0
3613,Sassy,0.079,Appletun,252,0,0,4,252,0
3614,Modest,0.078,Appletun,4,0,0,252,252,0
3615,Sassy,0.056,Appletun,248,0,0,8,252,0
3616,Bold,0.053,Appletun,252,0,252,0,0,4
3617,Relaxed,0.020,Appletun,4,0,252,252,0,0
3618,Adamant,0.009,Appletun,76,220,44,0,44,124
3619,Calm,0.008,Appletun,244,0,0,12,252,0
3620,Adamant,41.604,Bisharp,0,252,0,0,4,252
3621,Adamant,38.534,Bisharp,252,252,0,0,4,0
3622,Adamant,6.689,Bisharp,0,252,4,0,0,252
3623,Adamant,3.974,Bisharp,4,252,252,0,0,0
3624,Jolly,2.777,Bisharp,0,252,0,0,4,252
3625,Adamant,2.422,Bisharp,4,252,0,0,0,252
3626,Jolly,1.946,Bisharp,0,252,0,0,0,252
3627,Hardy,1.157,Bisharp,1,0,0,0,0,0
3628,Brave,0.121,Bisharp,252,252,0,0,4,0
3629,Jolly,0.105,Bisharp,0,4,252,0,0,252
3630,Adamant,0.105,Bisharp,0,252,0,0,4,0
3631,Careful,0.095,Bisharp,0,252,132,0,124,0
3632,Hardy,0.084,Bisharp,80,252,76,0,0,96
3633,Jolly,0.079,Bisharp,0,252,4,0,0,252
3634,Jolly,0.061,Bisharp,4,116,220,0,76,88
3635,Jolly,0.061,Bisharp,4,0,0,0,252,252
3636,Adamant,0.059,Bisharp,4,252,0,0,252,0
3637,Impish,0.056,Bisharp,252,4,252,0,0,0
3638,Adamant,0.026,Bisharp,68,252,0,0,0,188
3639,Impish,0.013,Bisharp,252,0,132,0,124,0
3640,Bold,65.014,Registeel,220,0,252,0,36,0
3641,Bold,10.380,Registeel,252,0,156,0,100,0
3642,Impish,10.004,Registeel,252,0,252,0,4,0
3643,Impish,5.969,Registeel,252,0,148,0,108,0
3644,Careful,2.031,Registeel,252,4,0,0,252,0
3645,Adamant,1.696,Registeel,252,100,108,0,44,0
3646,Impish,1.685,Registeel,220,0,252,0,36,0
3647,Calm,1.684,Registeel,252,0,124,0,128,0
3648,Bold,0.734,Registeel,4,0,252,0,252,0
3649,Relaxed,0.643,Registeel,252,0,236,0,20,0
3650,Brave,0.065,Registeel,252,0,124,0,128,0
3651,Bold,0.049,Registeel,252,0,252,0,4,0
3652,Careful,0.020,Registeel,252,252,0,0,4,0
3653,Serious,0.013,Registeel,164,0,172,0,172,2
3654,Bold,0.006,Registeel,188,0,236,0,0,84
3655,Adamant,0.004,Registeel,4,252,252,0,0,0
3656,Calm,0.003,Registeel,252,0,60,0,196,0
3657,Sassy,0.001,Registeel,252,4,0,0,252,0
3658,Bold,0.001,Registeel,252,0,204,0,52,0
3659,Impish,0.000,Registeel,252,40,164,0,52,0
3660,Adamant,24.724,Rhyperior,220,76,20,0,180,12
